Journée du 17/07/2004
Heures	Consommation	PrévisionJ-1		
00:00	48921	49800		
00:15	48138	48800		
00:30	46966	47800		
00:45	45578	46650		
01:00	44869	45500		
01:15	45585	45750		
01:30	44749	46000		
01:45	44780	45600		
02:00	44234	45200		
02:15	44410	44500		
02:30	43451	43800		
02:45	42408	42900		
03:00	41725	42000		
03:15	40776	41500		
03:30	40478	41000		
03:45	39702	40550		
04:00	39438	40100		
04:15	39113	39850		
04:30	38803	39600		
04:45	38708	39400		
05:00	38530	39200		
05:15	39042	39450		
05:30	38829	39700		
05:45	38579	39300		
06:00	38363	38900		
06:15	38222	38850		
06:30	38213	38800		
06:45	38485	39250		
07:00	38895	39700		
07:15	39424	40300		
07:30	39979	40900		
07:45	40426	41500		
08:00	41090	42100		
08:15	42315	42950		
08:30	42797	43800		
08:45	43724	44650		
09:00	44599	45500		
09:15	45742	46250		
09:30	46367	47000		
09:45	46965	47500		
10:00	47029	48000		
10:15	47784	48250		
10:30	47856	48500		
10:45	48051	48650		
11:00	47906	48800		
11:15	47937	48900		
11:30	48327	49000		
11:45	48391	49150		
12:00	48662	49300		
12:15	49259	49700		
12:30	49365	50100		
12:45	50370	50750		
13:00	49638	51400		
13:15	49028	50300		
13:30	48154	49200		
13:45	47969	48800		
14:00	47240	48400		
14:15	47795	48300		
14:30	47314	48200		
14:45	46749	47750		
15:00	46391	47300		
15:15	45946	47000		
15:30	45459	46700		
15:45	44993	46350		
16:00	44973	46000		
16:15	44476	45750		
16:30	44581	45500		
16:45	44317	45350		
17:00	43779	45200		
17:15	43691	45000		
17:30	44037	44800		
17:45	43885	45050		
18:00	44191	45300		
18:15	44289	45400		
18:30	44677	45500		
18:45	44592	45700		
19:00	44807	45900		
19:15	45086	45650		
19:30	44769	45400		
19:45	44420	45100		
20:00	44014	44800		
20:15	43564	44450		
20:30	42806	44100		
20:45	42778	43800		
21:00	42687	43500		
21:15	42914	43350		
21:30	42691	43200		
21:45	43123	43700		
22:00	43503	44200		
22:15	44988	45100		
22:30	45631	46000		
22:45	47774	47000		
23:00	47153	48000		
23:15	46765	47300		
23:30	45998	46600		
23:45	45978	45900		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
