Journée du 27/06/2005
Heures	Consommation	PrévisionJ-1		
00:00	45801	45100		
00:15	44887	44050		
00:30	43454	43000		
00:45	42172	41900		
01:00	41423	40800		
01:15	41944	41500		
01:30	41509	42200		
01:45	41716	41950		
02:00	41162	41700		
02:15	41370	41150		
02:30	40500	40600		
02:45	39987	39950		
03:00	39110	39300		
03:15	38842	39000		
03:30	38412	38700		
03:45	38108	38450		
04:00	37988	38200		
04:15	38125	38300		
04:30	38114	38400		
04:45	38388	38650		
05:00	38929	38900		
05:15	39863	39450		
05:30	39990	40000		
05:45	40387	40600		
06:00	40823	41200		
06:15	42255	42150		
06:30	43115	43100		
06:45	44254	44300		
07:00	45689	45500		
07:15	47145	46950		
07:30	48391	48400		
07:45	49742	49700		
08:00	50951	51000		
08:15	51941	51800		
08:30	52668	52600		
08:45	53615	53150		
09:00	53950	53700		
09:15	54600	54200		
09:30	55255	54700		
09:45	55818	55050		
10:00	56139	55400		
10:15	56552	55650		
10:30	56721	55900		
10:45	57000	56150		
11:00	57270	56400		
11:15	57548	56550		
11:30	57827	56700		
11:45	57972	57000		
12:00	58325	57300		
12:15	58093	57000		
12:30	57955	56700		
12:45	59095	57350		
13:00	58336	58000		
13:15	58329	57550		
13:30	57942	57100		
13:45	58159	57450		
14:00	58110	57800		
14:15	58674	57650		
14:30	58434	57500		
14:45	57929	57050		
15:00	57679	56600		
15:15	57586	56500		
15:30	57387	56400		
15:45	57133	56200		
16:00	56911	56000		
16:15	56409	55700		
16:30	56248	55400		
16:45	56189	55150		
17:00	55957	54900		
17:15	55407	54400		
17:30	55120	53900		
17:45	55237	53850		
18:00	54958	53800		
18:15	54700	53800		
18:30	54706	53800		
18:45	54858	54150		
19:00	55166	54500		
19:15	54772	54050		
19:30	54205	53600		
19:45	53823	52950		
20:00	53541	52300		
20:15	52581	51900		
20:30	51927	51500		
20:45	51600	50950		
21:00	51096	50400		
21:15	50465	49850		
21:30	49949	49300		
21:45	49975	49500		
22:00	50352	49700		
22:15	51595	50350		
22:30	51821	51000		
22:45	54465	52450		
23:00	53741	53900		
23:15	53340	52950		
23:30	52314	52000		
23:45	52105	51250		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
