Journée du 07/12/2008
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	64674	64500	64800		
00:15	64473	63500	63950		
00:30	63095	62500	63100		
00:45	61590	61550	61900		
01:00	60706	60600	60700		
01:15	61479	61050	61100		
01:30	60951	61500	61500		
01:45	61394	61450	61350		
02:00	60503	61400	61200		
02:15	61238	60700	60550		
02:30	59999	60000	59900		
02:45	59377	59000	59000		
03:00	58257	58000	58100		
03:15	57710	57350	57350		
03:30	56601	56700	56600		
03:45	56132	56250	56100		
04:00	55629	55800	55600		
04:15	55229	55400	55250		
04:30	54946	55000	54900		
04:45	54803	54750	54750		
05:00	54681	54500	54600		
05:15	54920	54500	54800		
05:30	55052	54500	55000		
05:45	55172	54600	55100		
06:00	55196	54700	55200		
06:15	55417	54900	55350		
06:30	55535	55100	55500		
06:45	55496	55300	55750		
07:00	55995	55500	56000		
07:15	56411	55900	56400		
07:30	56916	56300	56800		
07:45	57294	56800	57350		
08:00	57907	57300	57900		
08:15	58143	57600	58150		
08:30	58360	57900	58400		
08:45	58832	58350	59100		
09:00	59762	58800	59800		
09:15	60220	59450	60500		
09:30	61421	60100	61200		
09:45	61650	60800	61800		
10:00	62364	61500	62400		
10:15	62490	61850	62700		
10:30	62950	62200	63000		
10:45	63158	62500	63200		
11:00	63488	62800	63400		
11:15	63767	63150	63600		
11:30	63815	63500	63800		
11:45	63670	63750	63900		
12:00	64014	64000	64000		
12:15	64816	64300	64400		
12:30	64829	64600	64800		
12:45	66227	65350	65550		
13:00	65214	66100	66300		
13:15	64172	64650	64750		
13:30	63121	63200	63200		
13:45	62251	62600	62250		
14:00	61253	62000	61300		
14:15	61280	61550	61100		
14:30	60499	61100	60900		
14:45	59441	60150	60000		
15:00	59280	59200	59100		
15:15	58896	58900	58900		
15:30	58417	58600	58700		
15:45	58068	58250	58400		
16:00	57847	57900	58100		
16:15	58101	58100	58300		
16:30	58390	58300	58500		
16:45	58783	59050	59200		
17:00	59902	59800	59900		
17:15	61546	61750	61850		
17:30	63335	63700	63800		
17:45	65069	65300	65400		
18:00	66662	66900	67000		
18:15	67749	67800	67900		
18:30	68416	68700	68800		
18:45	69156	69400	69450		
19:00	69960	70100	70100		
19:15	69979	70400	70400		
19:30	69906	70700	70700		
19:45	69967	70400	70400		
20:00	70088	70100	70100		
20:15	69624	69650	69650		
20:30	69158	69200	69200		
20:45	68676	68800	68800		
21:00	68330	68400	68400		
21:15	67398	67450	67450		
21:30	66374	66500	66500		
21:45	65899	65750	65750		
22:00	65467	65000	65000		
22:15	65887	65450	65450		
22:30	65944	65900	65900		
22:45	68247	66700	66700		
23:00	67308	67500	67500		
23:15	66702	66450	66550		
23:30	65856	65400	65600		
23:45	66739	65400	65500		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
