Journée du 25/09/2008
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	51862	52300	51900		
00:15	51379	51350	50950		
00:30	49977	50400	50000		
00:45	48653	49200	48700		
01:00	47729	48000	47400		
01:15	47972	48450	47750		
01:30	47455	48900	48100		
01:45	47882	48750	47950		
02:00	47166	48600	47800		
02:15	47730	48100	47200		
02:30	46593	47600	46600		
02:45	45944	46800	45900		
03:00	45157	46000	45200		
03:15	44861	45400	44700		
03:30	44227	44800	44200		
03:45	43560	44350	43700		
04:00	43274	43900	43200		
04:15	43496	43800	43100		
04:30	43030	43700	43000		
04:45	43288	43950	43250		
05:00	43477	44200	43500		
05:15	44051	44850	44100		
05:30	44774	45500	44700		
05:45	45740	46400	45800		
06:00	46882	47300	46900		
06:15	48468	48900	48450		
06:30	50034	50500	50000		
06:45	51863	52300	52100		
07:00	54080	54100	54200		
07:15	56019	55550	55600		
07:30	56715	57000	57000		
07:45	56941	57350	57250		
08:00	57492	57700	57500		
08:15	57844	58050	57750		
08:30	58028	58400	58000		
08:45	58384	58700	58300		
09:00	58616	59000	58600		
09:15	59305	59300	59050		
09:30	59533	59600	59500		
09:45	59541	59700	59600		
10:00	59702	59800	59700		
10:15	59717	59850	59750		
10:30	59507	59900	59800		
10:45	59623	59950	59850		
11:00	59500	60000	59900		
11:15	59683	60000	59900		
11:30	59619	60000	59900		
11:45	59517	60050	59950		
12:00	59868	60100	60000		
12:15	59421	59500	59400		
12:30	58999	58900	58800		
12:45	59623	59600	59500		
13:00	58863	60300	60200		
13:15	58700	59400	59300		
13:30	58154	58500	58400		
13:45	58036	58700	58550		
14:00	57767	58900	58700		
14:15	58358	58600	58400		
14:30	57605	58300	58100		
14:45	57433	57800	57600		
15:00	56856	57300	57100		
15:15	56310	56950	56750		
15:30	56258	56600	56400		
15:45	55534	56200	56000		
16:00	55438	55800	55600		
16:15	55607	55400	55200		
16:30	54891	55000	54800		
16:45	54473	54700	54500		
17:00	54391	54400	54200		
17:15	53834	54100	53900		
17:30	53849	53800	53600		
17:45	53972	54100	53900		
18:00	54362	54400	54200		
18:15	54658	54750	54600		
18:30	55230	55100	55000		
18:45	55871	56050	55950		
19:00	56604	57000	56900		
19:15	57323	57200	57100		
19:30	57410	57400	57300		
19:45	58031	58200	58150		
20:00	58776	59000	59000		
20:15	59041	59200	59200		
20:30	58160	59400	59400		
20:45	57652	58500	58450		
21:00	56392	57600	57500		
21:15	55294	56500	56400		
21:30	54081	55400	55300		
21:45	53383	54300	54150		
22:00	52347	53200	53000		
22:15	52604	53300	53100		
22:30	52400	53400	53200		
22:45	54621	54250	54000		
23:00	53587	55100	54800		
23:15	53381	54150	53850		
23:30	52533	53200	52900		
23:45	52691	52600	52450		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
