Journée du 18/12/2010
Données temps réel
Heures	Consommation	Prévision J-1	Prévision J	Fioul	Charbon	Gaz	Nucléaire	Eolien	Solaire	Hydraulique	Pompage	Autres	Ech. physiques	Taux de Co2	Ech. comm. Allemagne	Ech. comm. Angleterre	Ech. comm. Belgique	Ech. comm. Espagne	Ech. comm. Italie	Ech. comm. Suisse
00:00	81351	81800	81400	0	4374	3175	56712	1195	ND	8903	ND	5998	992	96	ND	ND	ND	ND	ND	ND	
00:15	80819	80800	80400	0	4508	3206	57039	1175	ND	8973	ND	6023	-106	98							
00:30	79441	79800	79400	0	4140	3245	56862	1161	ND	8107	ND	6019	-94	95							
00:45	77914	78650	78050	0	3774	3180	56525	1144	ND	7373	ND	6020	-105	92							
01:00	76842	77500	76700	0	3390	3179	56304	1131	ND	7131	ND	6020	-314	88	ND	ND	ND	ND	ND	ND	
01:15	77213	77900	76950	0	3449	3219	56550	1099	ND	7237	ND	6023	-366	89							
01:30	76895	78300	77200	0	3299	3229	56318	1054	ND	7022	ND	6018	-46	88							
01:45	76860	78300	77150	0	3402	3172	56392	1066	ND	7099	ND	6015	-289	88							
02:00	76362	78300	77100	0	3260	3171	56202	1040	ND	6764	ND	6017	-95	87	ND	ND	ND	ND	ND	ND	
02:15	76821	77600	76400	0	3606	3193	56705	1043	ND	6866	ND	6021	-614	91							
02:30	75718	76900	75700	0	3357	3188	56498	1014	ND	6126	ND	6009	-475	89							
02:45	74949	75900	74750	0	3466	3166	56426	989	ND	5466	ND	5965	-530	91							
03:00	73853	74900	73800	0	3255	3152	56036	964	ND	4992	ND	6014	-561	90	ND	ND	ND	ND	ND	ND	
03:15	73538	74100	73200	0	3535	3181	56459	949	ND	4511	ND	6019	-1117	93							
03:30	72645	73300	72600	0	3494	3116	56280	916	ND	3949	ND	6010	-1121	93							
03:45	71926	72750	72100	0	3459	3096	56205	894	ND	3512	ND	6015	-1257	93							
04:00	71575	72200	71600	0	3376	3131	55967	929	ND	3374	ND	6003	-1206	93	ND	ND	ND	ND	ND	ND	
04:15	71488	71900	71400	0	3503	3115	56164	882	ND	2874	ND	6005	-1058	95							
04:30	71207	71600	71200	0	3505	3010	56264	845	ND	2454	ND	6001	-874	95							
04:45	70980	71400	71000	0	3418	3049	56476	853	ND	2128	ND	6008	-953	94							
05:00	70979	71200	70800	0	3391	3087	56472	871	ND	1943	ND	5989	-776	94	ND	ND	ND	ND	ND	ND	
05:15	71351	71550	71200	0	3346	3029	56447	848	ND	2633	ND	6015	-968	93							
05:30	71599	71900	71600	0	3398	3047	56376	846	ND	2652	ND	6016	-738	94							
05:45	71744	72150	71850	0	3383	3067	56497	848	ND	2829	ND	6022	-904	93							
06:00	72149	72400	72100	0	3521	3108	56516	845	ND	2848	ND	6029	-719	95	ND	ND	ND	ND	ND	ND	
06:15	72839	72950	72650	0	3371	3089	56298	848	ND	3005	ND	6019	205	93							
06:30	73084	73500	73200	0	3470	3083	56494	828	ND	3047	ND	6045	113	94							
06:45	73757	74100	73800	0	3359	3093	56303	841	ND	3737	ND	6035	387	92							
07:00	74409	74700	74400	0	3413	3107	56300	825	ND	3966	ND	6034	761	92	ND	ND	ND	ND	ND	ND	
07:15	75124	75600	75100	0	3093	3235	56036	850	ND	4502	ND	6038	1367	89							
07:30	75812	76500	75800	0	3352	3252	56430	852	ND	4730	ND	6035	1159	91							
07:45	76622	77250	76600	0	3470	3283	56730	841	ND	5264	ND	6041	991	92							
08:00	77457	78000	77400	0	3557	3268	56813	861	ND	5843	ND	6035	1077	92	ND	ND	ND	ND	ND	ND	
08:15	77877	78550	77900	0	3421	3212	56759	894	ND	6518	ND	6042	1028	89							
08:30	78428	79100	78400	0	3604	3181	56982	883	ND	6951	ND	6044	780	90							
08:45	78922	79650	79000	0	3563	3265	56967	901	ND	7484	ND	6038	702	90							
09:00	79609	80200	79600	0	3582	3214	56833	963	ND	8386	ND	6026	603	89	ND	ND	ND	ND	ND	ND	
09:15	80258	80850	80300	0	3633	3226	56865	942	ND	9775	ND	6038	-221	88							
09:30	81006	81500	81000	0	3751	3269	56976	950	ND	10079	ND	6044	-63	89							
09:45	81398	81750	81150	0	3678	3186	56961	997	ND	10982	ND	6046	-453	87							
10:00	81314	82000	81300	0	3494	3180	57008	1045	ND	11220	ND	6061	-695	84	ND	ND	ND	ND	ND	ND	
10:15	81843	81950	81550	0	3700	3191	57068	1064	ND	11967	ND	6061	-1209	86							
10:30	81770	81900	81800	0	3548	3184	57010	1082	ND	11722	ND	6089	-867	85							
10:45	81792	81750	81600	0	3534	3158	57043	1089	ND	11559	ND	6049	-642	84							
11:00	81383	81600	81400	0	3491	3175	57041	1069	ND	11387	ND	6083	-865	84	ND	ND	ND	ND	ND	ND	
11:15	81730	81550	81550	0	3589	3183	56958	1094	ND	11170	ND	6130	-396	86							
11:30	81739	81500	81700	0	3573	3228	56978	1135	ND	11207	ND	6107	-492	86							
11:45	81532	81600	81800	0	3522	3239	56954	1163	ND	11084	ND	6141	-573	85							
12:00	81965	81700	81900	0	3523	3221	56875	1185	ND	11153	ND	6145	-139	85	ND	ND	ND	ND	ND	ND	
12:15	81957	81800	82100	0	3529	3248	56893	1243	ND	11157	ND	6138	-253	85							
12:30	82256	81900	82300	0	3519	3196	56912	1285	ND	11256	ND	6133	-48	85							
12:45	83110	82450	82800	0	3700	3279	56992	1315	ND	11859	ND	6127	-164	86							
13:00	82488	83000	83300	0	3428	3229	56976	1348	ND	11123	ND	6130	250	84	ND	ND	ND	ND	ND	ND	
13:15	81948	81800	82100	0	3643	3242	56984	1379	ND	10796	ND	6114	-212	87							
13:30	80859	80600	80900	0	3347	3253	56943	1389	ND	10216	ND	6116	-406	84							
