Journée du 26/12/2012
Données consolidées
Heures	Consommation	Prévision J-1	Prévision J	Fioul	Charbon	Gaz	Nucléaire	Eolien	Solaire	Hydraulique	Pompage	Autres	Ech. physiques	Taux de Co2	Ech. comm. Allemagne	Ech. comm. Angleterre	Ech. comm. Belgique	Ech. comm. Espagne	Ech. comm. Italie	Ech. comm. Suisse
00:00	55290	54000	54300	526	0	3099	43841	4113	0	8310	-145	695	-5148	33	1200	-1000	-2400	-1100	-863	-1074	
00:15		53150	53400																		
00:30	53548	52300	52500	525	0	3082	43792	4073	0	7449	-884	692	-5181	34							
00:45		51350	51650																		
01:00	51088	50400	50800	526	0	3045	42709	4068	0	7193	-2131	688	-5010	35	1200	-1000	-2209	-726	-863	-1017	
01:15		49950	50600																		
01:30	50914	49500	50400	524	0	3083	42817	4074	0	7020	-2605	686	-4685	36							
01:45		50100	50300																		
02:00	50477	50700	50200	525	0	3071	42310	4162	0	6883	-2606	687	-4554	36	1200	-1000	-2357	50	-863	-920	
02:15		50400	49750																		
02:30	50133	50100	49300	525	0	3097	41540	4248	0	6782	-2980	683	-3761	37							
02:45		49400	48400																		
03:00	48329	48700	47500	524	0	3116	40216	4071	0	6460	-2983	681	-3757	38	1200	-1000	-2470	-515	-863	-878	
03:15		48200	47000																		
03:30	47309	47700	46500	524	0	3117	40092	4090	0	6140	-3010	682	-4326	39							
03:45		47200	46250																		
04:00	46458	46700	46000	524	0	3094	39700	4122	0	6116	-3146	684	-4636	39	1148	-1000	-2521	-448	-863	-810	
04:15		46450	45800																		
04:30	46359	46200	45600	531	0	3083	39316	4099	0	6136	-2906	678	-4578	39							
04:45		46400	46000																		
05:00	46568	46600	46400	530	0	3102	39117	4122	0	6494	-2868	680	-4608	39	1100	-1000	-2560	-215	-863	-677	
05:15		47150	47000																		
05:30	47913	47700	47600	529	0	3087	39919	4279	0	6766	-2852	677	-4492	38							
05:45		48700	48050																		
06:00	48999	49700	48500	528	0	3070	40717	4436	0	6906	-2875	674	-4457	37	1200	-1000	-2582	-753	-863	-297	
06:15		50850	49600																		
06:30	51266	52000	50700	527	0	3073	42373	4489	0	7263	-2723	683	-4418	36							
06:45		52950	51600																		
07:00	52865	53900	52500	527	0	3101	43285	4623	0	7417	-2406	674	-4355	35	1200	-1000	-2515	-1100	-863	-225	
07:15		54600	53550																		
07:30	54985	55300	54600	526	0	3050	44484	4567	0	7463	-1545	673	-4234	33							
07:45		55950	55400																		
08:00	56671	56600	56200	525	0	3114	45800	4474	0	7911	-1158	670	-4665	33	1038	-1000	-2340	-1100	-863	-358	
08:15		57300	56650																		
08:30	57737	58000	57100	525	0	3102	46458	4375	1	8225	-900	667	-4715	32							
08:45		58500	57450																		
09:00	58369	59000	57800	526	0	3090	47118	4331	51	8327	-899	663	-4837	31	210	-1000	-2546	-1100	-863	7	
09:15		59700	58400																		
09:30	59533	60400	59000	525	0	3080	48232	4221	264	8487	-490	660	-5446	30							
09:45		61000	59200																		
10:00	60450	61600	59400	526	0	3087	48157	4225	594	8672	-7	658	-5462	30	-67	-1000	-2556	-1100	-863	-793	
10:15		61950	59650																		
10:30	61108	62300	59900	526	0	3100	48434	4263	936	9730	-5	648	-6522	29							
10:45		62500	60100																		
11:00	61348	62700	60300	526	0	3118	48249	4266	1272	9865	-5	647	-6591	29	-1013	-1000	-2609	-1100	-863	-986	
11:15		63000	60500																		
11:30	61974	63300	60700	526	0	3131	48676	4463	1457	10755	-5	641	-7669	28							
11:45		63600	61100																		
12:00	62662	63900	61500	526	0	3140	48630	4630	1600	11018	-2	646	-7527	28	-910	-1000	-2580	-1100	-863	-1402	
12:15		63800	61650																		
12:30	63120	63700	61800	527	0	3207	48774	4766	1683	11317	-2	652	-7804	28							
12:45		64350	62350																		
13:00	63466	65000	62900	528	0	3179	48834	4957	1723	11159	-7	656	-7563	28	1496	-1000	-2681	-1100	-863	-1342	
13:15		63900	61700																		
13:30	61999	62800	60500	526	0	3226	47782	5051	1592	8903	-170	645	-5558	30							
13:45		62550	60050																		
14:00	61203	62300	59600	524	0	3170	47682	5028	1530	8375	-407	660	-5359	30	1342	-1000	-2673	-1100	-863	-971	
14:15		61950	59450																		
14:30	60842	61600	59300	525	0	3234	48284	4963	1331	8247	-968	665	-5438	31							
14:45		60750	58650																		
15:00	59435	59900	58000	527	0	3246	48032	5035	1041	7529	-1293	662	-5343	31	1500	-1000	-2681	-1100	-863	-1193	
15:15		59450	57750																		
15:30	58524	59000	57500	526	0	3304	48075	5135	770	7092	-1502	661	-5536	32							
15:45		59000	57500																		
16:00	57975	59000	57500	527	0	3174	48023	5122	485	7076	-1523	664	-5572	32	-540	-1000	-2573	-1068	-863	-1308	
16:15		59500	57950																		
16:30	57956	60000	58400	524	0	3075	49131	5111	230	8020	-945	669	-7859	30							
16:45		60900	59300																		
17:00	59051	61800	60200	525	0	2969	49457	5188	47	8297	-480	677	-7628	29	-1378	-1000	-2689	-1100	-863	-1430	
17:15		62800	61150																		
17:30	61771	63800	62100	527	0	3093	49974	5188	4	10848	-8	673	-8528	28							
17:45		64900	63200																		
18:00	64406	66000	64300	526	0	3157	49827	5297	1	13196	-8	682	-8272	28	352	-1000	-2644	-1030	-863	-1410	
18:15		66450	64700																		
18:30	65257	66900	65100	529	0	3162	49577	5401	0	12403	-30	678	-6462	28							
18:45		67450	65650																		
19:00	66241	68000	66200	527	0	3132	49968	5483	0	13052	-48	686	-6559	28	-510	-1000	-2660	-1100	-863	-1411	
19:15		67400	65650																		
19:30	65674	66800	65100	526	0	3120	49859	5561	0	13556	-50	683	-7582	27							
19:45		66050	64400																		
20:00	64283	65300	63700	528	0	3108	49812	5606	0	11914	-51	684	-7317	28	45	-1000	-2619	-1034	-863	-1338	
20:15		64650	63100																		
20:30	62328	64000	62500	528	0	3082	48554	5634	0	10742	-39	691	-6864	29							
20:45		63350	61900																		
21:00	60803	62700	61300	529	0	3111	48192	5648	0	9547	-15	687	-6895	29	-467	-1000	-2674	-1100	-863	-1306	
21:15		61650	60300																		
21:30	58958	60600	59300	529	0	3054	47756	5655	0	9070	-205	682	-7583	30							
21:45		59900	58650																		
22:00	58016	59200	58000	528	0	3049	47394	5632	0	8228	-409	691	-7096	30	-319	-1000	-2674	-1100	-863	-1270	
22:15		59800	58650																		
22:30	58284	60400	59300	528	0	3106	47072	5470	0	8958	-342	684	-7192	30							
22:45		61200	60150																		
23:00	60676	62000	61000	527	0	3133	47544	5398	0	10409	-8	687	-7014	30	1210	-1000	-2563	-1100	-863	-1158	
23:15		60950	60100																		
23:30	59595	59900	59200	528	0	3154	46698	5409	0	8517	-10	685	-5388	31							
23:45		59300	58950																		
RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
