Journée du 02/09/2007
Heures	Consommation	PrévisionJ-1		
00:00	44794	44300		
00:15	44172	43350		
00:30	42983	42400		
00:45	41661	41300		
01:00	40940	40200		
01:15	41196	40650		
01:30	40773	41100		
01:45	41010	40950		
02:00	40265	40800		
02:15	40355	40000		
02:30	39423	39200		
02:45	38481	38300		
03:00	37626	37400		
03:15	37186	36850		
03:30	36721	36300		
03:45	36107	35750		
04:00	35547	35200		
04:15	35203	34950		
04:30	35102	34700		
04:45	34944	34600		
05:00	34651	34500		
05:15	34661	34300		
05:30	34841	34100		
05:45	34838	34250		
06:00	34975	34400		
06:15	35115	34550		
06:30	35223	34700		
06:45	35203	34500		
07:00	34688	34300		
07:15	34372	34100		
07:30	34512	33900		
07:45	34663	34450		
08:00	35517	35000		
08:15	36067	35600		
08:30	36637	36200		
08:45	37194	36900		
09:00	38110	37600		
09:15	39067	38400		
09:30	39779	39200		
09:45	40302	39800		
10:00	40861	40400		
10:15	41163	41100		
10:30	41518	41800		
10:45	42080	42050		
11:00	42228	42300		
11:15	42798	42750		
11:30	43102	43200		
11:45	43186	43500		
12:00	43761	43800		
12:15	44594	44400		
12:30	44980	45000		
12:45	46356	45600		
13:00	45489	46200		
13:15	44808	45050		
13:30	43896	43900		
13:45	43174	43200		
14:00	42538	42500		
14:15	42390	42200		
14:30	41987	41900		
14:45	41445	41250		
15:00	40904	40600		
15:15	40701	40150		
15:30	40367	39700		
15:45	39713	39350		
16:00	39333	39000		
16:15	39104	38700		
16:30	38802	38400		
16:45	38907	38200		
17:00	38815	38000		
17:15	38570	37950		
17:30	38711	37900		
17:45	38781	38200		
18:00	39448	38500		
18:15	39667	39000		
18:30	40267	39500		
18:45	40449	40100		
19:00	41280	40700		
19:15	41655	41050		
19:30	41886	41400		
19:45	42023	41700		
20:00	42524	42000		
20:15	43299	42650		
20:30	44051	43300		
20:45	45365	44450		
21:00	46212	45600		
21:15	46151	45250		
21:30	45697	44900		
21:45	45157	44200		
22:00	44519	43500		
22:15	44722	43950		
22:30	44945	44400		
22:45	46634	45150		
23:00	45727	45900		
23:15	45618	45000		
23:30	44832	44100		
23:45	44836	43800		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
