Journée du 16/12/2012
Données consolidées
Heures	Consommation	Prévision J-1	Prévision J	Fioul	Charbon	Gaz	Nucléaire	Eolien	Solaire	Hydraulique	Pompage	Autres	Ech. physiques	Taux de Co2	Ech. comm. Allemagne	Ech. comm. Angleterre	Ech. comm. Belgique	Ech. comm. Espagne	Ech. comm. Italie	Ech. comm. Suisse
00:00	64397	63200	63200	522	493	3421	54416	4716	0	8044	-1145	705	-6775	36	2170	-1000	-2548	-298	-2498	-2926	
00:15		62200	62200																		
00:30	62792	61200	61200	521	411	3423	54281	4704	0	7463	-1266	708	-7453	35							
00:45		59950	60100																		
01:00	60232	58700	59000	520	371	3421	53044	4707	0	6996	-1836	709	-7702	36	-279	-1000	-2554	760	-2183	-2871	
01:15		58950	59250																		
01:30	59709	59200	59500	520	374	3178	53987	4589	0	6699	-1834	712	-8517	35							
01:45		58950	59250																		
02:00	59060	58700	59000	520	360	3171	53580	4457	0	6645	-1832	707	-8550	35	-959	-1000	-2386	1100	-2267	-2542	
02:15		57950	57950																		
02:30	58338	57200	56900	520	352	3190	53142	4391	0	6592	-2392	710	-8168	35							
02:45		56200	55950																		
03:00	56266	55200	55000	520	312	3177	52039	4343	0	6533	-2771	705	-8591	36	-1747	-1000	-2448	1100	-2278	-2694	
03:15		54400	54350																		
03:30	54749	53600	53700	520	315	3192	51084	4360	0	6498	-2886	705	-9039	36							
03:45		52850	52850																		
04:00	53234	52100	52000	520	323	3158	49750	4291	0	6501	-2971	706	-9044	37	-1800	-1000	-2536	1100	-2277	-2902	
04:15		51700	51750																		
04:30	52676	51300	51500	521	336	3164	49806	4149	0	6469	-2965	709	-9512	37							
04:45		50850	51150																		
05:00	51977	50400	50800	520	326	3170	49241	4042	0	6407	-2961	708	-9476	38	-1791	-1000	-2545	1100	-2340	-2920	
05:15		50650	51200																		
05:30	52485	50900	51600	522	335	3176	50044	3902	0	6306	-2956	706	-9549	37							
05:45		50950	51700																		
06:00	52490	51000	51800	522	332	3168	50027	3881	0	6384	-2953	710	-9581	37	-1662	-1000	-2549	1100	-2296	-3017	
06:15		51250	52200																		
06:30	53453	51500	52600	523	361	3180	51073	3773	0	6390	-2892	708	-9662	37							
06:45		51800	52900																		
07:00	53732	52100	53200	523	338	3182	50830	3869	0	6601	-2754	711	-9567	37	-1627	-1000	-2549	1100	-2391	-2935	
07:15		52600	53550																		
07:30	54649	53100	53900	523	354	3162	51529	3879	0	6724	-2644	709	-9587	36							
07:45		53500	54450																		
08:00	55516	53900	55000	522	349	3175	52230	3878	0	6795	-2508	705	-9630	36	-1747	-1000	-2497	1100	-2498	-2753	
08:15		54150	55150																		
08:30	56326	54400	55300	522	372	3181	52839	3861	9	6776	-2335	702	-9600	36							
08:45		55000	56250																		
09:00	57272	55600	57200	523	382	3189	53588	3782	74	6852	-1992	708	-9835	35	-1625	-1000	-2540	1100	-2498	-3102	
09:15		56350	57700																		
09:30	58904	57100	58200	522	508	3191	54804	3689	268	6763	-1757	706	-9791	36							
09:45		57600	58850																		
10:00	60324	58100	59500	522	602	3189	54827	3580	542	7133	-1072	704	-9703	37	-213	-1000	-2554	1100	-2498	-3200	
10:15		58550	59850																		
10:30	61371	59000	60200	523	574	3183	54432	3632	859	7158	-1071	701	-8620	37							
10:45		59350	60500																		
11:00	61784	59700	60800	522	539	3176	54008	3702	1173	7409	-1073	704	-8376	36	72	-1000	-2595	1100	-2498	-3068	
11:15		59950	60800																		
11:30	62281	60200	60800	523	522	3168	54100	3552	1384	7663	-1074	710	-8269	36							
11:45		60400	61500																		
12:00	62710	60600	62200	524	515	3118	54141	3623	1494	7730	-1080	712	-8066	35	1208	-1000	-2595	1100	-2498	-3049	
12:15		61000	62250																		
12:30	63520	61400	62300	524	425	3139	54159	3601	1614	7933	-1236	714	-7352	34							
12:45		62100	62900																		
13:00	63878	62800	63500	524	380	3161	54464	3509	1608	7985	-1313	712	-7152	33	-247	-1000	-2596	1100	-2325	-3023	
13:15		61350	61800																		
13:30	62009	59900	60100	523	378	3168	54598	3561	1530	7328	-1393	710	-8393	34							
13:45		59100	59350																		
14:00	60402	58300	58600	524	368	3106	53934	3486	1396	7156	-1432	716	-8853	34	-1672	-1000	-2596	1100	-2498	-3160	
14:15		58050	58400																		
14:30	59574	57800	58200	523	406	3150	54701	3259	1185	7172	-1591	717	-9949	34							
14:45		56950	57350																		
15:00	57929	56100	56500	523	406	3122	54378	2933	950	7090	-2171	711	-10015	35	-1746	-1000	-2596	1100	-2498	-3200	
15:15		55900	56200																		
15:30	57177	55700	55900	523	409	3165	54442	2743	649	6895	-2169	712	-10191	36							
15:45		55350	55450																		
16:00	56660	55000	55000	523	402	3173	54261	2686	380	6975	-2165	708	-10283	36	-1800	-998	-2596	1100	-2498	-3200	
16:15		55100	55150																		
16:30	56785	55200	55300	524	403	3180	54258	2586	162	7025	-1831	707	-10227	36							
16:45		55800	55950																		
17:00	57996	56400	56600	523	408	3199	54628	2517	24	7394	-1292	709	-10113	35	-927	-1000	-2596	1100	-2498	-3200	
17:15		58000	58250																		
17:30	61155	59600	59900	521	504	3345	54815	2622	3	7844	-47	703	-9155	36							
17:45		60850	61150																		
18:00	63414	62100	62400	520	550	3509	55411	2728	0	9393	-52	693	-9338	36	-393	-1000	-2596	890	-2498	-3200	
18:15		62850	63200																		
18:30	65149	63600	64000	521	497	3447	56177	2808	0	10003	-51	693	-8946	35							
18:45		64300	64750																		
19:00	66575	65000	65500	522	551	3452	56295	2927	0	11072	-15	685	-8912	35	679	-1000	-2596	216	-2498	-3200	
19:15		64950	65450																		
19:30	66574	64900	65400	521	551	3440	56318	2979	0	10624	-16	692	-8537	35							
19:45		64650	65150																		
