Journée du 01/11/2001
Heures	Consommation	PrévisionJ-1		
00:00	47424	48000		
00:15	46963	47050		
00:30	45862	46100		
00:45	44386	45300		
01:00	43849	44500		
01:15	44376	44800		
01:30	43928	45100		
01:45	44177	44850		
02:00	43413	44600		
02:15	43560	44000		
02:30	42689	43400		
02:45	41919	42600		
03:00	41128	41800		
03:15	40600	41200		
03:30	39835	40600		
03:45	39143	40000		
04:00	38785	39400		
04:15	38292	38900		
04:30	37929	38400		
04:45	37376	37950		
05:00	37068	37500		
05:15	37251	37350		
05:30	37057	37200		
05:45	37144	37300		
06:00	37116	37400		
06:15	37264	37600		
06:30	37571	37800		
06:45	37741	38000		
07:00	38198	38200		
07:15	38215	38450		
07:30	38433	38700		
07:45	38395	39050		
08:00	39027	39400		
08:15	39565	40050		
08:30	40392	40700		
08:45	40775	41450		
09:00	41321	42200		
09:15	41844	42850		
09:30	42306	43500		
09:45	42487	43850		
10:00	42637	44200		
10:15	42805	44350		
10:30	43054	44500		
10:45	42731	44600		
11:00	42755	44700		
11:15	42825	44850		
11:30	42955	45000		
11:45	42977	45300		
12:00	42939	45600		
12:15	44167	46000		
12:30	43894	46400		
12:45	45200	46850		
13:00	44431	47300		
13:15	44060	46050		
13:30	43001	44800		
13:45	42508	44100		
14:00	41855	43400		
14:15	41557	42800		
14:30	40681	42200		
14:45	39922	41800		
15:00	39694	41400		
15:15	39282	40950		
15:30	38822	40500		
15:45	38388	40100		
16:00	38064	39700		
16:15	37762	39700		
16:30	37704	39700		
16:45	37601	39900		
17:00	37888	40100		
17:15	38196	40950		
17:30	39131	41800		
17:45	40691	43900		
18:00	43014	46000		
18:15	44889	47600		
18:30	46276	49200		
18:45	46769	49850		
19:00	47656	50500		
19:15	47916	50000		
19:30	47483	49500		
19:45	47251	49200		
20:00	47006	48900		
20:15	47305	48450		
20:30	46582	48000		
20:45	46395	47500		
21:00	45858	47000		
21:15	45412	46500		
21:30	44776	46000		
21:45	44195	45500		
22:00	43923	45000		
22:15	44972	45650		
22:30	45040	46300		
22:45	46639	47050		
23:00	45900	47800		
23:15	45856	47250		
23:30		46700		
23:45		45250		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
