Journée du 14/08/2001
Heures	Consommation	PrévisionJ-1		
00:00	41470	40799		
00:15	40580	39949		
00:30	39349	39099		
00:45	38139	38349		
01:00	37689	37599		
01:15	38110	37749		
01:30	37880	37900		
01:45	38130	37900		
02:00	37610	37900		
02:15	37409	37349		
02:30	36659	36799		
02:45	36119	35999		
03:00	35400	35200		
03:15	35009	34700		
03:30	34590	34200		
03:45	34060	33899		
04:00	33970	33599		
04:15	33680	33499		
04:30	33659	33400		
04:45	33639	33499		
05:00	33810	33599		
05:15	34209	34049		
05:30	34360	34500		
05:45	34930	34850		
06:00	35240	35200		
06:15	36040	35800		
06:30	36040	36400		
06:45	36279	36749		
07:00	36650	37099		
07:15	37779	37999		
07:30	38419	38900		
07:45	39130	39650		
08:00	39979	40400		
08:15	40939	41349		
08:30	41680	42299		
08:45	42360	43099		
09:00	43220	43900		
09:15	43959	44550		
09:30	44459	45200		
09:45	44860	45550		
10:00	45020	45900		
10:15	45349	46099		
10:30	45799	46299		
10:45	45900	46399		
11:00	45849	46500		
11:15	46139	46600		
11:30	46270	46700		
11:45	46400	46850		
12:00	46849	47000		
12:15	47090	46899		
12:30	47099	46799		
12:45	48110	47399		
13:00	47349	48000		
13:15	47250	47500		
13:30	46590	47000		
13:45	46560	47000		
14:00	46360	47000		
14:15	46509	46700		
14:30	46279	46400		
14:45	45790	45999		
15:00	45549	45599		
15:15	45290	45199		
15:30	44849	44799		
15:45	44650	44549		
16:00	44369	44299		
16:15	43840	44049		
16:30	43610	43799		
16:45	43310	43599		
17:00	43119	43400		
17:15	42849	43200		
17:30	42669	43000		
17:45	42450	43049		
18:00	42830	43099		
18:15	42520	43249		
18:30	42819	43400		
18:45	43139	43700		
19:00	43209	44000		
19:15	42970	43750		
19:30	42790	43500		
19:45	42360	43250		
20:00	42310	43000		
20:15	41860	42700		
20:30	41569	42400		
20:45	41569	42550		
21:00	41259	42700		
21:15	41880	43050		
21:30	42290	43400		
21:45	42490	43150		
22:00	42360	42900		
22:15	42790	43249		
22:30	43349	43599		
22:45	44389	44149		
23:00	43759	44700		
23:15	43409	44050		
23:30	42529	43400		
23:45	42560	42900		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
