Journée du 07/06/2008
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	49636	49600	49700		
00:15	48559	48500	48350		
00:30	47102	47400	47000		
00:45	45714	46250	45800		
01:00	44686	45100	44600		
01:15	45083	45350	44900		
01:30	44112	45600	45200		
01:45	44479	45250	44700		
02:00	43612	44900	44200		
02:15	43835	44200	43600		
02:30	42974	43500	43000		
02:45	42105	42700	42100		
03:00	41177	41900	41200		
03:15	40680	41250	40750		
03:30	40336	40600	40300		
03:45	39454	40050	39750		
04:00	39200	39500	39200		
04:15	38978	39200	38900		
04:30	38571	38900	38600		
04:45	38452	38750	38550		
05:00	38541	38600	38500		
05:15	38836	38750	38700		
05:30	38600	38900	38900		
05:45	38484	38600	38500		
06:00	38068	38300	38100		
06:15	38566	38550	38450		
06:30	38783	38800	38800		
06:45	39181	39250	39050		
07:00	39903	39700	39300		
07:15	40596	40500	40400		
07:30	41587	41300	41500		
07:45	41771	41950	42250		
08:00	42869	42600	43000		
08:15	43607	43500	43600		
08:30	44260	44400	44200		
08:45	45288	45200	45250		
09:00	46303	46000	46300		
09:15	46867	46650	46950		
09:30	47629	47300	47600		
09:45	48104	47700	47850		
10:00	48071	48100	48100		
10:15	48437	48300	48300		
10:30	48547	48500	48500		
10:45	49066	48700	48750		
11:00	48970	48900	49000		
11:15	48817	48950	49000		
11:30	49023	49000	49000		
11:45	49267	49300	49400		
12:00	49858	49600	49800		
12:15	50298	50050	50150		
12:30	50566	50500	50500		
12:45	51937	51150	51300		
13:00	51338	51800	52100		
13:15	50567	50700	50850		
13:30	49613	49600	49600		
13:45	49008	49100	49100		
14:00	48561	48600	48600		
14:15	48809	48500	48500		
14:30	48526	48400	48400		
14:45	47760	47800	47750		
15:00	47161	47200	47100		
15:15	47008	46800	46700		
15:30	46457	46400	46300		
15:45	46161	46100	46000		
16:00	45369	45800	45700		
16:15	45153	45350	45250		
16:30	44898	44900	44800		
16:45	44378	44650	44500		
17:00	44287	44400	44200		
17:15	44354	44300	44100		
17:30	44356	44200	44000		
17:45	44320	44500	44300		
18:00	44542	44800	44600		
18:15	44994	44950	44700		
18:30	45504	45100	44800		
18:45	45860	45550	45250		
19:00	46152	46000	45700		
19:15	46154	45800	45500		
19:30	46092	45600	45300		
19:45	45704	45300	45000		
20:00	45431	45000	44700		
20:15	45517	44550	44250		
20:30	44939	44100	43800		
20:45	44755	43750	43450		
21:00	44414	43400	43100		
21:15	44421	43450	43150		
21:30	44023	43500	43200		
21:45	44569	43950	43650		
22:00	44690	44400	44100		
22:15	45905	45350	45050		
22:30	46506	46300	46000		
22:45	48697	47400	47100		
23:00	48122	48500	48200		
23:15	48131	47900	47650		
23:30	47457	47300	47100		
23:45	47540	46850	46750		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
