Journée du 07/02/2006
Heures	Consommation	PrévisionJ-1		
00:00	68542	69400		
00:15	68439	68900		
00:30	67186	68400		
00:45	66305	67750		
01:00	65432	67100		
01:15	68052	68050		
01:30	67927	69000		
01:45	68503	69250		
02:00	67630	69500		
02:15	68793	69250		
02:30	67889	69000		
02:45	67043	68050		
03:00	66076	67100		
03:15	65537	66550		
03:30	64887	66000		
03:45	64260	65350		
04:00	63717	64700		
04:15	63659	64500		
04:30	63451	64300		
04:45	63392	64300		
05:00	63570	64300		
05:15	64704	64950		
05:30	65070	65600		
05:45	65827	66500		
06:00	67053	67400		
06:15	68502	68750		
06:30	69979	70100		
06:45	71296	71800		
07:00	73354	73500		
07:15	75177	75350		
07:30	76953	77200		
07:45	77629	78100		
08:00	78577	79000		
08:15	78540	79300		
08:30	78657	79600		
08:45	78756	79350		
09:00	78813	79100		
09:15	79149	79200		
09:30	79201	79300		
09:45	79378	79200		
10:00	79326	79100		
10:15	79372	79200		
10:30	79140	79300		
10:45	79057	79150		
11:00	79181	79000		
11:15	79560	79200		
11:30	79434	79400		
11:45	79511	79300		
12:00	79440	79200		
12:15	79028	78750		
12:30	78606	78300		
12:45	79593	78950		
13:00	78918	79600		
13:15	79011	78850		
13:30	78207	78100		
13:45	78337	77900		
14:00	78200	77700		
14:15	78347	77450		
14:30	77582	77200		
14:45	76557	76550		
15:00	76199	75900		
15:15	75752	75500		
15:30	75478	75100		
15:45	74937	74550		
16:00	74523	74000		
16:15	74313	73850		
16:30	74110	73700		
16:45	73974	73500		
17:00	74034	73300		
17:15	73544	73450		
17:30	74368	73600		
17:45	74990	74750		
18:00	75970	75900		
18:15	77149	77400		
18:30	78839	78900		
18:45	79701	79900		
19:00	80594	80900		
19:15	80362	80250		
19:30	79566	79600		
19:45	78058	78850		
20:00	77486	78100		
20:15	77016	77150		
20:30	75841	76200		
20:45	74896	75200		
21:00	73749	74200		
21:15	72537	73100		
21:30	71497	72000		
21:45	70675	71100		
22:00	69553	70200		
22:15	70281	70700		
22:30	70200	71200		
22:45	71910	71900		
23:00	70794	72600		
23:15	70385	72100		
23:30	69417	71600		
23:45	69850	70600		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
