Journée du 10/03/2004
Heures	Consommation	PrévisionJ-1		
00:00	66091	66400		
00:15	65969	66000		
00:30	65049	65600		
00:45	63724	64600		
01:00	63443	63600		
01:15	64271	64350		
01:30	63952	65100		
01:45	64529	65250		
02:00	64250	65400		
02:15	65153	65000		
02:30	64065	64600		
02:45	63455	63750		
03:00	62533	62900		
03:15	62148	62400		
03:30	61622	61900		
03:45	60921	61450		
04:00	60550	61000		
04:15	60462	60600		
04:30	60638	60200		
04:45	60450	60350		
05:00	60596	60500		
05:15	61915	61250		
05:30	62335	62000		
05:45	63130	62700		
06:00	64024	63400		
06:15	65361	64850		
06:30	66692	66300		
06:45	67263	67050		
07:00	67978	67800		
07:15	68590	68150		
07:30	68943	68500		
07:45	69378	69100		
08:00	70035	69700		
08:15	70853	70200		
08:30	71486	70700		
08:45	71797	71250		
09:00	72153	71800		
09:15	72447	72000		
09:30	72515	72200		
09:45	72633	72350		
10:00	72404	72500		
10:15	72133	72250		
10:30	72138	72000		
10:45	71840	71850		
11:00	71731	71700		
11:15	71630	71650		
11:30	71339	71600		
11:45	71237	71500		
12:00	71214	71400		
12:15	70968	70800		
12:30	70637	70200		
12:45	71685	70800		
13:00	71085	71400		
13:15	71098	70450		
13:30	70671	69500		
13:45	70774	69500		
14:00	70698	69500		
14:15	70717	69050		
14:30	69984	68600		
14:45	69211	68000		
15:00	68480	67400		
15:15	68127	67050		
15:30	67782	66700		
15:45	67259	66250		
16:00	67175	65800		
16:15	66820	65450		
16:30	66826	65100		
16:45	66292	64800		
17:00	66250	64500		
17:15	65896	64250		
17:30	66059	64000		
17:45	66185	64450		
18:00	66759	64900		
18:15	67736	65900		
18:30	68791	66900		
18:45	70722	69150		
19:00	72832	71400		
19:15	74356	72600		
19:30	74269	73800		
19:45	73835	73400		
20:00	73269	73000		
20:15	72185	71900		
20:30	71254	70800		
20:45	70593	69950		
21:00	69370	69100		
21:15	68547	67850		
21:30	67311	66600		
21:45	66479	65700		
22:00	65492	64800		
22:15	66715	65300		
22:30	66621	65800		
22:45	68288	66400		
23:00	67220	67000		
23:15	66739	66100		
23:30	66219	65200		
23:45	66383	65150		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
