Journée du 05/11/2000
Heures	Consommation	PrévisionJ-1		
00:00	47889	47900		
00:15	47849	47200		
00:30	46680	46500		
00:45	45740	45750		
01:00	44909	45000		
01:15	45709	45399		
01:30	45580	45799		
01:45	45650	45599		
02:00	45080	45400		
02:15	45270	44950		
02:30	44549	44500		
02:45	43709	43600		
03:00	42529	42700		
03:15	42020	41899		
03:30	41279	41099		
03:45	40840	40599		
04:00	40349	40099		
04:15	39840	39799		
04:30	39439	39500		
04:45	39209	39399		
05:00	39060	39299		
05:15	39419	39299		
05:30	39099	39299		
05:45	39090	39199		
06:00	39180	39099		
06:15	39340	39249		
06:30	39270	39400		
06:45	39470	39599		
07:00	39659	39799		
07:15	39860	39899		
07:30	39860	40000		
07:45	39750	40149		
08:00	40310	40299		
08:15	40849	40749		
08:30	41209	41200		
08:45	41889	41850		
09:00	42520	42500		
09:15	43419	43250		
09:30	43630	44000		
09:45	44099	44549		
10:00	44270	45099		
10:15	44970	45449		
10:30	45060	45799		
10:45	45279	46049		
11:00	45689	46299		
11:15	45939	46549		
11:30	45840	46799		
11:45	46009	46949		
12:00	46369	47099		
12:15	46830	47399		
12:30	46790	47700		
12:45	48340	48300		
13:00	47409	48900		
13:15	46639	47400		
13:30	45799	45900		
13:45	45330	45249		
14:00	44490	44599		
14:15	44159	44099		
14:30	43490	43599		
14:45	42860	43099		
15:00	42240	42599		
15:15	42229	42149		
15:30	41889	41700		
15:45	41450	41450		
16:00	41330	41200		
16:15	41229	41100		
16:30	41270	41000		
16:45	41419	41149		
17:00	42299	41299		
17:15	43189	41949		
17:30	44520	42599		
17:45	46310	44399		
18:00	48150	46200		
18:15	49299	47399		
18:30	50060	48599		
18:45	50779	49299		
19:00	51240	50000		
19:15	51279	49799		
19:30	51130	49599		
19:45	50479	49149		
20:00	50409	48700		
20:15	50360	48300		
20:30	49799	47900		
20:45	49380	47450		
21:00	48580	47000		
21:15	47880	46549		
21:30	47029	46099		
21:45	46560	45699		
22:00	45950	45299		
22:15	46860	45899		
22:30	46849	46500		
22:45	48590	47299		
23:00	47979	48099		
23:15	47419	47549		
23:30	46669	47000		
23:45	46759	46600		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
