Journée du 28/08/2009
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	49083	49000	49000		
00:15	48310	47700	47900		
00:30	46862	46400	46800		
00:45	45393	45350	45550		
01:00	44555	44300	44300		
01:15	44596	44550	44650		
01:30	44132	44800	45000		
01:45	44343	44600	44650		
02:00	43642	44400	44300		
02:15	44128	43700	43550		
02:30	42813	43000	42800		
02:45	42316	42150	42050		
03:00	41280	41300	41300		
03:15	41141	40900	40900		
03:30	40482	40500	40500		
03:45	40402	40200	40400		
04:00	40247	39900	40300		
04:15	40108	39750	40050		
04:30	39929	39600	39800		
04:45	40018	39850	39950		
05:00	40080	40100	40100		
05:15	40790	40600	40650		
05:30	41213	41100	41200		
05:45	41892	41750	41900		
06:00	42404	42400	42600		
06:15	43565	43300	43400		
06:30	44218	44200	44200		
06:45	44687	44600	44700		
07:00	45041	45000	45200		
07:15	45906	45800	45850		
07:30	46627	46600	46500		
07:45	47655	47550	47500		
08:00	48491	48500	48500		
08:15	49931	49450	49400		
08:30	50341	50400	50300		
08:45	51267	51100	51250		
09:00	52114	51800	52200		
09:15	52919	52450	52700		
09:30	53252	53100	53200		
09:45	53366	53550	53350		
10:00	53639	54000	53500		
10:15	53869	54200	53800		
10:30	54049	54400	54100		
10:45	54100	54650	54200		
11:00	54348	54900	54300		
11:15	54527	55200	54500		
11:30	54706	55500	54700		
11:45	54713	55750	55150		
12:00	55304	56000	55600		
12:15	55492	55850	55300		
12:30	55090	55700	55000		
12:45	56042	56300	55650		
13:00	55482	56900	56300		
13:15	54965	55850	55300		
13:30	54469	54800	54300		
13:45	54235	54850	54400		
14:00	54510	54900	54500		
14:15	54749	54850	54500		
14:30	54456	54800	54500		
14:45	53879	54300	54050		
15:00	53277	53800	53600		
15:15	53223	53450	53250		
15:30	52573	53100	52900		
15:45	52211	52700	52550		
16:00	51525	52300	52200		
16:15	51145	51950	51850		
16:30	51059	51600	51500		
16:45	50500	51350	51300		
17:00	49770	51100	51100		
17:15	50001	50850	50850		
17:30	50194	50600	50600		
17:45	50286	50800	50750		
18:00	50098	51000	50900		
18:15	50267	51200	51000		
18:30	50261	51400	51100		
18:45	50505	51650	51300		
19:00	50485	51900	51500		
19:15	49943	51350	51000		
19:30	49711	50800	50500		
19:45	49028	50300	50000		
20:00	48766	49800	49500		
20:15	48133	49500	49250		
20:30	48043	49200	49000		
20:45	48543	49750	49550		
21:00	49502	50300	50100		
21:15	49529	50300	50150		
21:30	49011	50300	50200		
21:45	48702	49800	49700		
22:00	47828	49300	49200		
22:15	48127	49550	49500		
22:30	48500	49800	49800		
22:45	50556	50650	50650		
23:00	49818	51500	51500		
23:15	49403	50500	50550		
23:30	48830	49500	49600		
23:45	48600	48950	49000		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
