Journée du 21/01/2009
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	71166	71500	71000		
00:15	70740	70800	70250		
00:30	69501	70100	69500		
00:45	68201	69050	68500		
01:00	67621	68000	67500		
01:15	68288	68450	68000		
01:30	67719	68900	68500		
01:45	68201	69000	68650		
02:00	67734	69100	68800		
02:15	68565	68550	68150		
02:30	67448	68000	67500		
02:45	66853	67100	66700		
03:00	65860	66200	65900		
03:15	65707	65450	65350		
03:30	64816	64700	64800		
03:45	64645	64350	64400		
04:00	64022	64000	64000		
04:15	64238	64000	64000		
04:30	64223	64000	64000		
04:45	64071	64500	64600		
05:00	64442	65000	65200		
05:15	65477	65700	65700		
05:30	66375	66400	66200		
05:45	67280	67700	67200		
06:00	68227	69000	68200		
06:15	69624	70150	69650		
06:30	71102	71300	71100		
06:45	72344	72700	72600		
07:00	74084	74100	74100		
07:15	75368	75450	75550		
07:30	77044	76800	77000		
07:45	78068	77600	77950		
08:00	78947	78400	78900		
08:15	79578	78600	79450		
08:30	79931	78800	80000		
08:45	80106	78800	80050		
09:00	80029	78800	80100		
09:15	80088	78850	80150		
09:30	80300	78900	80200		
09:45	80131	78750	80150		
10:00	80042	78600	80100		
10:15	79940	78550	79850		
10:30	79625	78500	79600		
10:45	79509	78400	79550		
11:00	79531	78300	79500		
11:15	79397	78500	79550		
11:30	79550	78700	79600		
11:45	79705	78600	79650		
12:00	79692	78500	79700		
12:15	78945	77800	79000		
12:30	78766	77100	78300		
12:45	79454	77700	78950		
13:00	78614	78300	79600		
13:15	78464	77500	78700		
13:30	77945	76700	77800		
13:45	77715	76500	77550		
14:00	77287	76300	77300		
14:15	77667	76050	76900		
14:30	76892	75800	76500		
14:45	76122	74850	75550		
15:00	75225	73900	74600		
15:15	75023	73450	74150		
15:30	74647	73000	73700		
15:45	74324	72450	73100		
16:00	73995	71900	72500		
16:15	73858	71900	72500		
16:30	74284	71900	72500		
16:45	73753	72100	72700		
17:00	73869	72300	72900		
17:15	74135	73150	73750		
17:30	75210	74000	74600		
17:45	76570	75700	76350		
18:00	78722	77400	78100		
18:15	80012	78600	79300		
18:30	80901	79800	80500		
18:45	81533	80700	81400		
19:00	82361	81600	82300		
19:15	81689	80800	81450		
19:30	80703	80000	80600		
19:45	79696	79050	79650		
20:00	78968	78100	78700		
20:15	78172	77200	77750		
20:30	76907	76300	76800		
20:45	75976	75400	75900		
21:00	74571	74500	75000		
21:15	73492	73300	73750		
21:30	72383	72100	72500		
21:45	71705	71300	71650		
22:00	70845	70500	70800		
22:15	71277	70950	71250		
22:30	71370	71400	71700		
22:45	73170	72300	72550		
23:00	72049	73200	73400		
23:15	71859	72200	72350		
23:30	70941	71200	71300		
23:45	71644	71100	71150		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
