Journée du 13/11/2012
Données consolidées
Heures	Consommation	Prévision J-1	Prévision J	Fioul	Charbon	Gaz	Nucléaire	Eolien	Solaire	Hydraulique	Pompage	Autres	Ech. physiques	Taux de Co2	Ech. comm. Allemagne	Ech. comm. Angleterre	Ech. comm. Belgique	Ech. comm. Espagne	Ech. comm. Italie	Ech. comm. Suisse
00:00	63017	63200	62200	531	3274	3136	49907	1161	0	6696	-327	705	-2066	79	3000	-1000	-588	-300	-1514	-1001	
00:15		62200	61300																		
00:30	61210	61200	60400	531	2997	3123	49254	1118	0	6561	-1195	709	-1888	77							
00:45		59950	59300																		
01:00	58501	58700	58200	532	2604	3097	48914	1086	0	6424	-2346	716	-2525	74	3000	-1000	-1416	-543	-1348	-882	
01:15		58800	58000																		
01:30	58036	58900	57800	528	2655	3027	48578	1058	0	6412	-2494	714	-2442	75							
01:45		58700	57600																		
02:00	57548	58500	57400	531	2747	3031	48221	972	0	6281	-2516	717	-2437	77	1957	-1000	-1421	32	-1571	-1474	
02:15		58050	57250																		
02:30	57136	57600	57100	529	2880	3051	48660	924	0	6648	-2337	720	-3939	78							
02:45		56600	55950																		
03:00	55462	55600	54800	528	2458	3068	48096	875	0	6079	-2383	726	-3985	73	615	-1000	-1633	191	-1820	-1763	
03:15		55050	54250																		
03:30	54347	54500	53700	538	2541	3042	48784	838	0	5924	-2272	723	-5770	74							
03:45		54050	53250																		
04:00	53479	53600	52800	533	2411	3036	48300	783	0	5829	-2267	723	-5869	72	263	-978	-1653	230	-1776	-2108	
04:15		53600	52800																		
04:30	53430	53600	52800	536	2457	3066	48573	774	0	5848	-2189	721	-6356	73							
04:45		53900	53350																		
05:00	53938	54200	53900	543	2411	3135	48486	723	0	6048	-1989	724	-6144	72	2110	-800	-1295	-67	-1715	-1446	
05:15		55200	54800																		
05:30	55933	56200	55700	546	2341	3228	48276	704	0	6023	-1947	721	-3960	72							
05:45		57350	57000																		
06:00	58115	58500	58300	543	2808	3642	48928	724	0	6110	-1900	719	-3459	80	2280	577	-1126	700	-2496	-1767	
06:15		60200	60400																		
06:30	62323	61900	62500	544	3346	3899	49784	705	0	6596	-894	717	-2374	85							
06:45		63800	64450																		
07:00	66006	65700	66400	542	3512	4460	50744	650	0	7827	-12	720	-2436	86	2346	650	-926	470	-2651	-971	
07:15		67200	67950																		
07:30	69721	68700	69500	545	3953	4807	50985	637	0	9637	-5	715	-1553	90							
07:45		69000	69650																		
08:00	70004	69300	69800	538	3933	4938	50832	597	10	10090	-5	710	-1637	90	2823	-373	55	500	-2651	-1299	
08:15		69500	69700																		
08:30	70181	69700	69600	543	3819	4866	50884	580	107	9895	-2	716	-1228	88							
08:45		69900	69650																		
09:00	70439	70100	69700	543	3950	4957	51035	547	324	9544	-2	704	-1163	90	2673	-598	-283	500	-2651	-1026	
09:15		70250	69850																		
09:30	70652	70400	70000	547	4052	4965	51058	538	671	9734	-3	705	-1616	91							
09:45		70350	69650																		
10:00	70510	70300	69300	547	3921	4918	50987	488	1041	9512	-3	707	-1608	89	2949	-633	-224	500	-2651	-1251	
10:15		70050	69150																		
10:30	70081	69800	69000	543	3898	4975	50935	433	1390	8942	-3	705	-1737	89							
10:45		69650	68700																		
11:00	69807	69500	68400	546	3913	4840	50854	370	1676	8657	-3	701	-1747	89	3000	-736	-549	500	-2633	-1072	
11:15		69500	68350																		
11:30	69562	69500	68300	555	3946	4849	50619	328	1913	8493	-4	691	-1829	90							
11:45		69550	68400																		
12:00	69735	69600	68500	551	3903	4909	50728	305	2084	8284	-4	693	-1717	89	2850	-763	-822	438	-1761	-1102	
12:15		68900	68100																		
12:30	68781	68200	67700	546	3776	4782	50534	311	2213	7645	-4	704	-1726	88							
12:45		68700	68100																		
13:00	69012	69200	68500	549	3769	4687	50616	321	2221	7553	-4	704	-1406	88	2439	-736	-1086	451	-1893	-1502	
13:15		68150	67400																		
