Journée du 30/05/2010
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	45777	45700	45800		
00:15	45155	44700	44750		
00:30	43702	43700	43700		
00:45	42149	42500	42550		
01:00	41466	41300	41400		
01:15	41548	41600	41650		
01:30	40920	41900	41900		
01:45	40868	41600	41450		
02:00	40092	41300	41000		
02:15	40326	40450	40100		
02:30	39288	39600	39200		
02:45	38377	38600	38300		
03:00	37428	37600	37400		
03:15	36930	36950	36850		
03:30	36228	36300	36300		
03:45	35781	35800	35800		
04:00	35324	35300	35300		
04:15	35056	35000	35050		
04:30	34803	34700	34800		
04:45	34534	34450	34650		
05:00	34477	34200	34500		
05:15	34459	34050	34450		
05:30	34440	33900	34400		
05:45	34053	33500	34100		
06:00	33765	33100	33800		
06:15	33506	32800	33550		
06:30	33536	32500	33300		
06:45	33335	32800	33400		
07:00	33486	33100	33500		
07:15	33883	33450	33850		
07:30	34221	33800	34200		
07:45	34836	34350	34850		
08:00	35527	34900	35500		
08:15	36077	35600	36250		
08:30	36836	36300	37000		
08:45	37408	36950	37750		
09:00	38336	37600	38500		
09:15	39388	38300	39350		
09:30	40094	39000	40200		
09:45	40549	39600	40750		
10:00	41315	40200	41300		
10:15	41769	40550	41850		
10:30	42396	40900	42400		
10:45	42798	41350	42900		
11:00	43149	41800	43400		
11:15	43486	42000	43600		
11:30	43833	42200	43800		
11:45	44110	42650	44200		
12:00	44525	43100	44600		
12:15	45279	43650	45050		
12:30	45489	44200	45500		
12:45	46387	44900	46050		
13:00	45559	45600	46600		
13:15	45065	44250	45250		
13:30	43949	42900	43900		
13:45	42979	42350	43150		
14:00	42406	41800	42400		
14:15	42290	41450	42150		
14:30	41492	41100	41900		
14:45	40968	40500	41250		
15:00	40235	39900	40600		
15:15	40035	39650	40300		
15:30	39844	39400	40000		
15:45	39331	39100	39600		
16:00	39071	38800	39200		
16:15	38942	38500	38850		
16:30	38543	38200	38500		
16:45	38453	37900	38150		
17:00	38148	37600	37800		
17:15	38001	37750	37950		
17:30	38342	37900	38100		
17:45	38387	38250	38500		
18:00	38958	38600	38900		
18:15	39359	39150	39450		
18:30	39782	39700	40000		
18:45	40578	40300	40600		
19:00	41204	40900	41200		
19:15	41453	41300	41650		
19:30	41679	41700	42100		
19:45	42155	41900	42300		
20:00	42509	42100	42500		
20:15	42413	42200	42600		
20:30	42445	42300	42700		
20:45	42627	42300	42650		
21:00	42602	42300	42600		
21:15	42643	42450	42750		
21:30	42808	42600	42900		
21:45	43320	42950	43250		
22:00	43787	43300	43600		
22:15	44452	44100	44350		
22:30	45139	44900	45100		
22:45	47540	45950	46150		
23:00	46810	47000	47200		
23:15	46332	46250	46450		
23:30	45627	45500	45700		
23:45	46046	45150	45250		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
