Journée du 12/12/2012
Données consolidées
Heures	Consommation	Prévision J-1	Prévision J	Fioul	Charbon	Gaz	Nucléaire	Eolien	Solaire	Hydraulique	Pompage	Autres	Ech. physiques	Taux de Co2	Ech. comm. Allemagne	Ech. comm. Angleterre	Ech. comm. Belgique	Ech. comm. Espagne	Ech. comm. Italie	Ech. comm. Suisse
00:00	78485	76800	76800	514	4577	6115	57796	814	0	8612	-4	710	-649	94	2800	695	-675	-550	-925	-1326	
00:15		75850	76300																		
00:30	76804	74900	75800	514	4370	6060	57756	768	0	6938	-432	704	127	94							
00:45		74350	75500																		
01:00	74327	73800	75200	517	4425	6093	57333	729	0	6378	-1661	705	-193	98	2800	710	-186	-763	-902	-1629	
01:15		73650	75100																		
01:30	74588	73500	75000	515	4726	6169	57489	676	0	6178	-1704	708	-169	102							
01:45		73500	74900																		
02:00	74479	73500	74800	520	4768	6169	57523	654	0	5947	-1701	705	-106	103	2800	685	-54	235	-1013	-2082	
02:15		72850	74350																		
02:30	74221	72200	73900	516	4561	5616	57482	678	0	5828	-1707	707	540	98							
02:45		71550	72950																		
03:00	72632	70900	72000	520	4117	5501	57305	713	0	5598	-2126	704	301	94	2722	685	-207	-108	-1301	-2086	
03:15		70300	71350																		
03:30	71488	69700	70700	519	3911	5317	57402	723	0	5473	-1969	707	-595	91							
03:45		69450	70500																		
04:00	70697	69200	70300	519	3753	5267	57119	737	0	5150	-1963	708	-592	89	2699	685	-255	-189	-1422	-2037	
04:15		69200	70250																		
04:30	70723	69200	70200	517	3773	5252	57106	741	0	5335	-1959	709	-750	89							
04:45		69450	70600																		
05:00	71193	69700	71000	516	3808	5501	56913	745	0	5452	-1775	705	-672	90	2668	735	-220	150	-953	-2097	
05:15		70650	72150																		
05:30	73515	71600	73300	519	4100	5892	57296	766	0	5751	-1632	697	127	94							
05:45		72800	75000																		
06:00	75567	74000	76700	513	4508	5920	57728	783	0	6177	-1180	695	423	97	2800	1000	-350	867	-849	-1131	
06:15		76150	78100																		
06:30	79337	78300	79500	515	4840	6254	57952	774	0	6940	-826	696	2193	100							
06:45		79450	81000																		
07:00	82226	80600	82500	515	4819	6569	58104	794	0	8752	-51	694	2032	98	1095	999	-390	985	-488	-317	
07:15		81950	83450																		
07:30	84619	83300	84400	646	5080	7051	58183	848	0	10460	-54	694	1711	101							
07:45		84200	85300																		
08:00	86336	85100	86200	920	5076	7141	58196	865	0	11726	-2	695	1719	102	687	1000	-93	1000	-816	-816	
08:15		85350	86450																		
08:30	87147	85600	86700	1189	5269	7207	58214	905	9	12981	-2	688	687	104							
08:45		85800	86800																		
09:00	87447	86000	86900	1191	5297	7228	58179	934	146	13095	-3	686	694	105	-161	1000	-342	1000	-541	-704	
09:15		85900	86850																		
09:30	87587	85800	86800	1216	5335	7104	58180	920	456	14162	-3	691	-477	103							
09:45		85700	86550																		
10:00	87621	85600	86300	1182	5376	7077	58190	861	856	13739	-3	683	-341	103	-517	1000	-991	1000	-100	-123	
10:15		85400	86100																		
10:30	87191	85200	85900	1187	4763	7075	58176	815	1261	13576	-3	687	-345	97							
10:45		84950	85650																		
11:00	86750	84700	85400	1183	4739	7019	58006	746	1607	12834	-3	691	-71	97	380	996	-1258	1000	181	441	
11:15		84650	85150																		
11:30	86720	84600	84900	1079	4754	6680	57805	712	1996	11911	-3	684	1102	96							
11:45		84500	84850																		
12:00	86567	84400	84800	518	4815	6684	57706	698	2235	11994	-3	689	1231	92	146	975	-1381	907	617	785	
12:15		83650	84350																		
12:30	85667	82900	83900	512	5047	6644	57696	710	2334	10791	-3	687	1249	96							
12:45		83450	84350																		
13:00	85409	84000	84800	515	5056	6636	57724	756	2341	10623	-3	689	1070	96	-613	1000	-1544	974	321	222	
13:15		82800	83300																		
13:30	83964	81600	81800	513	4922	6698	57696	806	2258	10923	-2	684	-534	94							
13:45		81350	81600																		
14:00	83150	81100	81400	513	4793	6633	57704	867	2029	10495	-2	691	-573	93	-292	1000	-1574	995	-244	-315	
14:15		80800	81300																		
14:30	82702	80500	81200	513	4924	6714	57704	919	1759	10615	-2	700	-1146	95							
14:45		79800	80350																		
15:00	80778	79100	79500	514	4735	6657	57697	955	1395	9795	-3	693	-1659	94	-757	996	-1719	1000	-774	-697	
15:15		78600	79200																		
15:30	80009	78100	78900	522	5008	6630	58044	975	1003	9826	-3	668	-2664	97							
15:45		77950	78850																		
16:00	79777	77800	78800	515	5030	6580	58084	1038	592	9908	-3	677	-2643	97	-1137	1000	-1940	1000	-918	-1082	
16:15		78250	79150																		
16:30	80209	78700	79500	522	5175	6896	58119	1103	221	11127	-3	685	-3636	99							
16:45		79650	80400																		
17:00	81773	80600	81300	631	5232	7105	58133	1213	39	12242	-3	689	-3509	100	964	423	-1153	1000	-1421	-61	
17:15		82250	82850																		
17:30	85231	83900	84400	793	5217	7239	58130	1349	4	12003	-3	691	-192	101							
17:45		85300	85700																		
18:00	87734	86700	87000	842	5281	7250	58119	1526	0	13830	-2	697	192	100	2116	-294	-919	1000	-624	1083	
18:15		87400	87650																		
18:30	89111	88100	88300	845	5126	7194	58120	1726	0	13186	-2	702	2214	99							
18:45		89050	89150																		
19:00	90668	90000	90000	843	5232	7203	58099	1914	0	14238	-2	704	2437	99	788	203	-145	1000	-560	295	
19:15		89100	89150																		
19:30	89489	88200	88300	858	5270	6913	57926	2060	0	14277	-2	702	1486	98							
19:45		87250	87350																		
20:00	87463	86300	86400	853	5054	6861	57848	2180	0	12533	-2	700	1435	98	1142	481	-742	985	-760	-783	
20:15		84950	85100																		
20:30	84908	83600	83800	513	4931	6732	57874	2308	0	11699	-2	702	151	94							
20:45		82500	82700																		
21:00	82717	81400	81600	515	4591	6712	57890	2331	0	9863	-2	711	107	93	2720	366	-205	-596	-1290	-1562	
21:15		80450	80700																		
21:30	80529	79500	79800	517	4434	6671	57859	2286	0	8963	-4	707	-904	92							
21:45		78800	79100																		
22:00	78659	78100	78400	518	4178	6549	57747	2282	0	7474	-184	708	-612	91	2832	406	-255	-304	-1363	-1648	
22:15		78350	78700																		
22:30	78976	78600	79000	517	4325	6599	57584	2354	0	7668	-183	709	-597	93							
22:45		79850	80250																		
23:00	81085	81100	81500	517	4402	6653	57608	2327	0	9278	-3	709	-407	92	2881	366	-372	881	-1096	-1883	
23:15		80000	80200																		
23:30	79614	78900	78900	521	4156	6453	57300	2329	0	7513	-4	697	649	91							
23:45		78550	78550																		
RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
