Journée du 09/08/2010
Heures	Fioul + pointe	Charbon	Gaz	Nucléaire	Eolien	Hydraulique	Autres	Solde	Co2	Consommation	PrévisionJ-1	PrévisionJ		
00:00	0	0	412	42974	360	5522	1423	-8364	711	42322	42000	42300		
00:15	0	0	391	43741	363	5017	1414	-9283	700	41637	41000	41100		
00:30	0	0	391	43214	381	4080	1419	-9359	702	40121	40000	39900		
00:45	0	0	371	42653	400	3058	1416	-9267	694	38626	38950	38900		
01:00	0	0	350	42800	407	2600	1416	-9614	686	37954	37900	37900		
01:15	0	0	384	42864	404	2379	1411	-9265	696	38173	38000	38150		
01:30	0	0	371	42314	413	2319	1410	-9272	691	37549	38100	38400		
01:45	0	0	342	42813	405	1867	1409	-9166	661	37645	37900	38100		
02:00	0	0	351	42588	393	1900	1408	-9481	665	37135	37700	37800		
02:15	0	0	374	42995	386	1839	1415	-9529	674	37454	37150	37100		
02:30	0	0	359	42329	373	1693	1414	-9717	668	36425	36600	36400		
02:45	0	0	333	41787	361	1368	1416	-9585	657	35651	35850	35600		
03:00	0	0	363	41276	347	1281	1416	-9815	668	34839	35100	34800		
03:15	0	0	361	41241	330	724	1419	-9365	671	34683	34600	34400		
03:30	0	0	367	40897	326	702	1416	-9509	669	34169	34100	34000		
03:45	0	0	314	40526	317	656	1415	-9407	649	33792	33800	33750		
04:00	0	0	366	40447	301	640	1407	-9527	664	33603	33500	33500		
04:15	0	0	347	40684	293	501	1416	-9558	661	33653	33500	33500		
04:30	0	0	333	40600	289	558	1414	-9577	655	33586	33500	33500		
04:45	0	0	326	40685	288	602	1410	-9647	655	33638	33750	33750		
05:00	0	0	356	40715	280	825	1419	-9580	690	34010	34000	34000		
05:15	0	80	345	40845	281	1516	1399	-9997	760	34471	34500	34450		
05:30	0	167	343	40881	275	1683	1393	-9916	841	34828	35000	34900		
05:45	0	172	349	40730	272	2183	1405	-9793	852	35319	35550	35400		
06:00	0	217	360	41316	263	2039	1413	-9713	903	35895	36100	35900		
06:15	0	231	364	42126	256	2139	1407	-9866	915	36658	36500	36300		
06:30	0	248	340	42135	252	2111	1403	-9802	922	36689	36900	36700		
06:45	0	303	365	42188	252	2480	1401	-10186	982	36803	37200	37000		
07:00	0	375	406	41938	246	2549	1408	-9539	1069	37385	37500	37300		
07:15	0	382	479	42388	248	2678	1425	-9285	1109	38315	38400	38250		
07:30	0	387	475	43009	235	2990	1421	-9374	1111	39143	39300	39200		
07:45	0	392	487	43408	236	3754	1419	-9864	1119	39833	40150	40050		
08:00	0	381	536	43640	239	3998	1422	-9324	1127	40893	41000	40900		
08:15	0	394	547	43555	231	4177	1458	-8555	1158	41808	41900	41650		
08:30	0	393	633	43581	214	4812	1466	-8610	1191	42490	42800	42400		
08:45	0	392	625	43920	204	5263	1472	-8553	1190	43323	43500	43250		
09:00	0	378	616	44237	188	5550	1469	-8303	1172	44135	44200	44100		
09:15	0	419	591	44054	182	5777	1496	-7574	1213	44945	44900	44800		
09:30	0	427	622	44466	173	6044	1526	-7797	1244	45462	45600	45500		
09:45	0	424	604	44429	171	6730	1524	-7957	1234	45926	46050	45900		
10:00	0	418	581	44243	170	6928	1533	-7531	1223	46343	46500	46300		
10:15	0	418	609	44154	168	7301	1592	-7500	1257	46742	46800	46700		
10:30	0	425	707	44211	170	7329	1596	-7402	1301	47036	47100	47100		
10:45	0	427	724	44290	165	7705	1598	-7441	1310	47470	47400	47400		
11:00	0	421	693	44164	165	7814	1597	-7173	1292	47681	47700	47700		
11:15	0	426	1024	44147	170	7860	1635	-7317	1431	47947	48000	47950		
11:30	0	425	1025	44235	165	8006	1643	-7372	1434	48128	48300	48200		
11:45	0	426	1034	44250	165	8398	1650	-7235	1441	48689	48700	48650		
12:00	0	417	1019	44145	169	8615	1642	-6973	1424	49035	49100	49100		
12:15	0	420	1028	44030	178	8670	1672	-6559	1442	49440	49350	49300		
12:30	0	438	1060	44049	181	8831	1663	-6686	1467	49536	49600	49500		
12:45	0	521	1030	44313	190	9446	1667	-6627	1538	50541	50150	50050		
13:00	0	603	1052	44035	198	8910	1661	-6725	1622	49734	50700	50600		
13:15	0	671	1094	44129	209	8652	1680	-7050	1710	49386	49800	49700		
13:30	0	662	1157	44002	209	8279	1682	-7173	1725	48820	48900	48800		
13:45	0	675	1126	44052	215	8033	1689	-7025	1729	48767	48850	48750		
14:00	0	669	1161	43908	231	7900	1680	-6911	1732	48639	48800	48700		
14:15	0	618	1147	44139	241	8207	1653	-6980	1667	49025	48900	48750		
14:30	0	524	1244	43981	262	7754	1661	-6857	1615	48570	49000	48800		
14:45	0	482	1261	44020	280	7510	1644	-6975	1574	48224	48350	48200		
15:00	0	455	1444	43811	295	7087	1644	-6948	1614	47788	47700	47600		
15:15	0	445	1483	43880	317	6829	1622	-7245	1609	47331	47350	47250		
15:30	0	362	1456	43751	332	6640	1655	-7112	1534	47086	47000	46900		
15:45	0	366	1431	43845	352	6320	1620	-7201	1514	46734	46650	46600		
16:00	0	366	1447	43711	372	6067	1627	-7271	1523	46320	46300	46300		
16:15	0	366	1474	43757	385	6195	1588	-7703	1517	46061	46000	46000		
16:30	0	363	1419	43654	401	6086	1605	-7624	1501	45905	45700	45700		
16:45	0	364	1458	43744	417	5899	1602	-7787	1515	45699	45400	45450		
17:00	0	366	1478	43607	413	5737	1602	-7674	1524	45530	45100	45200		
17:15	0	367	1508	43714	413	5309	1560	-7680	1519	45192	44900	45000		
17:30	0	368	1471	43797	438	5332	1561	-7744	1507	45223	44700	44800		
17:45	0	368	1470	43651	461	5419	1544	-7713	1500	45201	44800	44900		
18:00	0	367	1472	43773	457	5406	1553	-7735	1503	45294	44900	45000		
18:15	0	366	1517	43532	458	5628	1497	-7643	1496	45357	45150	45200		
18:30	0	367	1511	43760	472	5906	1497	-7795	1495	45719	45400	45400		
18:45	0	367	1508	43878	472	6038	1494	-7738	1492	46020	45750	45750		
19:00	0	374	1498	43971	488	6176	1492	-7636	1495	46363	46100	46100		
19:15	0	374	1468	43794	491	5813	1445	-7260	1465	46126	45950	45950		
19:30	0	371	1505	43814	512	5565	1440	-7291	1474	45916	45800	45800		
19:45	0	366	1422	43807	509	5418	1435	-7308	1437	45650	45550	45600		
20:00	0	369	1379	43707	544	5150	1436	-7206	1425	45381	45300	45400		
20:15	0	368	1197	44063	544	5178	1411	-8022	1348	44740	44800	44900		
20:30	0	373	1227	44024	547	4542	1410	-8046	1363	44078	44300	44400		
