Journée du 16/04/2004
Heures	Consommation	PrévisionJ-1		
00:00	55182	55800		
00:15	54628	54900		
00:30	53519	54000		
00:45	52564	53200		
01:00	51779	52400		
01:15	52676	52750		
01:30	52293	53100		
01:45	52701	53050		
02:00	52155	53000		
02:15	52670	52550		
02:30	51929	52100		
02:45	51374	51250		
03:00	50493	50400		
03:15	49855	49850		
03:30	49273	49300		
03:45	48974	48900		
04:00	48582	48500		
04:15	48558	48300		
04:30	48579	48100		
04:45	48486	48250		
05:00	48586	48400		
05:15	49331	49150		
05:30	50115	49900		
05:45	50764	50700		
06:00	51473	51500		
06:15	53081	52600		
06:30	53904	53700		
06:45	54808	54950		
07:00	55804	56200		
07:15	56897	57350		
07:30	58091	58500		
07:45	58453	59500		
08:00	59444	60500		
08:15	60215	61100		
08:30	60732	61700		
08:45	61451	62150		
09:00	61834	62600		
09:15	61973	62900		
09:30	62077	63200		
09:45	62486	63050		
10:00	62239	62900		
10:15	62045	62700		
10:30	61897	62500		
10:45	61772	62250		
11:00	61727	62000		
11:15	61711	61900		
11:30	61616	61800		
11:45	61710	61550		
12:00	61301	61300		
12:15	61167	60750		
12:30	60803	60200		
12:45	61910	60850		
13:00	61181	61500		
13:15	61026	60850		
13:30	60573	60200		
13:45	60493	60000		
14:00	60114	59800		
14:15	60199	59300		
14:30	59390	58800		
14:45	58428	58100		
15:00	57955	57400		
15:15	57324	56900		
15:30	56875	56400		
15:45	56364	55850		
16:00	55764	55300		
16:15	55286	54750		
16:30	55038	54200		
16:45	54594	53900		
17:00	54485	53600		
17:15	53721	53400		
17:30	53762	53200		
17:45	53678	53400		
18:00	53944	53600		
18:15	54469	53900		
18:30	54705	54200		
18:45	55113	54750		
19:00	55811	55300		
19:15	55354	55100		
19:30	55213	54900		
19:45	54755	54750		
20:00	54799	54600		
20:15	54883	54800		
20:30	54808	55000		
20:45	55298	55650		
21:00	55865	56300		
21:15	56039	55800		
21:30	55345	55300		
21:45	54914	54800		
22:00	54161	54300		
22:15	54819	54800		
22:30	54339	55300		
22:45	56266	55800		
23:00	55581	56300		
23:15	55451	55700		
23:30	54449	55100		
23:45	54610	54050		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
