Journée du 19/12/2009
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	79418	78500	79200		
00:15	78606	77700	78250		
00:30	77315	76900	77300		
00:45	76089	75900	76100		
01:00	74946	74900	74900		
01:15	76809	75750	75900		
01:30	76311	76600	76900		
01:45	77172	76700	77000		
02:00	76232	76800	77100		
02:15	76864	76050	76450		
02:30	75895	75300	75800		
02:45	74693	74350	74800		
03:00	73740	73400	73800		
03:15	73480	72650	73000		
03:30	72322	71900	72200		
03:45	71706	71250	71700		
04:00	71599	70600	71200		
04:15	71084	70200	70900		
04:30	70581	69800	70600		
04:45	70598	69650	70500		
05:00	70391	69500	70400		
05:15	70937	69850	70700		
05:30	70946	70200	71000		
05:45	71321	70550	71200		
06:00	71365	70900	71400		
06:15	72021	71400	71950		
06:30	72396	71900	72500		
06:45	73028	72550	72950		
07:00	73542	73200	73400		
07:15	74532	74200	74350		
07:30	75205	75200	75300		
07:45	75926	76150	76100		
08:00	76782	77100	76900		
08:15	77503	77600	77500		
08:30	78081	78100	78100		
08:45	78741	78600	78750		
09:00	79461	79100	79400		
09:15	80008	79750	80250		
09:30	81015	80400	81100		
09:45	81435	80700	81400		
10:00	81710	81000	81700		
10:15	81868	81000	81800		
10:30	81956	81000	81900		
10:45	81749	80800	81750		
11:00	81672	80600	81600		
11:15	81846	80650	81700		
11:30	81835	80700	81800		
11:45	81677	80950	81900		
12:00	82027	81200	82000		
12:15	82422	81400	82250		
12:30	82491	81600	82500		
12:45	83457	82150	83050		
13:00	82940	82700	83600		
13:15	82456	81600	82450		
13:30	81354	80500	81300		
13:45	80538	79800	80650		
14:00	80088	79100	80000		
14:15	79930	78850	79650		
14:30	79407	78600	79300		
14:45	78490	77850	78600		
15:00	78093	77100	77900		
15:15	77609	76650	77500		
15:30	77404	76200	77100		
15:45	76959	75900	76850		
16:00	76794	75600	76600		
16:15	76722	75800	76800		
16:30	77148	76000	77000		
16:45	77031	76550	77600		
17:00	77994	77100	78200		
17:15	79599	78600	79700		
17:30	81642	80100	81200		
17:45	83267	81200	82300		
18:00	84160	82300	83400		
18:15	84638	82850	84000		
18:30	85283	83400	84600		
18:45	85909	83900	85100		
19:00	86459	84400	85600		
19:15	86110	84050	85200		
19:30	85216	83700	84800		
19:45	84553	83150	84200		
20:00	84323	82600	83600		
20:15	83632	82100	83050		
20:30	82848	81600	82500		
20:45	82144	80850	81750		
21:00	81125	80100	81000		
21:15	80555	79350	80200		
21:30	79802	78600	79400		
21:45	79359	78050	78800		
22:00	78692	77500	78200		
22:15	79707	78350	79000		
22:30	80153	79200	79800		
22:45	82455	80350	80900		
23:00	81455	81500	82000		
23:15	81170	80550	81150		
23:30	80429	79600	80300		
23:45	81021	79950	80300		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
