Journée du 15/08/2010
Heures	Fioul + pointe	Charbon	Gaz	Nucléaire	Eolien	Hydraulique	Autres	Solde	Co2	Consommation	PrévisionJ-1	PrévisionJ		
00:00	0	0	332	41263	741	4324	1469	-5823	695	42294	42300	42300		
00:15	0	0	361	41867	752	5122	1450	-8008	698	41533	41450	41300		
00:30	0	0	340	40278	750	4820	1452	-7554	697	40082	40600	40300		
00:45	0	0	327	40203	714	3820	1458	-7654	695	38862	39450	39250		
01:00	0	0	341	40312	712	3519	1448	-8101	696	38225	38300	38200		
01:15	0	0	360	39843	711	3298	1459	-7183	707	38483	38550	38450		
01:30	0	0	334	39448	665	3165	1451	-7258	694	37800	38800	38700		
01:45	0	0	285	39433	635	3159	1454	-7073	678	37887	38600	38250		
02:00	0	0	318	38849	615	3102	1447	-7109	687	37216	38400	37800		
02:15	0	0	316	39369	615	2927	1453	-7246	689	37428	37650	37100		
02:30	0	0	347	38536	622	2857	1452	-7443	700	36367	36900	36400		
02:45	0	0	326	38153	615	2481	1452	-7323	692	35699	36050	35600		
03:00	0	0	362	37351	633	2502	1449	-7460	704	34832	35200	34800		
03:15	0	0	332	37375	654	1570	1456	-6992	690	34384	34650	34300		
03:30	0	0	325	37105	603	1412	1457	-7109	688	33781	34100	33800		
03:45	0	0	329	37189	614	950	1460	-7083	691	33448	33750	33400		
04:00	0	0	329	36903	622	994	1462	-7231	691	33067	33400	33000		
04:15	0	0	340	35956	653	996	1452	-6654	697	32738	33150	32750		
04:30	0	0	296	35634	652	1012	1452	-6572	681	32468	32900	32500		
04:45	0	0	333	34624	622	2205	1452	-6806	695	32424	32800	32400		
05:00	0	0	336	34028	554	2337	1460	-6419	699	32291	32700	32300		
05:15	0	0	285	33658	570	2346	1457	-6066	679	32245	32650	32250		
05:30	0	0	316	33535	547	2371	1449	-6009	687	32204	32600	32200		
05:45	0	0	369	33795	580	2012	1452	-6015	708	32188	32650	32400		
06:00	0	0	344	33913	628	1995	1457	-6107	701	32225	32700	32600		
06:15	0	0	279	34708	663	1479	1457	-6228	677	32352	32500	32500		
06:30	0	0	293	34435	656	1442	1449	-6072	679	32197	32300	32400		
06:45	0	0	276	34471	667	786	1455	-5930	675	31720	32000	31950		
07:00	0	0	345	34721	666	905	1453	-6523	699	31562	31700	31500		
07:15	0	0	284	35437	703	1219	1465	-7529	682	31573	31900	31750		
07:30	0	0	353	36080	701	1164	1455	-7784	703	31964	32100	32000		
07:45	0	0	343	36242	682	1153	1458	-7529	701	32343	32550	32400		
08:00	0	0	337	36705	666	1472	1460	-7830	699	32805	33000	32800		
08:15	0	0	319	37719	658	2153	1515	-9000	715	33359	33600	33400		
08:30	0	0	361	38201	644	2047	1510	-8792	728	33966	34200	34000		
