Journée du 12/09/2010
Heures	Fioul + pointe	Charbon	Gaz	Nucléaire	Eolien	Hydraulique	Autres	Solde	Co2	Consommation	PrévisionJ-1	PrévisionJ		
00:00	0	452	332	44830	420	4211	1567	-6364	1180	45449	45500	45400		
00:15	0	506	301	45337	433	5114	1582	-8584	1227	44690	44400	44450		
00:30	0	494	297	45130	438	4276	1570	-8747	1209	43459	43300	43500		
00:45	0	435	304	44744	439	2981	1576	-8480	1157	42000	42250	42450		
01:00	0	333	309	45104	436	2397	1513	-8678	1036	41415	41200	41400		
01:15	0	321	309	45481	435	2203	1549	-8887	1039	41412	41350	41600		
01:30	0	298	311	45106	437	2030	1558	-8721	1021	41021	41500	41800		
01:45	0	286	316	45541	443	1822	1566	-8908	1014	41066	41050	41550		
02:00	0	286	316	45062	452	1789	1565	-9233	1014	40237	40600	41300		
02:15	0	286	316	45537	475	1655	1567	-9555	1015	40283	39850	40350		
02:30	0	286	307	44662	487	1947	1574	-9843	1014	39422	39100	39400		
02:45	0	280	313	44033	513	1639	1569	-9899	1009	38448	38150	38500		
03:00	0	286	308	43856	501	1292	1566	-10359	1012	37450	37200	37600		
03:15	0	286	315	43383	530	1226	1565	-10345	1014	36962	36650	37050		
03:30	0	280	301	42905	541	1184	1562	-10304	1002	36471	36100	36500		
03:45	0	280	303	42403	548	1123	1559	-10184	1001	36033	35650	36000		
04:00	0	286	310	41779	546	1056	1558	-10074	1009	35463	35200	35500		
04:15	0	292	310	41917	550	699	1554	-10044	1013	35278	34800	35350		
04:30	0	268	308	41886	561	671	1561	-10103	992	35153	34400	35200		
04:45	0	274	311	42010	574	354	1556	-10231	997	34849	34350	34950		
05:00	0	274	300	41971	588	287	1562	-10138	995	34844	34300	34700		
05:15	0	274	310	41822	592	258	1558	-9961	997	34852	34350	34750		
05:30	0	274	302	41886	588	301	1559	-10118	995	34792	34400	34800		
05:45	0	268	307	41934	576	293	1561	-10131	992	34809	34500	34850		
06:00	0	262	295	42178	613	295	1574	-10367	987	34852	34600	34900		
06:15	0	262	302	42370	624	247	1578	-10350	991	35034	34800	35150		
06:30	0	268	306	42893	645	289	1582	-10478	1000	35506	35000	35400		
06:45	0	268	305	42580	666	326	1578	-10249	998	35475	35000	35450		
07:00	0	268	307	42240	667	254	1576	-9847	998	35466	35000	35500		
07:15	0	268	306	41858	670	325	1578	-9823	998	35184	34800	35300		
07:30	0	262	306	42316	662	373	1580	-10356	994	35143	34600	35100		
07:45	0	268	305	42243	661	538	1582	-10303	1000	35295	35000	35400		
08:00	0	268	305	42147	652	506	1577	-9736	997	35720	35400	35700		
08:15	0	268	306	42369	621	1037	1605	-9823	1009	36384	36150	36400		
08:30	0	268	305	43223	628	1113	1615	-10035	1013	37118	36900	37100		
08:45	0	268	305	43559	613	1628	1613	-10156	1012	37829	37600	37850		
09:00	0	268	298	44126	622	1727	1610	-10033	1008	38618	38300	38600		
09:15	0	262	300	44104	594	2110	1676	-9621	1029	39425	39050	39250		
09:30	0	262	301	44622	597	2369	1681	-9877	1032	39955	39800	39900		
09:45	0	303	294	45031	589	2588	1683	-9640	1070	40849	40350	40600		
10:00	0	363	292	45321	635	2773	1688	-9811	1128	41262	40900	41300		
10:15	0	422	299	45249	674	3344	1764	-10094	1218	41660	41450	41900		
10:30	0	506	285	45666	690	3742	1767	-10339	1295	42318	42000	42500		
10:45	0	470	289	45521	720	4333	1766	-10514	1261	42585	42450	42750		
