Journée du 13/07/2010
Heures	Fioul + pointe	Charbon	Gaz	Nucléaire	Eolien	Hydraulique	Autres	Solde	Co2	Consommation	PrévisionJ-1	PrévisionJ		
00:00	172	2014	2391	42206	535	6450	1674	-4991	3601	50452	51200	50500		
00:15	185	2236	2052	43557	576	6479	1694	-7314	3711	49465	50000	49100		
00:30	179	2093	1601	42639	588	6290	1678	-7342	3400	47727	48800	47700		
00:45	185	2071	1450	42486	599	5409	1650	-7597	3318	46255	47550	46600		
01:00	186	2029	1459	42288	596	5314	1653	-7993	3283	45532	46300	45500		
01:15	179	1945	1419	42556	579	5182	1677	-8014	3192	45523	46550	45650		
01:30	172	1807	1312	42399	600	5129	1674	-7873	3014	45221	46800	45800		
01:45	179	1637	1314	42510	624	5115	1642	-7566	2844	45455	46500	45700		
02:00	172	1399	1305	42566	612	4972	1679	-8106	2622	44601	46200	45600		
02:15	185	1337	1308	43611	611	3905	1659	-7737	2566	44880	45650	44800		
02:30	180	1103	1306	43135	603	3836	1644	-7871	2331	43939	45100	44000		
02:45	179	1069	1303	42821	576	3412	1656	-7592	2301	43425	44250	43200		
03:00	179	972	1304	42441	575	3424	1666	-8138	2212	42424	43400	42400		
03:15	179	1006	1307	43135	562	3442	1665	-9083	2245	42214	42850	42050		
03:30	179	1003	1308	42864	560	3384	1659	-9132	2240	41826	42300	41700		
03:45	172	968	1303	42469	552	3291	1660	-9024	2200	41391	41950	41400		
04:00	179	946	1303	42354	561	3290	1674	-9157	2190	41150	41600	41100		
04:15	231	998	1307	42741	568	3268	1663	-9501	2278	41277	41550	41250		
04:30	244	996	1306	42528	571	3190	1657	-9111	2284	41382	41500	41400		
04:45	263	981	1310	42723	567	3221	1670	-9338	2291	41398	41550	41500		
05:00	224	960	1305	42580	553	3437	1676	-9091	2241	41645	41600	41600		
05:15										42500	42100	42250		
05:30	218	979	1294	43165	543	3533	1666	-8484	2246	42916	42600	42900		
05:45	172	1021	1299	42935	556	3924	1653	-8388	2247	43173	43150	43150		
06:00	173	996	1296	42614	571	4239	1666	-8137	2227	43420	43700	43400		
06:15	185	1209	1416	43031	579	4966	1665	-8834	2484	44218	44450	44050		
06:30	180	1345	1441	42845	575	5070	1630	-8386	2606	44701	45200	44700		
06:45	185	1616	1840	43061	571	5458	1664	-8810	3027	45585	46300	45700		
07:00	257	1825	1836	43094	561	5685	1654	-8167	3280	46745	47400	46700		
07:15	374	1950	2048	43308	558	5916	1647	-7760	3567	48043	48550	47900		
07:30	387	2047	2207	43711	528	6107	1633	-7481	3722	49140	49700	49100		
07:45	387	2407	2310	44160	489	6508	1658	-7853	4115	50066	50700	50150		
08:00	348	2600	2442	44491	461	6973	1663	-7679	4319	51300	51700	51200		
08:15	328	2660	2471	44410	464	7078	1664	-6790	4371	52286	52650	52150		
08:30	328	2827	2511	44529	460	7918	1659	-7120	4544	53113	53600	53100		
08:45	328	2833	2435	44595	466	8477	1658	-6810	4521	53983	54400	53900		
09:00	327	2942	2444	44625	483	8639	1678	-6545	4637	54595	55200	54700		
09:15	327	3015	2487	44581	497	8639	1675	-6043	4721	55179	55700	55200		
09:30	327	3044	2457	44705	504	8958	1682	-5998	4741	55680	56200	55700		
09:45	327	3084	2406	44925	496	9455	1679	-5915	4760	56459	56550	56250		
10:00	327	3024	2456	44930	517	9339	1690	-5479	4725	56805	56900	56800		
10:15	327	2754	2461	44960	532	9174	1748	-4906	4490	57051	57200	57050		
10:30	328	2774	2425	45013	553	9216	1689	-4712	4474	57286	57500	57300		
10:45	327	2724	2451	45035	600	9253	1690	-4509	4435	57572	57750	57600		
11:00	327	2843	2445	45101	642	9416	1683	-4541	4544	57917	58000	57900		
11:15	328	2855	2413	45179	653	9694	1664	-4829	4537	57957	58200	58100		
11:30	327	2905	2397	45187	704	9847	1680	-4839	4585	58209	58400	58300		
11:45	327	2853	2399	45222	794	10082	1674	-4683	4533	58668	58600	58550		
12:00	327	2793	2393	45193	804	9964	1683	-4410	4477	58748	58800	58800		
12:15	328	2682	2381	45043	863	9225	1670	-3583	4362	58610	58550	58550		
12:30	328	2849	2352	45060	918	9269	1671	-3767	4512	58681	58300	58300		
12:45	328	3063	2352	45137	903	9904	1698	-4006	4728	59380	59050	58950		
13:00	328	2983	2378	44977	945	9473	1667	-4043	4649	58708	59800	59600		
13:15	329	3133	2358	45129	992	9457	1692	-4740	4796	58351	59050	58800		
13:30	328	3028	2359	44945	1033	9276	1686	-4516	4692	58139	58300	58000		
13:45	328	3134	2359	45006	1034	9225	1677	-4405	4791	58358	58550	58250		
14:00	328	3121	2384	45024	1107	9197	1678	-4296	4788	58544	58800	58500		
14:15	328	3212	2351	45193	1070	9240	1660	-4059	4856	58995	58650	58650		
14:30	328	3101	2405	45139	1113	8939	1668	-4059	4772	58635	58500	58800		
14:45	322	3138	2408	45136	1123	8729	1690	-4156	4813	58391	58250	58500		
15:00	328	3120	2426	45070	1116	8314	1666	-4210	4797	57830	58000	58200		
15:15	322	3241	2384	45057	1192	8426	1672	-4651	4896	57644	57750	57950		
15:30	322	3196	2414	44907	1219	8328	1679	-4824	4866	57241	57500	57700		
15:45	328	3135	2430	44808	1186	8319	1661	-4742	4811	57126	57000	57150		
16:00	322	3003	2427	44653	1262	8140	1670	-4825	4682	56653	56500	56600		
16:15	328	3210	2423	44960	1228	8319	1666	-5631	4882	56503	56250	56300		
