Journée du 21/11/2012
Données consolidées
Heures	Consommation	Prévision J-1	Prévision J	Fioul	Charbon	Gaz	Nucléaire	Eolien	Solaire	Hydraulique	Pompage	Autres	Ech. physiques	Taux de Co2	Ech. comm. Allemagne	Ech. comm. Angleterre	Ech. comm. Belgique	Ech. comm. Espagne	Ech. comm. Italie	Ech. comm. Suisse
00:00	62288	61800	61600	854	3106	3029	55249	2102	0	4519	-921	723	-6373	76	1868	-950	-2416	-379	-2482	-3007	
00:15		60700	60200																		
00:30	60297	59600	58800	748	2759	3011	54911	2100	0	4856	-1147	715	-7654	70							
00:45		58450	58150																		
01:00	57562	57300	57500	728	2178	3014	54603	2244	0	4163	-2034	708	-8042	64	437	-950	-2281	-314	-2427	-3003	
01:15		57250	57000																		
01:30	57189	57200	56500	727	2154	3011	55176	2218	0	3946	-2191	715	-8567	63							
01:45		57000	56500																		
02:00	56531	56800	56500	729	2063	3008	54682	2343	0	3853	-2093	714	-8768	62	-1701	-950	-2333	211	-2463	-3014	
02:15		56300	55850																		
02:30	56344	55800	55200	726	2090	3006	55231	2550	0	3661	-1319	707	-10307	62							
02:45		54950	54350																		
03:00	54573	54100	53500	726	2036	3006	54092	2635	0	3593	-1917	710	-10307	62	-1800	-950	-2463	-245	-2222	-3200	
03:15		53650	52850																		
03:30	53540	53200	52200	727	2024	3010	53576	2608	0	3724	-1915	712	-10926	63							
03:45		52900	52000																		
04:00	52636	52600	51800	732	1957	3016	53085	2727	0	3676	-2077	711	-11192	62	-1800	-950	-2463	-587	-2322	-3200	
04:15		52450	51900																		
04:30	52754	52300	52000	728	2009	3140	53429	2852	0	3619	-2068	708	-11662	63							
04:45		52750	52500																		
05:00	53319	53200	53000	730	2006	3368	53473	2944	0	3661	-2066	707	-11505	64	-1357	-950	-2299	-336	-2502	-3163	
05:15		54000	53600																		
05:30	55063	54800	54200	727	2221	3445	53969	2997	0	3922	-2060	708	-10865	67							
05:45		55750	55400																		
06:00	57065	56700	56600	723	2346	3648	54871	3059	0	4020	-1886	705	-10421	68	-137	95	-2258	250	-2502	-3200	
06:15		58450	58400																		
06:30	60577	60200	60200	726	2576	3856	55090	3056	0	4373	-1479	701	-8321	71							
06:45		61950	61950																		
07:00	63952	63700	63700	726	3021	4369	55375	3032	0	5037	-414	697	-7890	76	439	95	-1940	700	-2657	-3162	
07:15		65200	64900																		
07:30	67055	66700	66100	728	3410	4526	55214	3091	0	6495	-412	699	-6695	80							
07:45		67100	66750																		
08:00	68190	67500	67400	726	3956	4705	55339	3041	4	6809	-412	700	-6678	87	941	-896	-1674	700	-2657	-3200	
08:15		67800	67800																		
08:30	69171	68100	68200	725	4314	4723	55462	2948	59	7134	-2	692	-6882	90							
08:45		68400	68500																		
09:00	69824	68700	68800	726	4453	4725	55558	2805	157	7531	-2	685	-6815	91	2279	-925	-2279	666	-2657	-3200	
09:15		68700	69150																		
09:30	70446	68700	69500	731	4580	4720	55601	2696	317	7172	-2	679	-6048	93							
09:45		68700	69600																		
10:00	70589	68700	69700	728	4509	4699	55587	2672	476	7552	-2	677	-6309	91	1821	-925	-2400	639	-2657	-3200	
10:15		68600	69700																		
10:30	70444	68500	69700	728	4553	4683	55594	2641	636	7817	-2	690	-6896	91							
10:45		68300	69650																		
11:00	70557	68100	69600	830	4523	4439	55541	2624	788	7880	-2	681	-6748	91	2415	-925	-2393	675	-2657	-3200	
11:15		68100	69800																		
11:30	70752	68100	70000	960	4208	4426	55457	2668	893	7627	-2	690	-6174	89							
11:45		68250	70250																		
12:00	71152	68400	70500	1072	4464	4430	55516	2674	931	7401	-2	700	-6033	93	2177	-950	-2392	210	-2422	-3060	
12:15		67850	70100																		
12:30	70530	67300	69700	1118	4553	4433	55502	2764	951	6911	-2	701	-6399	95							
12:45		68000	70250																		
13:00	70515	68700	70800	1121	4409	4390	55419	2799	912	7176	-2	704	-6414	93	1449	-950	-2395	502	-2447	-3155	
13:15		67600	69650																		
13:30	69666	66500	68500	1123	4361	4370	55410	2921	906	6908	-2	705	-7037	92							
13:45		66400	68500																		
14:00	69118	66300	68500	1122	4365	4374	55258	3035	814	6663	-3	699	-7209	93	1295	-900	-2320	590	-2657	-3200	
14:15		66100	68300																		
14:30	68966	65900	68100	1120	4365	4396	55268	3063	755	6751	-3	693	-7443	93							
14:45		65300	67300																		
15:00	67321	64700	66500	1119	4176	4362	55134	3047	655	6202	-3	688	-8059	91	662	-900	-2396	190	-2657	-3200	
15:15		64300	65750																		
15:30	66290	63900	65000	1121	4173	4553	55192	2949	553	5711	-191	687	-8459	93							
15:45		63700	64850																		
16:00	65933	63500	64700	1121	4184	4607	55280	2860	398	5616	-413	684	-8403	94	-12	-735	-2396	293	-2657	-3200	
16:15		63600	64750																		
16:30	65939	63700	64800	1122	4352	4426	55495	2824	216	6242	-410	683	-9010	95							
16:45		64250	65250																		
17:00	66420	64800	65700	1121	4283	4422	55446	2712	73	6562	-3	690	-8886	93	1105	-971	-2494	625	-2657	-3200	
17:15		66100	66950																		
17:30	68615	67400	68200	1122	4139	4664	55261	2605	13	7585	-3	689	-7461	92							
17:45		68950	69700																		
18:00	71025	70500	71200	1122	4547	4691	55502	2559	2	9157	-2	688	-7241	94	3000	-995	-1956	461	-2657	-2916	
18:15		71250	71850																		
18:30	72430	72000	72500	1121	4232	4663	55546	2435	0	8787	-2	687	-5037	91							
18:45		72650	73100																		
19:00	73980	73300	73700	1121	4683	4719	55577	2356	0	9830	-2	680	-4984	95	3000	-1000	-1551	95	-2607	-2783	
19:15		72750	73150																		
19:30	72596	72200	72600	1125	4468	4677	55507	2249	0	8765	-2	681	-4874	94							
19:45		71400	71750																		
20:00	70470	70600	70900	1120	4283	4663	55438	2191	0	7263	-2	688	-5174	94	3000	-976	-1282	-809	-2657	-3200	
20:15		68650	68950																		
20:30	68034	66700	67000	1121	3928	4692	55497	2018	0	6246	-4	689	-6153	91							
20:45		65700	65950																		
21:00	65770	64700	64900	1129	3568	4128	54826	1883	0	5592	-4	695	-6047	87	3000	-1000	-2366	-900	-2657	-3200	
21:15		63750	63950																		
21:30	63536	62800	63000	1016	3267	3462	55076	1837	0	5325	-23	696	-7121	80							
21:45		62000	62150																		
22:00	61553	61200	61300	822	2875	3400	54511	1744	0	5013	-508	687	-6991	74	2929	-1000	-1818	-900	-2657	-3162	
22:15		61350	61450																		
22:30	61788	61500	61600	559	3048	3410	54977	1646	0	4979	-441	675	-7066	73							
22:45		62600	62650																		
23:00	64076	63700	63700	549	3198	3425	55620	1615	0	5731	-3	679	-6738	73	3000	-1000	-1694	-808	-2502	-3183	
23:15		63150	63050																		
23:30	63182	62600	62400	556	3022	3139	55478	1643	0	4919	-8	692	-6259	71							
23:45		62150	62050																		
RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
