Journée du 11/12/2012
Données consolidées
Heures	Consommation	Prévision J-1	Prévision J	Fioul	Charbon	Gaz	Nucléaire	Eolien	Solaire	Hydraulique	Pompage	Autres	Ech. physiques	Taux de Co2	Ech. comm. Allemagne	Ech. comm. Angleterre	Ech. comm. Belgique	Ech. comm. Espagne	Ech. comm. Italie	Ech. comm. Suisse
00:00	73827	73600	73200	508	4144	5118	57826	1315	0	7297	-5	686	-3062	87	2500	-505	-962	-261	-1620	-1867	
00:15		72450	72100																		
00:30	72302	71300	71000	508	3845	4735	57384	1331	0	6688	-10	686	-2866	83							
00:45		70350	70300																		
01:00	69715	69400	69600	510	3673	4465	57239	1327	0	6462	-1702	687	-2947	82	2500	-402	-523	-792	-1511	-2247	
01:15		69250	69500																		
01:30	69506	69100	69400	511	3882	4326	57410	1254	0	6412	-1854	687	-3122	84							
01:45		69100	69350																		
02:00	69133	69100	69300	510	3802	4304	57287	1227	0	6394	-1913	689	-3166	83	2216	-505	-1107	-655	-1082	-2309	
02:15		68700	68600																		
02:30	68918	68300	67900	507	3982	4312	57486	1223	0	6368	-1923	684	-3722	85							
02:45		67600	67100																		
03:00	67027	66900	66300	508	3714	4185	57230	1220	0	5840	-2562	689	-3798	83	2500	-585	-1087	-1100	-1624	-2353	
03:15		66450	65750																		
03:30	65948	66000	65200	510	3411	4242	56987	1271	0	5863	-2598	683	-4421	80							
03:45		65650	64850																		
04:00	65027	65300	64500	508	3201	4213	57133	1274	0	5481	-2899	691	-4573	78	2464	-709	-1085	-1100	-1771	-2220	
04:15		65350	64550																		
04:30	65262	65400	64600	507	3240	4258	57489	1283	0	5467	-2897	690	-4774	78							
04:45		65550	65150																		
05:00	65641	65700	65700	506	3202	4343	57418	1280	0	5494	-2894	691	-4400	78	2461	2	-1207	-538	-1531	-2279	
05:15		66750	66650																		
05:30	67897	67800	67600	511	3455	4394	57797	1268	0	5730	-2525	682	-3413	80							
05:45		68800	69200																		
06:00	70018	69800	70800	505	3820	4824	57598	1236	0	5896	-1433	682	-3110	85	2343	962	-565	1100	-2437	-2527	
06:15		71600	72500																		
06:30	74125	73400	74200	507	4212	5134	57620	1243	0	6545	-259	677	-1554	89							
06:45		75300	76050																		
07:00	77877	77200	77900	506	4583	5703	57845	1271	0	8495	-53	676	-1149	92	1607	570	-880	1000	-2183	-1339	
07:15		78950	79450																		
07:30	81412	80700	81000	510	4515	6612	57974	1323	0	10714	-2	671	-905	92							
07:45		81650	81900																		
08:00	82989	82600	82800	550	4585	6887	57988	1323	0	12096	-2	681	-1119	92	2455	695	-617	1000	-2483	-1079	
08:15		82400	82650																		
08:30	82957	82200	82500	628	4463	6923	57962	1276	12	11740	-3	672	-715	92							
08:45		82250	82200																		
09:00	82578	82300	81900	626	4619	6923	57937	1263	119	11339	-3	659	-904	94	1811	724	-573	698	-2305	-1128	
09:15		82300	81950																		
09:30	82598	82300	82000	632	4900	6893	58071	1263	370	11329	-3	641	-1498	96							
09:45		82250	81700																		
10:00	82480	82200	81400	541	4971	7301	58072	1204	723	10521	-4	642	-1490	98	1349	695	-732	483	-1795	-1050	
10:15		82050	81250																		
10:30	82211	81900	81100	510	5232	6997	58034	1118	1102	9850	-6	642	-1268	100							
10:45		81900	81050																		
11:00	81835	81900	81000	514	4680	7011	57898	945	1428	10433	-6	645	-1712	94	502	548	-1062	803	-1395	-628	
11:15		81900	80850																		
11:30	82003	81900	80700	513	4631	6850	57890	910	1797	10684	-5	646	-1913	92							
11:45		82100	80850																		
12:00	82047	82300	81000	504	4680	6770	57839	903	2003	10487	-3	645	-1782	92	920	500	-653	408	-894	-949	
12:15		81650	80300																		
12:30	81196	81000	79600	504	4451	6672	57850	903	2167	9240	-3	658	-1245	91							
12:45		81400	80200																		
13:00	81193	81800	80800	505	4715	6728	57876	916	2251	8926	-5	659	-1378	94	-186	452	-733	677	-1245	-867	
13:15		80800	79700																		
13:30	80381	79800	78600	506	4772	6833	57942	924	2222	8641	-5	653	-2107	95							
13:45		79600	78350																		
14:00	79683	79400	78100	506	4820	6831	57821	901	2104	8092	-5	664	-2051	97	277	500	-745	679	-1658	-1608	
14:15		79150	77900																		
14:30	79275	78900	77700	506	4964	6900	57951	881	1877	8413	-2	665	-2880	98							
14:45		78200	76750																		
15:00	77725	77500	75800	506	4537	6746	57914	911	1548	7791	-3	665	-2892	94	-918	477	-876	921	-2223	-1428	
15:15		77100	75800																		
15:30	76961	76700	75800	509	4930	6908	57996	897	1106	8211	-3	675	-4268	99							
15:45		76550	75800																		
16:00	76662	76400	75800	513	5006	6924	58029	918	699	8348	-3	670	-4442	100	-1800	552	-1398	1000	-2103	-1572	
16:15		76900	76350																		
16:30	77174	77400	76900	509	5036	6934	58077	848	317	10362	-3	661	-5566	98							
16:45		78300	77850																		
17:00	78610	79200	78800	529	5424	7107	58146	837	65	11204	-3	674	-5371	102	697	-615	-905	1000	-2318	-757	
17:15		80750	80400																		
17:30	82614	82300	82000	865	5179	7438	58030	807	8	12620	-3	681	-3010	102							
17:45		83300	83050																		
18:00	85157	84300	84100	865	5143	7438	58023	799	1	14751	-2	688	-2549	100	2129	-881	-352	1000	-1506	-133	
18:15		85000	84850																		
18:30	86470	85700	85600	846	4836	7528	58028	829	0	13568	-2	691	147	98							
18:45		86400	86350																		
19:00	88136	87100	87100	847	5305	7401	58070	830	0	14767	-2	692	226	101	2271	-270	-166	563	-1799	-189	
19:15		86450	86500																		
19:30	87166	85800	85900	858	5243	7170	58139	870	0	14006	-2	698	185	100							
19:45		84900	85000																		
20:00	85344	84000	84100	849	5000	7097	58165	853	0	12763	-2	701	-82	99	2238	-103	-206	-649	-1544	-865	
20:15		82750	82900																		
20:30	83182	81500	81700	507	5242	7130	58195	851	0	11614	-2	693	-1047	100							
20:45		80550	80750																		
21:00	81019	79600	79800	510	4894	7186	58204	859	0	10221	-6	704	-1553	98	2500	-253	-632	-700	-2206	-1624	
21:15		78500	78750																		
21:30	78722	77400	77700	515	5062	6907	58183	904	0	9424	-4	707	-2975	100							
21:45		76600	76900																		
22:00	77191	75800	76100	513	4918	6791	57928	894	0	8309	-4	708	-2866	100	3000	-203	-685	-618	-2133	-1228	
22:15		76150	76500																		
22:30	77488	76500	76900	514	4726	6434	57589	881	0	8682	-3	706	-2040	97							
22:45		77700	78100																		
23:00	79815	78900	79300	514	4807	6520	57671	841	0	10670	-3	701	-1907	96	3000	-190	-325	-350	-1488	-1405	
23:15		78050	78350																		
23:30	78452	77200	77400	516	4412	6269	57659	832	0	9181	-3	703	-1118	92							
23:45		77000	77100																		
RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
