Journée du 23/05/2010
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	45925	46800	46400		
00:15	45586	45800	45300		
00:30	44169	44800	44200		
00:45	42813	43600	42950		
01:00	41710	42400	41700		
01:15	42386	42600	41950		
01:30	41387	42800	42200		
01:45	41655	42450	41950		
02:00	40946	42100	41700		
02:15	41320	41350	40900		
02:30	40102	40600	40100		
02:45	39439	39700	39300		
03:00	38462	38800	38500		
03:15	37801	38050	37600		
03:30	36734	37300	36700		
03:45	36228	36800	36200		
04:00	35696	36300	35700		
04:15	35484	36050	35600		
04:30	35493	35800	35500		
04:45	35035	35700	35200		
05:00	34888	35600	34900		
05:15	35023	35200	34750		
05:30	34597	34800	34600		
05:45	34674	34400	34450		
06:00	34290	34000	34300		
06:15	33898	33900	33950		
06:30	33879	33800	33600		
06:45	33988	34000	34000		
07:00	34406	34200	34400		
07:15	34438	34550	34700		
07:30	34955	34900	35000		
07:45	35577	35400	35550		
08:00	36104	35900	36100		
08:15		36650	36900		
08:30	37550	37400	37700		
08:45	38364	38100	38400		
09:00	39176	38800	39100		
09:15	39779	39350	39800		
09:30	40467	39900	40500		
09:45	40794	40350	40700		
10:00	40892	40800	40900		
10:15	40898	41200	41200		
10:30	41496	41600	41500		
10:45	41612	41900	41700		
11:00	41812	42200	41900		
11:15	42145	42300	42050		
11:30	42453	42400	42200		
11:45	42374	42650	42450		
12:00	42530	42900	42700		
12:15	43309	43450	43150		
12:30	43611	44000	43600		
12:45	44446	44800	44250		
13:00	43963	45600	44900		
13:15	43507	44300	43750		
13:30	42575	43000	42600		
13:45	41729	42350	41900		
14:00	41228	41700	41200		
14:15	41366	41500	41200		
14:30	40904	41300	41200		
14:45	40468	40700	40600		
15:00	39794	40100	40000		
15:15	39226	39700	39600		
15:30	39279	39300	39200		
15:45	39034	38950	38850		
16:00	38741	38600	38500		
16:15	38574	38350	38250		
16:30	38110	38100	38000		
16:45	37982	37850	37750		
17:00	37822	37600	37500		
17:15	38034	37650	37550		
17:30	38044	37700	37600		
17:45	38262	38000	37900		
18:00	38638	38300	38200		
18:15	38674	38700	38600		
18:30	39016	39100	39000		
18:45	39508	39600	39500		
19:00	40216	40100	40000		
19:15	40267	40550	40450		
19:30	40482	41000	40900		
19:45	40832	41300	41200		
20:00	40593	41600	41500		
20:15	40868	41600	41500		
20:30	41009	41600	41500		
20:45	40690	41500	41400		
21:00	40882	41400	41300		
21:15	41270	41600	41550		
21:30	41648	41800	41800		
21:45	42319	42200	42200		
22:00	42813	42600	42600		
22:15	44254	43650	43650		
22:30	45399	44700	44700		
22:45	47561	46050	46050		
23:00	47036	47400	47400		
23:15	46747	46750	46750		
23:30	46318	46100	46100		
23:45	46772	45750	45750		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
