Journée du 20/02/2009
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	68654	70000	68700		
00:15	68659	69200	68000		
00:30	67424	68400	67300		
00:45	66315	67250	66350		
01:00	65487	66100	65400		
01:15	67236	67050	66300		
01:30	66907	68000	67200		
01:45	67191	68250	67350		
02:00	66571	68500	67500		
02:15	67570	68000	66900		
02:30	66263	67500	66300		
02:45	65890	66550	65550		
03:00	64712	65600	64800		
03:15	64321	65050	64150		
03:30	63540	64500	63500		
03:45	63259	64000	63000		
04:00	62380	63500	62500		
04:15	62585	63350	62400		
04:30	62249	63200	62300		
04:45	62243	63200	62400		
05:00	62516	63200	62500		
05:15	63579	63900	63250		
05:30	63976	64600	64000		
05:45	64866	65350	64950		
06:00	65898	66100	65900		
06:15	67336	67500	67350		
06:30	68789	68900	68800		
06:45	69971	70700	70300		
07:00	71662	72500	71800		
07:15	73318	73800	73100		
07:30	74417	75100	74400		
07:45	74593	75650	74650		
08:00	74881	76200	74900		
08:15	75296	76350	75450		
08:30	75973	76500	76000		
08:45	76224	76800	76150		
09:00	76304	77100	76300		
09:15	76584	77300	76650		
09:30	76658	77500	77000		
09:45	76480	77350	76650		
10:00	76411	77200	76300		
10:15	76098	77050	76000		
10:30	75908	76900	75700		
10:45	75588	76750	75400		
11:00	74915	76600	75100		
11:15	75087	76600	75100		
11:30	75057	76600	75100		
11:45	75099	76400	74900		
12:00	74749	76200	74700		
12:15	74325	75500	74100		
12:30	73831	74800	73500		
12:45	74530	75300	74050		
13:00	73639	75800	74600		
13:15	73178	74950	73500		
13:30	72350	74100	72400		
13:45	71955	73850	71950		
14:00	71489	73600	71500		
14:15	71549	73150	71500		
14:30	70620	72700	71500		
14:45	69374	71750	70600		
15:00	68462	70800	69700		
15:15	67926	70250	69200		
15:30	67450	69700	68700		
15:45	66680	69100	68100		
16:00	66004	68500	67500		
16:15	65859	68150	67200		
16:30	65424	67800	66900		
16:45	65000	67400	66550		
17:00	64771	67000	66200		
17:15	64794	67400	66650		
17:30	65384	67800	67100		
17:45	65924	68550	67900		
18:00	66442	69300	68700		
18:15	67975	71000	70450		
18:30	69916	72700	72200		
18:45	72362	74500	74050		
19:00	74277	76300	75900		
19:15	74310	75850	75450		
19:30	74054	75400	75000		
19:45	73486	74750	74400		
20:00	72866	74100	73800		
20:15	72196	73300	73000		
20:30	71288	72500	72200		
20:45	70570	71700	71400		
21:00	69216	70900	70600		
21:15	68515	70050	69750		
21:30	67838	69200	68900		
21:45	67391	68600	68350		
22:00	66489	68000	67800		
22:15	67397	68650	68450		
22:30	67475	69300	69100		
22:45	69719	70250	70050		
23:00	68673	71200	71000		
23:15	68370	70450	70300		
23:30	67659	69700	69600		
23:45	68303	69000	69400		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
