Journée du 12/10/2010
Heures	Fioul + pointe	Charbon	Gaz	Nucléaire	Eolien	Hydraulique	Autres	Solde	Co2	Consommation	PrévisionJ-1	PrévisionJ		
00:00	1086	2658	2541	39211	2095	2801	1788	-1733	5050	50448	50200	50400		
00:15	1572	2568	2790	39360	2059	2666	1733	-2887	5420	49862	49200	49350		
00:30	1530	2001	2793	39081	2018	1946	1733	-2768	4843	48335	48200	48300		
00:45	1288	1924	2745	38994	1968	1125	1735	-3018	4559	46761	47050	47250		
01:00	1435	1921	2752	39056	2004	403	1736	-3083	4677	46225	45900	46200		
01:15	1462	1912	2733	39042	1939	339	1715	-2864	4675	46278	46200	46350		
01:30	1520	1903	2733	38884	1877	0	1716	-2838	4713	45777	46500	46500		
01:45	1891	1962	2762	38738	1830	15	1720	-2927	5078	45992	46300	46300		
02:00	1699	1930	2747	38443	1795	93	1722	-3152	4889	45278	46100	46100		
02:15	2069	1956	2772	38089	1749	465	1721	-2994	5219	45828	45500	45400		
02:30	1856	1893	2753	37750	1702	153	1720	-3179	4981	44648	44900	44700		
02:45	1641	1864	2747	37398	1698	0	1720	-3104	4779	43783	44050	43850		
03:00	1565	1830	2712	37073	1674	0	1724	-3236	4675	43001	43200	43000		
03:15	1934	1895	2764	37024	1672	0	1724	-3666	5051	42587	42750	42550		
03:30	1885	1867	2748	36728	1642	0	1723	-3594	4978	42052	42300	42100		
03:45	1687	1873	2753	36723	1617	0	1726	-3647	4829	41782	42000	41700		
04:00	1602	1851	2738	36711	1584	0	1725	-3695	4734	41392	41700	41300		
04:15	1670	1887	2648	36906	1551	0	1726	-3674	4791	41629	41600	41300		
04:30	1658	1866	2653	36901	1529	0	1730	-3843	4764	41401	41500	41300		
04:45	1699	1968	2672	37137	1472	0	1730	-3886	4902	41739	41750	41600		
05:00	1667	1887	2668	37111	1529	0	1730	-3582	4797	41947	42000	41900		
05:15	1646	1900	2651	37109	1584	0	1732	-3018	4788	42795	42650	42550		
05:30	2002	1992	2688	37428	1600	0	1728	-3359	5173	43287	43300	43200		
05:45	1827	1907	2658	37689	1618	9	1728	-3332	4940	44105	44400	44300		
06:00	1713	1945	2618	38062	1645	109	1731	-2421	4872	45403	45500	45400		
06:15	1826	2097	2763	38341	1647	965	1729	-2400	5160	46970	47050	46850		
06:30	2073	2375	2778	38966	1688	1349	1731	-2615	5631	48345	48600	48300		
06:45	1955	2436	2776	38876	1647	3115	1726	-2732	5592	49799	50500	50050		
07:00	2133	2582	2788	39027	1597	3610	1725	-1666	5879	51798	52400	51800		
07:15	2242	2675	2806	39245	1591	4864	1727	-1223	6062	53929	54350	53650		
07:30	2130	2584	2826	39146	1567	6914	1729	-1438	5893	55460	56300	55500		
07:45	2086	2617	2824	39012	1563	7171	1732	-1237	5890	55769	56700	55850		
08:00	1978	2718	2781	38956	1563	7019	1733	-592	5886	56157	57100	56200		
08:15	2131	2777	2823	38725	1521	6213	1751	370	6087	56313	57100	56350		
08:30	2286	2992	2828	38547	1473	6239	1750	375	6419	56491	57100	56500		
08:45	2396	3174	2840	38672	1444	5799	1752	750	6687	56829	57300	56800		
09:00	2424	3257	2839	38673	1380	5842	1750	959	6788	57127	57500	57100		
09:15	2244	3154	2822	38558	1311	5312	1808	2146	6562	57357	57700	57400		
09:30	2449	3340	2824	38704	1191	5226	1798	2184	6901	57717	57900	57700		
09:45	2506	3409	2830	38768	1080	5329	1794	2049	7014	57767	57950	57700		
10:00	2440	3373	2835	38733	977	5529	1789	1918	6926	57595	58000	57700		
10:15	2577	3460	2824	38837	889	5595	1869	1647	7147	57700	57950	57750		
10:30	2479	3398	2830	38838	797	5684	1870	1534	7012	57432	57900	57800		
10:45	2352	3281	2824	38838	741	6097	1882	1400	6800	57417	57850	57750		
11:00	2377	3316	2871	38866	707	6076	1885	1203	6872	57304	57800	57700		
