Journée du 29/07/2012
Données temps réel
Heures	Consommation	Prévision J-1	Prévision J	Fioul	Charbon	Gaz	Nucléaire	Eolien	Solaire	Hydraulique	Pompage	Autres	Ech. physiques	Taux de Co2	Ech. comm. Allemagne	Ech. comm. Angleterre	Ech. comm. Belgique	Ech. comm. Espagne	Ech. comm. Italie	Ech. comm. Suisse
00:00	43507	43300	43500	0	440	365	38395	1295	ND	5495	ND	1862	-4345	27	ND	ND	ND	ND	ND	ND	
00:15	42862	42150	42350	0	358	364	38816	1327	ND	5411	ND	1858	-5272	25							
00:30	41157	41000	41200	0	274	366	38183	1286	ND	4840	ND	1864	-5656	24							
00:45	39941	39800	40050	0	209	365	37608	1328	ND	3422	ND	1856	-4847	24							
01:00	39069	38600	38900	0	57	365	37808	1299	ND	3013	ND	1860	-5333	20	ND	ND	ND	ND	ND	ND	
01:15	39018	38650	38800	0	44	367	38211	1280	ND	2649	ND	1859	-5392	20							
01:30	38296	38700	38700	0	27	364	37647	1278	ND	2623	ND	1860	-5503	20							
01:45	38338	38300	38400	0	26	364	37983	1285	ND	2319	ND	1867	-5506	20							
02:00	37722	37900	38100	0	23	365	37804	1264	ND	2126	ND	1864	-5724	20	ND	ND	ND	ND	ND	ND	
02:15	37663	37250	37350	0	32	368	38610	1284	ND	1605	ND	1861	-6097	20							
02:30	36572	36600	36600	0	31	363	37733	1246	ND	1581	ND	1859	-6241	21							
02:45	35941	35600	35700	0	31	361	37009	1272	ND	1458	ND	1864	-6054	21							
03:00	34836	34600	34800	0	31	363	36676	1220	ND	1413	ND	1866	-6733	21	ND	ND	ND	ND	ND	ND	
03:15	34712	34200	34400	0	31	366	37025	1215	ND	1409	ND	1864	-7198	21							
03:30	34047	33800	34000	0	31	366	36623	1188	ND	1308	ND	1861	-7330	21							
03:45	33614	33400	33600	0	0	364	36964	1188	ND	446	ND	1861	-7208	21							
04:00	33499	33000	33200	0	14	365	37264	1159	ND	515	ND	1874	-7692	21	ND	ND	ND	ND	ND	ND	
04:15	32986	32750	33050	0	13	364	37431	1134	ND	414	ND	1867	-8237	21							
04:30	33001	32500	32900	0	12	366	37228	1153	ND	468	ND	1871	-8097	21							
04:45	32654	32400	32750	0	7	367	36780	1146	ND	501	ND	1870	-8017	21							
05:00	32615	32300	32600	0	7	363	36797	1112	ND	842	ND	1861	-8367	21	ND	ND	ND	ND	ND	ND	
05:15	32636	32250	32550	0	18	364	36140	1096	ND	1627	ND	1863	-8472	21							
05:30	32593	32200	32500	0	25	367	36328	1127	ND	1497	ND	1859	-8610	21							
05:45	32488	32050	32350	0	23	372	36260	1110	ND	1457	ND	1857	-8591	21							
06:00	32175	31900	32200	0	24	369	35887	1106	ND	1421	ND	1853	-8485	22	ND	ND	ND	ND	ND	ND	
06:15	31892	31450	31800	0	26	366	36780	1108	ND	622	ND	1858	-8868	22							
06:30	31411	31000	31400	0	24	368	36489	1079	ND	560	ND	1864	-8973	22							
06:45	31254	30900	31300	0	25	368	36295	1053	ND	432	ND	1858	-8777	22							
07:00	31517	30800	31200	0	23	366	36415	1006	ND	442	ND	1864	-8599	22	ND	ND	ND	ND	ND	ND	
07:15	31907	31150	31650	0	22	368	36249	1016	ND	1312	ND	1949	-9009	22							
07:30	32243	31500	32100	0	24	368	36381	1004	ND	1344	ND	1959	-8837	22							
07:45	32397	31900	32500	0	25	367	36971	935	ND	1446	ND	1960	-9307	22							
08:00	32860	32300	32900	0	24	366	36762	843	ND	1460	ND	1959	-8554	22	ND	ND	ND	ND	ND	ND	
08:15	33558	32900	33550	0	24	370	36503	777	ND	1321	ND	2251	-7688	25							
08:30	34362	33500	34200	0	25	369	36963	747	ND	1419	ND	2255	-7416	25							
08:45	34863	34250	34950	0	25	362	37671	751	ND	1194	ND	2264	-7404	25							
09:00	35304	35000	35700	0	26	357	37847	753	ND	1485	ND	2262	-7426	24	ND	ND	ND	ND	ND	ND	
09:15	36358	35700	36150	0	26	361	37458	799	ND	1604	ND	2689	-6579	28							
09:30	36530	36400	36600	0	24	350	37709	814	ND	1528	ND	2700	-6595	28							
09:45	37134	37000	37300	0	28	340	37525	855	ND	2307	ND	2707	-6628	28							
10:00	37601	37600	38000	0	24	357	37750	886	ND	2337	ND	2721	-6474	28	ND	ND	ND	ND	ND	ND	
10:15	38364	38150	38400	0	25	363	38210	921	ND	2403	ND	3166	-6724	31							
10:30	38815	38700	38800	0	23	313	38229	944	ND	2274	ND	3154	-6122	31							
10:45	39146	39050	39250	0	25	339	38423	1010	ND	2455	ND	3154	-6260	31							
11:00	39410	39400	39700	0	18	352	38536	1103	ND	2437	ND	3160	-6196	30	ND	ND	ND	ND	ND	ND	
11:15	40207	39750	40150	0	26	342	38282	1120	ND	2473	ND	3492	-5528	33							
11:30	40574	40100	40600	0	27	307	38236	1173	ND	2677	ND	3506	-5352	33							
11:45	40709	40550	41000	0	25	340	38049	1225	ND	3151	ND	3508	-5589	33							
12:00	41392	41000	41400	0	26	310	38014	1206	ND	3109	ND	3511	-4784	33	ND	ND	ND	ND	ND	ND	
12:15	41949	41450	42050	0	25	336	37627	1284	ND	3083	ND	3679	-4085	35							
12:30	42330	41900	42700	0	26	335	37938	1343	ND	3177	ND	3693	-4182	34							
