Journée du 18/07/2006
Heures	Consommation	PrévisionJ-1		
00:00	49776	50200		
00:15	48901	49200		
00:30	47350	48200		
00:45	46177	47100		
01:00	45382	46000		
01:15	46039	46300		
01:30	45417	46600		
01:45	45658	46450		
02:00	44965	46300		
02:15	45261	45550		
02:30	44141	44800		
02:45	43488	43950		
03:00	42827	43100		
03:15	42644	42750		
03:30	42013	42400		
03:45	41534	42000		
04:00	41283	41600		
04:15	41349	41500		
04:30	41344	41400		
04:45	41478	41650		
05:00	41754	41900		
05:15	42347	42450		
05:30	42906	43000		
05:45	43027	43300		
06:00	43239	43600		
06:15	43994	44200		
06:30	44450	44800		
06:45	45321	45650		
07:00	46330	46500		
07:15	47030	47700		
07:30	48076	48900		
07:45	49019	50050		
08:00	49856	51200		
08:15	51238	52150		
08:30	52239	53100		
08:45	52906	53750		
09:00	53291	54400		
09:15	54458	54950		
09:30	55197	55500		
09:45	55746	56000		
10:00	56275	56500		
10:15	56530	56800		
10:30	56805	57100		
10:45	57133	57250		
11:00	57581	57400		
11:15	57912	57650		
11:30	57990	57900		
11:45	58139	58050		
12:00	58373	58200		
12:15	58277	57900		
12:30	58188	57600		
12:45	59217	58350		
13:00	58202	59100		
13:15	58116	58450		
13:30	57751	57800		
13:45	57847	58250		
14:00	57869	58700		
14:15	58614	58550		
14:30	58217	58400		
14:45	58001	58100		
15:00	57708	57800		
15:15	57597	57600		
15:30	57363	57400		
15:45	57029	57100		
16:00	56712	56800		
16:15	56509	56550		
16:30	56264	56300		
16:45	55861	56100		
17:00	55388	55900		
17:15	54864	55500		
17:30	54651	55100		
17:45	54343	55000		
18:00	54575	54900		
18:15	54286	55050		
18:30	54336	55200		
18:45	54345	55350		
19:00	54559	55500		
19:15	53849	55050		
19:30	53320	54600		
19:45	52733	54150		
20:00	52664	53700		
20:15	52036	53000		
20:30	51485	52300		
20:45	50906	51950		
21:00	50198	51600		
21:15	50231	51350		
21:30	50115	51100		
21:45	50391	51550		
22:00	50624	52000		
22:15	51676	52900		
22:30	52514	53800		
22:45	54667	54600		
23:00	53408	55400		
23:15	53193	54450		
23:30	51757	53500		
23:45	51661	52050		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
