Journée du 24/07/2004
Heures	Consommation	PrévisionJ-1		
00:00	48509	48700		
00:15	47599	47750		
00:30	45960	46800		
00:45	44969	45650		
01:00	44184	44500		
01:15	44279	44800		
01:30	44018	45100		
01:45	43996	44700		
02:00	43681	44300		
02:15	43776	43700		
02:30	42607	43100		
02:45	42133	42150		
03:00	41031	41200		
03:15	40652	40700		
03:30	39953	40200		
03:45	39404	39700		
04:00	38911	39200		
04:15	38867	38950		
04:30	38664	38700		
04:45	38400	38500		
05:00	38385	38300		
05:15	38616	38550		
05:30	38498	38800		
05:45	38709	38550		
06:00	38631	38300		
06:15	38397	38150		
06:30	38203	38000		
06:45	38407	38350		
07:00	38531	38700		
07:15	39304	39300		
07:30	39650	39900		
07:45	40313	40600		
08:00	40912	41300		
08:15	41921	42050		
08:30	42604	42800		
08:45	43619	43650		
09:00	44250	44500		
09:15	45166	45400		
09:30	45749	46300		
09:45	46399	46750		
10:00	46805	47200		
10:15	46924	47500		
10:30	47339	47800		
10:45	47597	47950		
11:00	47614	48100		
11:15	47670	48250		
11:30	47703	48400		
11:45	47856	48600		
12:00	48035	48800		
12:15	48628	49150		
12:30	48931	49500		
12:45	49879	50100		
13:00	49254	50700		
13:15	48133	49600		
13:30	47487	48500		
13:45	47348	48100		
14:00	46870	47700		
14:15	47249	47700		
14:30	46771	47700		
14:45	46216	47200		
15:00	46193	46700		
15:15	45862	46350		
15:30	45601	46000		
15:45	45048	45650		
16:00	44977	45300		
16:15	44539	45050		
16:30	44253	44800		
16:45	43957	44650		
17:00	44054	44500		
17:15	43478	44300		
17:30	43578	44100		
17:45	43743	44400		
18:00	43796	44700		
18:15	44020	44900		
18:30	44177	45100		
18:45	44547	45300		
19:00	44642	45500		
19:15	44381	45300		
19:30	44130	45100		
19:45	43967	44800		
20:00	43731	44500		
20:15	43355	44000		
20:30	42789	43500		
20:45	42679	43350		
21:00	42379	43200		
21:15	42533	43050		
21:30	42498	42900		
21:45	43199	43400		
22:00	43726	43900		
22:15	45149	44900		
22:30	45667	45900		
22:45	47713	46950		
23:00	46989	48000		
23:15	46821	47050		
23:30	45893	46100		
23:45	45843	45650		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
