Journée du 15/10/2010
Heures	Fioul + pointe	Charbon	Gaz	Nucléaire	Eolien	Hydraulique	Autres	Solde	Co2	Consommation	PrévisionJ-1	PrévisionJ		
00:00	0	1910	2631	43826	1244	2053	1818	664	3508	54148	53800	54100		
00:15	0	2072	2588	44620	1237	1994	1843	-998	3658	53358	52650	53050		
00:30	0	1929	2510	43664	1232	1812	1846	-951	3494	52043	51500	52000		
00:45	0	1952	2498	43406	1187	76	1848	-503	3512	50466	50250	50800		
01:00	0	1968	2514	43347	1166	74	1839	-1141	3530	49768	49000	49600		
01:15	0	2094	2541	43947	1161	0	1847	-1025	3663	49959	49300	49900		
01:30	0	1999	2516	43406	1123	0	1848	-788	3564	49377	49600	50200		
01:45	0	1999	2510	43488	1123	0	1849	-931	3562	49516	49400	49900		
02:00	0	1984	2516	43251	1119	0	1842	-1430	3547	48834	49200	49600		
02:15	0	2080	2485	43949	1092	0	1832	-2014	3624	49259	48600	48950		
02:30	0	2034	2482	43206	1086	0	1846	-2140	3584	48343	48000	48300		
02:45	0	1852	2466	43292	1064	0	1845	-2422	3404	47362	47100	47400		
03:00	0	1598	2243	43148	1049	0	1848	-2541	3081	46517	46200	46500		
03:15	0	1471	2024	44200	1077	0	1845	-3525	2878	46312	45700	46050		
03:30	0	1367	2045	44116	1075	0	1846	-3381	2787	45616	45200	45600		
03:45	0	1344	2054	44099	1048	0	1847	-3533	2768	45354	44850	45200		
04:00	0	1332	2049	43517	1031	0	1848	-3301	2755	44970	44500	44800		
04:15	0	1337	2218	43683	1061	0	1839	-3881	2817	44985	44350	44800		
04:30	0	1324	2188	43493	1035	0	1847	-3568	2797	45045	44200	44800		
04:45	0	1339	2203	43735	999	0	1848	-3935	2817	44987	44450	45150		
05:00	0	1331	2199	43686	961	0	1849	-3425	2809	45569	44700	45500		
05:15	0	1443	2194	43565	949	0	1847	-3477	2914	46348	45500	46200		
05:30	0	1693	2199	44035	929	0	1847	-3640	3156	46937	46300	46900		
05:45	0	1845	2207	44281	907	114	1845	-3424	3304	47775	47200	47950		
06:00	0	1849	2195	44210	897	523	1831	-2534	3297	48971	48100	49000		
06:15	0	1924	2264	43109	894	1232	1852	-389	3403	50886	49800	50650		
06:30	0	2022	2285	43832	869	2311	1849	-916	3503	52253	51500	52300		
06:45	0	2151	2345	44465	865	3134	1840	-718	3645	54082	53400	54300		
07:00	0	2165	2407	44345	833	4785	1850	-76	3685	56310	55300	56300		
07:15	0	2321	2584	44414	816	6001	1859	352	3902	58349	57400	58100		
07:30	0	2535	2827	44709	802	7182	1834	59	4185	59949	59500	59900		
07:45	0	2834	2819	44666	769	7490	1851	151	4475	60581	60000	60600		
08:00	0	3047	2788	44727	765	7680	1834	391	4662	61234	60500	61300		
08:15	0	3132	2808	44622	748	6731	1860	1146	4761	61049	60450	61150		
08:30	0	3124	2840	44684	733	6888	1874	822	4771	60967	60400	61000		
08:45	0	3122	2849	44781	727	7055	1876	874	4773	61285	60550	61300		
09:00	0	3079	2824	44696	722	7130	1876	1233	4723	61562	60700	61600		
09:15	0	3057	2871	44708	719	7693	1929	1147	4740	62125	60850	61900		
09:30	0	3091	2882	44703	694	7726	1939	1193	4780	62230	61000	62200		
09:45	0	3101	2898	44719	676	7746	1938	1066	4795	62146	61000	62100		
10:00	0	3120	2845	44680	651	7681	1929	1139	4791	62046	61000	62000		
10:15	36	2951	2895	44689	635	7336	2011	1541	4708	62096	60900	62100		
10:30	36	2874	2867	44806	628	7285	2012	1730	4625	62238	60800	62200		
10:45	37	2898	2906	44813	625	7412	2018	1460	4665	62171	60850	62200		
11:00	36	2860	2866	44785	609	7468	2024	1660	4616	62310	60900	62200		
11:15	38	2773	2880	44877	604	7206	2091	1786	4565	62257	60850	62200		
11:30	37	2721	2880	44898	636	7126	2088	1644	4514	62033	60800	62200		
11:45	38	2825	2878	44923	651	7105	2042	1791	4595	62254	60900	62150		
12:00	37	2784	2867	44845	649	6795	2060	2099	4558	62137	61000	62100		
12:15	36	2814	2879	44817	652	6268	2124	2321	4616	61912	60450	61750		
12:30	80	2786	2868	44795	669	5817	2118	2553	4618	61688	59900	61400		
12:45	81	2958	2877	44665	651	6519	2124	2324	4789	62201	60500	62000		
13:00	80	2829	2896	44654	665	6060	2120	2394	4670	61701	61100	62600		
13:15	79	3152	2907	44720	658	6062	2088	1463	4971	61131	60000	61350		
13:30	80	2902	2880	44594	676	5637	2076	1231	4717	60078	58900	60100		
13:45	80	2838	2832	44657	671	5366	2082	1420	4640	59947	58750	59950		
14:00	81	2791	2856	44664	664	5323	2083	1331	4605	59794	58600	59800		
14:15	0	3168	2846	44857	648	5528	2055	1034	4887	60138	58500	59750		
14:30	0	2993	2835	44619	664	5178	2058	960	4717	59308	58400	59700		
14:45	0	3097	2555	44826	663	4361	2069	1225	4720	58797	57600	58850		
15:00	0	2990	2412	44709	661	3890	2020	1280	4546	57964	56800	58000		
15:15	0	3142	2390	44756	680	4528	1957	299	4659	57754	56350	57500		
15:30	0	3089	2372	44736	685	4341	1953	91	4600	57269	55900	57000		
15:45	0	3132	2398	43816	694	5117	1956	-239	4652	56875	55450	56550		
16:00	0	2958	2345	43550	707	4916	1948	3	4463	56429	55000	56100		
16:15	0	2833	2360	43685	714	4399	1884	-55	4323	55822	54550	55600		
16:30	0	2789	2357	43560	716	3824	1905	52	4288	55205	54100	55100		
16:45	0	2879	2365	43605	703	3746	1916	24	4381	55240	53850	54800		
17:00	0	2913	2350	43483	700	3450	1917	47	4409	54862	53600	54500		
17:15	0	3075	2369	43699	723	3637	1857	-504	4547	54856	53350	54200		
17:30	0	3018	2363	43688	711	3529	1856	-333	4490	54834	53100	53900		
17:45	0	3183	2371	43823	702	3793	1852	-171	4650	55554	53450	54250		
18:00	0	3110	2361	43668	717	3935	1853	426	4577	56071	53800	54600		
18:15	0	3005	2365	43519	676	4851	1816	314	4462	56548	54250	55050		
18:30	0	3154	2385	43826	705	5383	1817	88	4613	57360	54700	55500		
18:45	0	3069	2379	43883	753	6452	1815	339	4528	58692	56000	56850		
19:00	0	3150	2363	43812	761	7646	1814	728	4600	60276	57300	58200		
19:15	0	3145	2364	43811	749	8016	1806	1370	4593	61263	58600	59500		
19:30	0	3239	2376	43827	750	8886	1805	1183	4687	62068	59900	60800		
19:45	107	3134	2371	43701	751	9074	1810	1388	4671	62338	60400	61300		
20:00	250	3081	2355	43640	742	8554	1809	1353	4729	61787	60900	61800		
20:15	253	3114	2381	43487	738	8084	1806	823	4771	60689	59800	60600		
20:30	253	3026	2380	43294	757	7260	1806	574	4686	59351	58700	59400		
20:45	250	2869	2356	43007	763	6498	1811	950	4526	58505	57950	58550		
21:00	259	2754	2345	43013	790	5839	1811	786	4419	57598	57200	57700		
21:15	262	2816	2396	42755	791	5430	1813	336	4500	56600	56350	56800		
21:30	226	2644	2345	42430	807	4863	1809	247	4287	55373	55500	55900		
21:45	6	2566	2342	42263	819	4255	1811	820	4036	54884	54750	55050		
22:00	0	2497	2338	42303	816	4222	1809	187	3962	54175	54000	54200		
22:15	0	2369	2329	42328	817	4223	1810	575	3837	54453	54400	54500		
22:30	0	2358	2326	42265	834	3983	1812	1205	3825	54785	54800	54800		
22:45	0	2657	2359	42498	817	5843	1811	1240	4124	57226	55850	55750		
23:00	0	2515	2353	42407	819	5399	1811	981	3985	56287	56900	56700		
23:15	0	2594	2353	42225	804	5219	1808	986	4060	55991	56100	56000		
23:30	0	2402	2351	41915	822	4692	1805	1452	3874	55441	55300	55300		
23:45	0	2287	2370	41925	865	5048	1803	1438	3770	55738	54750	54750		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
