Journée du 11/06/2001
Heures	Consommation	PrévisionJ-1		
00:00	41029	41599		
00:15	40689	40699		
00:30	39459	39799		
00:45	38200	38949		
01:00	38119	38099		
01:15	38419	38449		
01:30	38000	38799		
01:45	38569	38699		
02:00	37900	38599		
02:15	37939	38049		
02:30	37110	37500		
02:45	36470	36750		
03:00	35840	36000		
03:15	35529	35600		
03:30	34909	35200		
03:45	34389	34850		
04:00	34290	34500		
04:15	34380	34600		
04:30	34430	34700		
04:45	34639	34950		
05:00	35189	35200		
05:15	36180	35899		
05:30	36479	36599		
05:45	36569	37049		
06:00	37220	37500		
06:15	38709	38600		
06:30	39869	39700		
06:45	41139	41100		
07:00	42779	42500		
07:15	44189	43750		
07:30	45250	45000		
07:45	46330	46000		
08:00	47529	47000		
08:15	48380	48100		
08:30	48909	49200		
08:45	49540	49600		
09:00	49759	50000		
09:15	50240	50450		
09:30	50569	50900		
09:45	51069	51150		
10:00	51130	51400		
10:15	51060	51550		
10:30	51330	51700		
10:45	51479	51800		
11:00	51569	51900		
11:15	51759	51950		
11:30	51849	52000		
11:45	51979	52100		
12:00	52189	52200		
12:15	51909	51899		
12:30	52110	51599		
12:45	52959	52199		
13:00	52330	52799		
13:15	52340	52399		
13:30	52020	52000		
13:45	52069	52000		
14:00	51909	52000		
14:15	52099	51899		
14:30	51529	51799		
14:45	50869	51349		
15:00	50680	50900		
15:15	50430	50499		
15:30	50040	50099		
15:45	49790	49799		
16:00	49189	49500		
16:15	48979	49250		
16:30	48729	49000		
16:45	48369	48600		
17:00	48099	48200		
17:15	47740	47999		
17:30	47310	47799		
17:45	47159	47499		
18:00	47069	47200		
18:15	46950	47300		
18:30	47419	47400		
18:45	47869	47800		
19:00	47959	48200		
19:15	47880	47899		
19:30	47459	47599		
19:45	46639	47199		
20:00	46540	46799		
20:15	46069	46299		
20:30	45369	45799		
20:45	44840	45349		
21:00	44479	44900		
21:15	44090	44499		
21:30	43750	44099		
21:45	44150	44249		
22:00	44069	44400		
22:15	45630	45099		
22:30	45959	45799		
22:45	48049	46949		
23:00	47279	48099		
23:15	47290	47449		
23:30	46639	46799		
23:45	46450	46249		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
