Journée du 07/02/2009
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	66801	67900	66800		
00:15	66459	67100	66050		
00:30	65297	66300	65300		
00:45	64153	65150	64150		
01:00	63072	64000	63000		
01:15	63762	64300	63400		
01:30	63118	64600	63800		
01:45	63700	64700	63850		
02:00	62992	64800	63900		
02:15	63675	64000	63150		
02:30	62380	63200	62400		
02:45	61878	62400	61450		
03:00	60482	61600	60500		
03:15	60129	60950	59950		
03:30	59455	60300	59400		
03:45	58889	59600	58800		
04:00	58098	58900	58200		
04:15	57915	58550	57850		
04:30	57545	58200	57500		
04:45	57475	57950	57300		
05:00	57202	57700	57100		
05:15	57869	57950	57550		
05:30	58031	58200	58000		
05:45	58255	58400	58200		
06:00	58425	58600	58400		
06:15	59207	58950	58950		
06:30	59481	59300	59500		
06:45	59787	59900	60000		
07:00	60474	60500	60500		
07:15	61383	61300	61400		
07:30	62286	62100	62300		
07:45	62815	62950	62800		
08:00	63439	63800	63300		
08:15	64091	64350	63950		
08:30	64687	64900	64600		
08:45	65510	65550	65550		
09:00	66470	66200	66500		
09:15	67262	67000	67150		
09:30	67855	67800	67800		
09:45	68277	68100	68150		
10:00	68446	68400	68500		
10:15	68742	68450	68750		
10:30	68907	68500	69000		
10:45	69017	68550	69000		
11:00	68984	68600	69000		
11:15	69738	68800	69300		
11:30	69804	69000	69600		
11:45	70091	69200	70050		
12:00	70681	69400	70500		
12:15	71056	69650	70850		
12:30	71176	69900	71200		
12:45	72469	70650	71900		
13:00	71948	71400	72600		
13:15	71317	70400	71550		
13:30	70490	69400	70500		
13:45	69582	68850	69950		
14:00	69528	68300	69400		
14:15	69393	67900	69250		
14:30	68808	67500	69100		
14:45	67832	66750	68250		
15:00	67290	66000	67400		
15:15	66712	65650	67000		
15:30	66545	65300	66600		
15:45	66076	64900	66100		
16:00	65835	64500	65600		
16:15	65601	64250	65300		
16:30	65524	64000	65000		
16:45	65466	64100	65000		
17:00	65576	64200	65000		
17:15	65592	64550	65250		
17:30	66334	64900	65500		
17:45	67128	66350	66850		
18:00	68627	67800	68200		
18:15	70552	69600	69900		
18:30	71753	71400	71600		
18:45	73170	72200	72300		
19:00	74398	73000	73000		
19:15	74089	72650	72600		
19:30	73487	72300	72200		
19:45	72871	71700	71600		
20:00	72376	71100	71000		
20:15	71858	70500	70350		
20:30	70927	69900	69700		
20:45	70157	69300	69100		
21:00	69575	68700	68500		
21:15	68799	68000	67750		
21:30	67866	67300	67000		
21:45	67691	66750	66400		
22:00	67102	66200	65800		
22:15	68250	67050	66650		
22:30	68727	67900	67500		
22:45	71170	69050	68600		
23:00	70377	70200	69700		
23:15	70209	69450	69000		
23:30	69578	68700	68300		
23:45	70108	68250	68050		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
