Journée du 16/09/2010
Heures	Fioul + pointe	Charbon	Gaz	Nucléaire	Eolien	Hydraulique	Autres	Solde	Co2	Consommation	PrévisionJ-1	PrévisionJ		
00:00	0	1132	1148	43961	1052	2937	1596	-2938	2138	48889	49100	48900		
00:15	0	1193	1095	44330	1027	3230	1562	-4378	2164	48060	48050	47700		
00:30	0	1093	1095	43955	1107	2358	1582	-4705	2076	46488	47000	46500		
00:45	0	960	892	43915	1123	955	1580	-4303	1874	45121	45700	45450		
01:00	0	886	675	44154	1102	808	1576	-4785	1724	44416	44400	44400		
01:15	0	843	668	44410	1090	644	1571	-4569	1678	44657	44750	44750		
01:30	0	810	668	43485	1059	661	1576	-4446	1648	43815	45100	45100		
01:45	0	816	669	43773	1072	687	1572	-4228	1653	44363	45000	44850		
02:00	0	797	663	43310	1024	987	1576	-4626	1634	43731	44900	44600		
02:15	0	860	668	44530	1029	958	1574	-5674	1695	43945	44350	43850		
02:30	0	819	667	43694	1062	1093	1586	-5847	1660	43075	43800	43100		
02:45	0	789	668	43481	1058	595	1579	-5745	1629	42427	43050	42300		
03:00	0	801	672	43551	1033	385	1579	-6529	1642	41492	42300	41500		
03:15	0	821	672	44149	1010	98	1574	-7342	1659	40982	41700	40950		
03:30	0	785	673	43608	1001	51	1577	-7331	1626	40364	41100	40400		
03:45	0	793	672	43535	989	23	1576	-7492	1633	40098	40550	40050		
04:00	0	801	671	43588	977	30	1571	-7942	1639	39696	40000	39700		
04:15	0	812	674	43793	988	9	1569	-8119	1650	39727	40000	39600		
04:30	0	798	669	43724	990	9	1569	-8072	1634	39688	40000	39500		
04:45	0	811	670	43696	976	171	1577	-8093	1650	39808	40250	39750		
05:00	0	813	670	43346	958	186	1571	-7527	1650	40018	40500	40000		
05:15	0	1052	880	43954	929	380	1571	-7626	1955	41141	41150	40700		
05:30	0	1201	1089	43657	878	732	1578	-7716	2176	41420	41800	41400		
05:45	0	1211	1136	43812	850	1112	1579	-7452	2203	42249	42700	42450		
06:00	0	1208	1130	43636	847	1235	1567	-6255	2193	43370	43600	43500		
06:15	0	1189	1230	43541	786	1487	1580	-4979	2216	44835	45200	45100		
06:30	0	1357	1267	44401	768	1745	1580	-4393	2391	46726	46800	46700		
06:45	0	1592	1500	44918	738	2555	1592	-4470	2705	48426	48650	48600		
07:00	0	1665	1710	44661	702	3669	1580	-3692	2846	50295	50500	50500		
07:15	28	1592	1751	44575	709	3724	1599	-2326	2820	51652	51800	51400		
07:30	50	1711	1754	44732	730	4944	1600	-3208	2954	52314	53100	52300		
07:45	39	1535	1755	44635	707	5284	1599	-2988	2776	52567	53550	52800		
08:00	81	1482	1760	44537	666	5462	1600	-2318	2761	53270	54000	53300		
08:15	0	1373	1771	44425	642	4875	1617	-773	2602	53932	54350	53750		
08:30	0	1376	1767	44434	605	4969	1607	-664	2600	54097	54700	54200		
08:45	3	1469	1768	44691	579	5198	1620	-907	2697	54421	55100	54550		
09:00	92	1463	1769	44770	567	5195	1620	-666	2763	54811	55500	54900		
09:15	92	1519	1767	44813	546	5248	1666	-249	2834	55403	55800	55250		
09:30	97	1570	1776	44777	543	5321	1676	-190	2894	55570	56100	55600		
09:45	138	1644	1769	44795	510	5427	1670	-214	2993	55740	56300	55750		
10:00	194	1711	1772	44829	465	5661	1672	-332	3104	55974	56500	55900		
10:15	248	1564	1776	44900	449	5870	1746	-615	3037	55938	56600	55950		
10:30	286	1554	1773	44748	462	5872	1745	-451	3057	55990	56700	56000		
10:45	301	1526	1752	44879	450	6055	1744	-538	3034	56170	56750	56250		
11:00	338	1555	1772	44783	467	6097	1743	-295	3098	56460	56800	56500		
11:15	391	1515	1765	44873	491	5962	1793	-211	3119	56580	56950	56650		
11:30	391	1530	1762	44817	524	6099	1797	-39	3134	56881	57100	56800		
11:45	391	1572	1745	44829	525	6064	1798	-78	3169	56848	57250	57000		
12:00	390	1652	1767	44783	572	6208	1796	-56	3252	57112	57400	57200		
12:15	391	1563	1758	44710	660	5961	1831	14	3178	56890	56800	56850		
12:30	415	1534	1749	44692	679	5848	1833	109	3167	56859	56200	56500		
12:45	457	1708	1751	44889	689	6366	1834	-219	3369	57476	56900	57150		
13:00	439	1556	1759	44807	707	5793	1834	-116	3211	56780	57600	57800		
13:15	438	1740	1737	44774	773	6137	1843	-883	3383	56561	56750	56850		
13:30	452	1652	1736	44799	744	5992	1842	-1179	3309	56038	55900	55900		
13:45	447	1551	1769	44683	731	5832	1849	-762	3223	56100	56050	55850		
14:00	450	1471	1739	44736	733	5636	1847	-771	3137	55843	56200	55800		
14:15	451	1532	1729	44784	775	5669	1679	-319	3125	56302	56200	55800		
14:30	455	1477	1727	44298	832	5490	1837	-345	3138	55773	56200	55800		
14:45	454	1619	1768	44074	759	5314	1839	-271	3289	55557	55600	55250		
15:00	451	1538	1764	44024	794	5121	1837	-212	3207	55318	55000	54700		
15:15	445	1698	1769	44083	812	5237	1806	-1055	3345	54795	54650	54400		
15:30	451	1525	1764	44039	810	5013	1808	-1120	3183	54292	54300	54100		
15:45	450	1612	1766	44065	794	4654	1799	-1117	3263	54024	54000	53900		
16:00	451	1521	1770	44162	758	4395	1799	-1347	3178	53510	53700	53700		
16:15	446	1600	1763	44075	778	4523	1746	-1789	3226	53142	53300	53350		
16:30	447	1619	1769	44134	776	4254	1747	-1802	3247	52945	52900	53000		
16:45	447	1655	1767	44233	763	3875	1749	-1777	3282	52713	52550	52700		
17:00	405	1608	1764	44216	798	3821	1749	-2016	3202	52346	52200	52400		
17:15	408	1626	1770	44347	772	3776	1683	-2329	3198	52054	52000	52250		
17:30	408	1792	1767	44628	732	3884	1684	-2844	3356	52052	51800	52100		
17:45	408	1802	1766	44745	726	4040	1680	-2784	3364	52384	51900	52150		
18:00	359	1787	1766	44752	719	4227	1684	-2743	3312	52551	52000	52200		
18:15	344	1725	1767	44671	681	4633	1626	-2687	3217	52759	52350	52450		
18:30	358	1770	1767	44818	677	4793	1629	-2674	3273	53139	52700	52700		
18:45	268	1727	1774	44797	659	5516	1638	-2814	3166	53567	53450	53400		
19:00	218	1795	1766	44913	636	6131	1640	-2560	3189	54540	54200	54100		
19:15	217	1673	1768	44948	609	6717	1611	-3590	3060	53955	54150	54000		
19:30	218	1735	1757	44988	603	6826	1611	-3509	3117	54231	54100	53900		
19:45	220	1608	1763	44947	626	6538	1611	-3313	2999	54002	54700	54400		
20:00	217	1573	1728	44898	628	6562	1611	-3009	2950	54209	55300	54900		
20:15	214	1454	1770	44954	632	5898	1605	-1987	2846	54540	55400	54950		
20:30	217	1413	1746	44909	632	5858	1605	-2281	2801	54099	55500	55000		
20:45	215	1508	1769	44888	644	5903	1606	-2610	2899	53923	54700	54200		
21:00	212	1427	1757	44981	661	5531	1602	-3546	2813	52625	53900	53400		
21:15	177	1525	1770	44908	689	5846	1582	-4747	2875	51751	52900	52450		
21:30	129	1360	1767	44661	703	4577	1584	-3701	2678	51081	51900	51500		
21:45	85	1415	1771	44323	694	3638	1575	-3516	2694	49985	51050	50650		
22:00	58	1371	1770	44101	680	3443	1574	-3915	2629	49083	50200	49800		
22:15	0	1395	1770	44047	674	3213	1571	-3439	2604	49231	50250	49900		
22:30	0	1296	1775	43660	662	3216	1573	-2726	2512	49456	50300	50000		
22:45	0	1535	1704	44599	641	3594	1572	-2105	2715	51540	51450	51150		
23:00	0	1462	1635	44498	660	3371	1572	-2654	2621	50545	52600	52300		
23:15	0	1447	1491	44668	653	2730	1573	-2098	2555	50464	51500	51250		
23:30	0	1204	1491	44170	638	2263	1584	-1650	2326	49702	50400	50200		
23:45	0	1215	1499	44799	609	2143	1586	-1611	2340	50241	49800	49700		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
