Journée du 25/08/2010
Heures	Fioul + pointe	Charbon	Gaz	Nucléaire	Eolien	Hydraulique	Autres	Solde	Co2	Consommation	PrévisionJ-1	PrévisionJ		
00:00	0	819	675	43678	1057	4872	1450	-5294	1609	47258	47400	47300		
00:15	0	938	343	44873	1034	5867	1452	-8029	1605	46479	46250	46000		
00:30	0	856	350	44160	997	4782	1437	-7757	1522	44826	45100	44700		
00:45	0	866	378	44494	952	2666	1442	-7395	1544	43404	43950	43750		
01:00	0	904	375	44716	922	2368	1444	-7870	1580	42859	42800	42800		
01:15	0	872	354	44700	864	2120	1448	-7370	1543	42988	43000	43000		
01:30	0	830	382	44334	816	1741	1444	-7189	1511	42359	43200	43200		
01:45	0	902	387	45056	771	1489	1434	-7313	1579	42727	43000	42800		
02:00	0	850	431	44406	721	1268	1438	-7154	1546	41960	42800	42400		
02:15	0	803	328	44145	681	1035	1428	-6392	1460	42028	42150	41750		
02:30	0	749	324	43453	654	1043	1434	-6534	1409	41123	41500	41100		
02:45	0	723	401	42840	618	982	1434	-6631	1412	40367	40750	40300		
03:00	0	714	413	42072	589	1086	1433	-6673	1407	39635	40000	39500		
03:15	0	723	324	41117	548	1110	1427	-6067	1381	39183	39500	39100		
03:30	0	723	361	40534	534	1164	1421	-6012	1392	38727	39000	38700		
03:45	0	730	393	40122	502	1074	1428	-5838	1413	38412	38700	38400		
04:00	0	718	309	39972	493	1337	1439	-6333	1376	37935	38400	38100		
04:15	0	767	327	40786	466	1902	1427	-7669	1425	38007	38200	38050		
04:30	0	766	341	40764	452	1913	1414	-7687	1424	37964	38000	38000		
04:45	0	759	394	40616	439	2256	1434	-7717	1444	38182	38150	38100		
05:00	0	771	353	40564	452	2554	1428	-7885	1438	38239	38300	38200		
05:15	0	839	326	41409	443	3485	1433	-8831	1496	39105	38900	38750		
05:30	0	844	351	41538	433	3317	1427	-8623	1507	39288	39500	39300		
05:45	0	821	375	42355	418	3254	1435	-8729	1497	39931	40050	39950		
06:00	0	808	353	43288	407	3145	1434	-8727	1476	40709	40600	40600		
06:15	0	802	347	43446	412	3063	1425	-7771	1465	41725	41550	41600		
06:30	0	857	406	44062	420	3155	1423	-7652	1538	42672	42500	42600		
06:45	0	890	364	44633	411	3243	1428	-8089	1556	42881	43150	43050		
07:00	0	878	340	44560	412	3254	1421	-7310	1533	43555	43800	43500		
07:15	0	887	369	44335	413	3383	1435	-6439	1558	44385	44700	44350		
07:30	0	683	365	44915	419	3646	1434	-6243	1360	45219	45600	45200		
07:45	0	702	336	45263	427	4377	1437	-6814	1369	45728	46400	46150		
08:00	0	734	326	45807	432	4556	1437	-6156	1396	47137	47200	47100		
08:15	0	651	507	45627	408	4513	1485	-5167	1401	48025	48150	48000		
08:30	0	710	528	46180	420	4554	1483	-5015	1465	48862	49100	48900		
08:45	0	770	668	46580	432	5153	1448	-5440	1559	49612	49800	49700		
09:00	0	771	1136	46326	402	5218	1466	-4851	1735	50469	50500	50500		
09:15	0	753	1200	46218	425	5322	1551	-4057	1775	51412	51050	51150		
09:30	0	822	1145	46615	408	5697	1553	-4537	1822	51704	51600	51800		
09:45	0	869	1193	46480	424	6599	1550	-4715	1883	52401	51950	52200		
10:00	0	888	1157	46284	449	6789	1562	-4506	1894	52624	52300	52600		
10:15	13	868	1229	46241	451	7034	1629	-4372	1938	53094	52600	52900		
10:30	25	880	1210	46267	462	7192	1646	-4480	1958	53202	52900	53200		
10:45										53509	53200	53450		
11:00	49	982	1181	46185	473	7411	1645	-4201	2065	53726	53500	53700		
11:15	47	955	1201	46066	477	7568	1701	-3863	2067	54154	53700	54050		
11:30	50	986	1169	46348	503	7546	1697	-3947	2086	54353	53900	54400		
11:45	50	1075	1192	46507	539	7373	1697	-3947	2180	54487	54100	54750		
12:00	46	1050	1201	46305	530	7490	1710	-3304	2161	55029	54300	55100		
12:15	50	1049	1146	46325	564	6762	1734	-2491	2153	55140	54200	55150		
12:30	50	1034	1151	46251	596	7226	1733	-2800	2140	55242	54100	55200		
12:45	50	1045	1179	46272	629	7552	1745	-2673	2165	55800	54650	55600		
13:00	51	990	1209	46151	657	7343	1724	-3081	2116	55045	55200	56000		
13:15	51	1060	1154	46314	711	7688	1720	-3812	2162	54886	54150	55250		
13:30	51	981	1164	46211	709	7362	1724	-3698	2091	54504	53100	54500		
13:45	51	956	1195	46132	759	7370	1722	-3820	2077	54365	53250	54400		
14:00	52	927	1196	46049	772	7416	1733	-3818	2055	54328	53400	54300		
14:15	51	1030	1203	46213	819	7587	1979	-3818	2254	55064	53550	54550		
14:30	55	1014	1196	46151	824	7230	1978	-3825	2239	54624	53700	54800		
14:45	53	1046	1217	45941	853	6981	1972	-3761	2273	54303	53250	54300		
15:00	85	970	1201	45694	822	6769	1975	-3794	2221	53723	52800	53800		
15:15	117	1044	1042	45962	837	6880	1683	-4254	2144	53311	52600	53550		
15:30										53053	52400	53300		
15:45										52650	52000	52900		
16:00	131	962	1048	45816	907	6146	1689	-4525	2081	52174	51600	52500		
16:15	168	1099	1059	46366	924	6175	1802	-5588	2291	52005	51400	52250		
16:30	167	1073	1029	46188	954	6102	1792	-5545	2251	51762	51200	52000		
16:45	124	1083	1037	46272	952	5869	1802	-5596	2233	51544	50850	51600		
