Journée du 05/09/2010
Heures	Fioul + pointe	Charbon	Gaz	Nucléaire	Eolien	Hydraulique	Autres	Solde	Co2	Consommation	PrévisionJ-1	PrévisionJ		
00:00	0	928	729	41139	867	4817	1597	-4267	1792	45810	46000	45800		
00:15	0	890	591	42475	864	5061	1599	-6248	1707	45233	44900	44750		
00:30	0	970	507	42715	895	4297	1582	-7298	1746	43669	43800	43700		
00:45	0	852	398	42068	896	3769	1590	-7304	1597	42270	42650	42550		
01:00	0	908	309	41683	892	3392	1571	-7276	1611	41480	41500	41400		
01:15	0	872	293	42410	880	3197	1585	-7648	1576	41590	41700	41700		
01:30	0	787	298	41960	863	2999	1588	-7458	1498	41039	41900	42000		
01:45	0	729	294	42203	861	3038	1571	-7626	1434	41071	41550	41400		
02:00	0	721	313	41951	872	2949	1573	-8119	1434	40260	41200	40800		
02:15	0	675	306	42518	873	2692	1575	-8145	1388	40496	40350	40100		
02:30	0	613	297	41989	877	2185	1568	-8149	1322	39380	39500	39400		
02:45	0	596	299	41668	840	1977	1571	-8261	1308	38691	38600	38500		
03:00	0	590	306	40712	788	1957	1575	-8281	1306	37648	37700	37600		
03:15	0	620	297	40827	768	1429	1571	-8449	1330	37064	37050	37100		
03:30	0	286	306	40651	744	1419	1563	-8323	1010	36648	36400	36600		
03:45	0	297	307	40874	760	653	1551	-8268	1016	36174	36050	36150		
04:00	0	286	294	40587	748	570	1557	-8480	1003	35563	35700	35700		
04:15	0	297	298	40965	725	230	1554	-8684	1014	35386	35400	35500		
04:30	0	291	306	41211	707	270	1551	-9046	1010	35291	35100	35300		
04:45	0	280	309	41073	700	279	1552	-9184	1001	35010	34850	35100		
05:00	0	268	309	40943	698	320	1554	-9185	990	34908	34600	34900		
05:15	0	274	306	40624	692	400	1546	-8923	991	34920	34600	34900		
05:30	0	280	302	40663	703	368	1540	-8951	993	34907	34600	34900		
05:45	0	277	303	40530	734	634	1522	-8997	983	35004	34650	35050		
06:00	0	363	309	40425	732	607	1530	-8722	1071	35245	34700	35200		
06:15	0	399	312	40575	721	652	1547	-8563	1114	35644	35050	35300		
06:30	0	359	312	40535	729	611	1543	-8536	1074	35555	35400	35400		
06:45	0	316	302	40585	735	551	1549	-8415	1031	35624	35350	35300		
07:00	0	253	302	40615	734	623	1554	-8793	973	35288	35300	35200		
07:15	0	211	304	40104	738	461	1539	-8292	927	35066	35050	35050		
07:30	0	226	308	40306	752	484	1553	-8600	949	35030	34800	34900		
07:45	0	232	306	40392	725	508	1549	-8515	952	35199	35200	35300		
08:00	0	232	303	40673	716	549	1550	-8302	951	35721	35600	35700		
08:15	0	232	306	40878	684	1282	1588	-8779	968	36192	36400	36400		
08:30	0	232	295	41509	609	1310	1587	-8488	963	37054	37200	37100		
08:45	0	244	292	42115	556	1311	1591	-8478	975	37631	37900	37750		
09:00	0	250	301	42584	501	1311	1587	-8170	983	38365	38600	38400		
09:15	0	258	312	42610	425	1829	1655	-7781	1022	39310	39300	39150		
09:30	0	249	304	42884	397	1859	1652	-7498	1009	39848	40000	39900		
09:45	0	249	307	43220	359	2447	1656	-7783	1012	40457	40550	40450		
10:00	0	249	312	43081	318	2518	1651	-7106	1012	41025	41100	41000		
10:15	0	289	311	43431	292	2550	1748	-7082	1088	41541	41600	41550		
10:30	0	372	304	43723	276	2748	1738	-7105	1162	42057	42100	42100		
10:45	0	388	306	43747	264	3079	1741	-6960	1179	42566	42500	42500		
11:00	0	396	310	43823	256	3139	1736	-6808	1186	42852	42900	42900		
11:15	0	390	313	43853	251	2973	1809	-6405	1211	43186	43150	43200		
11:30	0	374	314	43722	256	3551	1811	-6507	1196	43522	43400	43500		
11:45	0	374	303	43429	265	4052	1811	-6413	1192	43821	43850	43900		
12:00	0	374	294	43443	286	3947	1812	-5821	1190	44337	44300	44300		
12:15	0	388	293	43134	306	3811	1840	-4530	1214	45242	44900	45000		
12:30	0	368	306	43389	353	4008	1846	-4610	1202	45661	45500	45700		
12:45	0	406	305	43531	366	4662	1845	-4616	1237	46500	46150	46150		
13:00	0	396	305	43554	383	4572	1850	-5321	1230	45740	46800	46600		
13:15	0	362	311	43580	373	4237	1863	-5612	1204	45114	45550	45300		
13:30	0	316	305	43265	363	3933	1863	-6066	1158	43979	44300	44000		
13:45	0	271	295	43097	350	3452	1863	-5909	1111	43419	43700	43500		
14:00	0	262	309	42597	348	3374	1866	-5792	1109	42964	43100	43000		
14:15	0	281	312	42742	352	3090	1850	-5699	1122	42929	42950	42850		
14:30	0	275	302	42787	366	2595	1862	-5581	1117	42607	42800	42700		
14:45	0	268	295	42740	356	2135	1862	-5564	1108	42093	42100	42050		
15:00	0	274	302	42325	359	2058	1860	-5715	1115	41463	41400	41400		
15:15	0	298	295	41913	376	2007	1833	-5648	1125	41076	41100	41150		
15:30	0	298	302	41187	372	2019	1824	-5159	1124	40844	40800	40900		
15:45	0	313	304	41391	383	1522	1824	-5496	1139	40241	40450	40550		
16:00	0	305	310	41119	400	1533	1820	-5334	1132	40153	40100	40200		
16:15	0	313	297	42072	416	1573	1760	-6535	1111	39897	39900	40050		
16:30	0	298	304	41591	422	1510	1770	-6363	1103	39533	39700	39900		
16:45	0	313	308	41564	432	1748	1767	-6544	1118	39589	39450	39700		
17:00	0	298	306	41525	442	1718	1766	-6427	1103	39629	39200	39500		
17:15	0	296	313	41848	424	1698	1695	-6849	1074	39425	39350	39600		
17:30	0	311	291	42135	436	1828	1693	-6892	1080	39803	39500	39700		
17:45	0	294	302	41647	457	2435	1705	-6884	1073	39957	39750	39900		
18:00	0	294	307	41802	462	2543	1700	-6728	1072	40381	40000	40100		
18:15	0	309	300	42564	490	2791	1622	-7249	1053	40828	40450	40500		
18:30	0	294	309	42765	499	3184	1628	-7209	1045	41471	40900	40900		
18:45	0	309	307	43029	519	3321	1624	-7124	1057	41986	41650	41600		
19:00	0	301	297	43273	535	3452	1629	-6847	1047	42641	42400	42300		
19:15	0	297	301	42889	556	4271	1575	-6851	1023	43040	42750	42600		
19:30	0	289	303	43124	551	4426	1584	-6815	1020	43463	43100	42900		
19:45	0	305	298	43480	590	4585	1589	-7072	1036	43776	43600	43350		
20:00	0	301	290	43242	641	4644	1592	-6463	1030	44248	44100	43800		
20:15	0	299	296	43254	702	4818	1577	-6217	1024	44729	44950	44600		
20:30	0	291	303	43501	790	5163	1577	-6021	1019	45604	45800	45400		
20:45	0	313	302	43526	865	5698	1579	-5870	1041	46414	46400	45950		
21:00	0	305	303	43481	945	5768	1580	-6031	1034	46353	47000	46500		
21:15	0	282	302	43510	986	5493	1575	-5901	1009	46248	46600	46150		
21:30	0	282	303	43317	1078	4697	1577	-5535	1011	45719	46200	45800		
21:45	0	277	302	43664	1113	4292	1576	-5760	1005	45465	45550	45200		
22:00	0	282	305	42993	1129	4091	1582	-5876	1013	44507	44900	44600		
22:15	0	294	305	43351	1161	4119	1573	-5615	1021	45188	45250	44950		
22:30	0	285	299	42818	1209	4812	1572	-5614	1010	45382	45600	45300		
22:45	0	283	304	43662	1249	5815	1569	-5195	1008	47687	46650	46400		
23:00	0	276	310	43330	1229	5663	1580	-5473	1008	46917	47700	47500		
23:15	0	280	307	43038	1238	5315	1573	-5271	1008	46481	46800	46650		
23:30	0	280	306	42908	1267	4727	1581	-5372	1011	45696	45900	45800		
23:45	0	275	309	43222	1279	4640	1573	-5221	1004	46078	45500	45450		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
