Journée du 22/11/2012
Données consolidées
Heures	Consommation	Prévision J-1	Prévision J	Fioul	Charbon	Gaz	Nucléaire	Eolien	Solaire	Hydraulique	Pompage	Autres	Ech. physiques	Taux de Co2	Ech. comm. Allemagne	Ech. comm. Angleterre	Ech. comm. Belgique	Ech. comm. Espagne	Ech. comm. Italie	Ech. comm. Suisse
00:00	62916	61700	62100	549	3069	3026	55520	1667	0	4511	-8	695	-6113	71	2675	-771	-2144	-900	-2502	-2903	
00:15		60700	61050																		
00:30	61106	59700	60000	550	2750	3022	55388	1653	0	4318	-548	696	-6723	68							
00:45		58850	58800																		
01:00	58522	58000	57600	553	2239	3027	54900	1592	0	3937	-1282	701	-7144	63	2900	-1000	-2204	-1100	-2502	-2451	
01:15		57900	57700																		
01:30	57964	57800	57800	552	1964	3029	54810	1586	0	3726	-1944	710	-6469	60							
01:45		57650	57800																		
02:00	57630	57500	57800	556	1907	3025	55089	1548	0	3598	-2387	714	-6421	60	2555	-1000	-2403	-1100	-2411	-2685	
02:15		56850	57050																		
02:30	57336	56200	56300	552	1768	3029	55418	1497	0	3390	-1853	713	-7179	57							
02:45		55250	55550																		
03:00	55681	54300	54800	551	1543	3031	54014	1466	0	3421	-1969	713	-7089	55	1349	-1000	-2453	-1100	-2502	-3165	
03:15		53750	54200																		
03:30	54478	53200	53600	546	1619	3033	54611	1443	0	3311	-2029	716	-8774	56							
03:45		52850	53300																		
04:00	53730	52500	53000	547	1605	3038	54088	1496	0	3363	-2228	709	-8889	56	42	-1000	-2395	-1100	-2502	-3004	
04:15		52600	52800																		
04:30	53594	52700	52600	546	1645	3038	54343	1487	0	3486	-1746	706	-9913	56							
04:45		53100	53150																		
05:00	54073	53500	53700	546	1732	3041	54001	1509	0	3580	-1257	708	-9785	57	1201	-951	-2044	-1068	-2502	-2946	
05:15		54400	54600																		
05:30	56084	55300	55500	545	1923	3038	54226	1502	0	3850	-1252	708	-8456	59							
05:45		56450	56800																		
06:00	58043	57600	58100	543	2226	3336	55141	1524	0	4105	-1251	703	-8285	63	2065	336	-1676	-78	-2502	-3160	
06:15		59300	60150																		
06:30	62198	61000	62200	543	2570	3419	55137	1614	0	4724	-1166	699	-5342	68							
06:45		62950	64050																		
07:00	65985	64900	65900	541	2949	3669	55254	1682	0	6635	-415	693	-5024	71	2807	652	-1347	650	-2657	-3199	
07:15		66700	67700																		
07:30	69815	68500	69500	547	3328	3930	55661	1738	0	7443	-2	700	-3529	75							
07:45		68900	69850																		
08:00	70745	69300	70200	570	3637	3928	55820	1795	0	7874	-2	701	-3578	78	2636	-28	-1261	700	-2657	-3207	
08:15		69400	70050																		
08:30	70390	69500	69900	579	3704	3924	55796	1849	32	8156	-2	700	-4348	78							
08:45		69700	69950																		
09:00	70402	69900	70000	577	3666	3921	55851	1876	185	8016	-2	682	-4370	78	3000	-611	-1498	679	-2657	-3200	
09:15		70100	70050																		
09:30	70728	70300	70100	579	3757	3954	55922	1833	438	8070	-2	682	-4504	79							
09:45		70300	70050																		
10:00	70558	70300	70000	600	3484	3894	55912	1766	757	8008	-3	687	-4549	75	3000	-999	-1551	700	-2657	-3200	
10:15		70200	69500																		
10:30	70290	70100	69000	604	3444	3864	55959	1724	1084	7461	-2	687	-4534	75							
10:45		70050	68800																		
11:00	69943	70000	68600	648	3434	3827	56046	1651	1376	6868	-2	712	-4616	76	3000	-1000	-1689	700	-2657	-3200	
11:15		70100	68650																		
11:30	69898	70200	68700	671	3439	3825	55790	1672	1625	7007	-2	705	-4834	76							
11:45		70300	68650																		
12:00	69947	70400	68600	735	3370	3824	55846	1721	1807	6751	-2	709	-4814	75	2653	-1000	-1657	699	-2431	-3200	
12:15		69700	68100																		
12:30	68988	69000	67600	727	3141	3803	55738	1768	1923	6302	-2	712	-5124	73							
12:45		69600	68100																		
13:00	69025	70200	68600	728	3133	3757	55763	1815	1949	6301	-2	717	-5136	73	1778	-1000	-1783	700	-2447	-3200	
13:15		69250	67600																		
13:30	68050	68300	66600	831	3169	3761	55627	1940	1894	6190	-2	720	-6079	74							
13:45		68100	66350																		
14:00	67357	67900	66100	955	3035	3698	55646	2005	1767	5784	-2	712	-6245	74	1845	-1000	-1930	699	-2656	-3203	
14:15		67700	65400																		
14:30	66948	67500	64700	1040	2936	3608	55695	2105	1618	5828	-17	721	-6587	73							
14:45		66950	64350																		
15:00	65598	66400	64000	1102	2755	3602	55610	2158	1442	5392	-545	733	-6650	73	574	-855	-2155	600	-2657	-3203	
15:15		66050	63700																		
15:30	64906	65700	63400	556	3053	3651	56223	2243	1166	5699	-752	740	-7674	71							
15:45		65450	63300																		
16:00	64526	65200	63200	538	2938	3705	56106	2305	815	5648	-346	737	-7919	69	-590	-764	-2400	650	-2657	-3200	
16:15		65300	63450																		
16:30	64546	65400	63700	571	3324	3780	56365	2319	449	6235	-16	740	-9221	74							
16:45		65900	64350																		
17:00	65425	66400	65000	661	3390	3916	56594	2415	137	6567	-2	734	-8987	76	241	-999	-2425	700	-2657	-2521	
17:15		67750	66500																		
17:30	68178	69100	68000	593	3683	3833	56787	2589	24	7424	-2	723	-7476	77							
17:45		70500	69500																		
18:00	70959	71900	71000	584	3864	3843	56892	2729	5	9798	-2	728	-7482	76	2124	-999	-1962	700	-2657	-2373	
18:15		72600	71850																		
18:30	72499	73300	72700	585	3744	3747	56998	2890	0	9155	-2	735	-5353	75							
18:45		73950	73500																		
19:00	74113	74600	74300	721	4160	3771	57014	3000	0	9753	-2	743	-5047	81	2373	-999	-1198	700	-2657	-3200	
19:15		73750	73500																		
19:30	72599	72900	72700	754	3849	3925	57020	3163	0	8435	-2	742	-5287	79							
19:45		71750	71600																		
20:00	70572	70600	70500	542	3721	3892	56922	3298	0	7210	-2	743	-5754	77	1493	-999	-1468	697	-2657	-3200	
20:15		69400	69300																		
20:30	68125	68200	68100	543	3476	3526	56025	3374	0	6773	-2	747	-6337	74							
20:45		67050	67000																		
21:00	66080	65900	65900	545	3030	3468	55215	3445	0	6003	-2	756	-6379	70	2067	-999	-2512	-675	-2657	-3204	
21:15		64850	64900																		
21:30	64006	63800	63900	551	2963	3446	55463	3458	0	5507	-54	755	-8084	69							
21:45		62850	63000																		
22:00	62317	61900	62100	551	2648	3456	55419	3532	0	5004	-975	755	-8072	67	1905	-1000	-2237	-296	-2657	-3200	
22:15		61900	62100																		
22:30	62312	61900	62100	552	2005	3465	55744	3495	0	4802	-942	745	-7555	58							
22:45		63300	63550																		
23:00	64892	64700	65000	553	1762	3293	56653	3549	0	5710	-163	752	-7216	53	2044	-789	-1788	-226	-2502	-3199	
23:15		63850	64200																		
23:30	63651	63000	63400	554	1517	3267	55825	3625	0	4712	-164	749	-6434	51							
23:45		62900	63100																		
RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
