Journée du 09/11/2001
Heures	Consommation	PrévisionJ-1		
00:00	54180	52599		
00:15	54069	51849		
00:30	52619	51099		
00:45	51479	50149		
01:00	51290	49200		
01:15	51860	49700		
01:30	51529	50200		
01:45	52270	50249		
02:00	51459	50299		
02:15	51639	49999		
02:30	50650	49700		
02:45	50430	48800		
03:00	49419	47900		
03:15	49290	47400		
03:30	48560	46900		
03:45	48299	46450		
04:00	47689	46000		
04:15	47799	45950		
04:30	47979	45900		
04:45	47959	45999		
05:00	48009	46099		
05:15	49290	46899		
05:30	49840	47700		
05:45	50639	48550		
06:00	51380	49400		
06:15	52810	50800		
06:30	54159	52200		
06:45	56259	54249		
07:00	57840	56299		
07:15	59959	57949		
07:30	61419	59599		
07:45	61659	59999		
08:00	62270	60400		
08:15	62790	60650		
08:30	62970	60900		
08:45	63479	61099		
09:00	63930	61299		
09:15	63900	61399		
09:30	63939	61500		
09:45	63930	61450		
10:00	63990	61400		
10:15	63889	61249		
10:30	63669	61099		
10:45	63599	60949		
11:00	63299	60799		
11:15	63310	60749		
11:30	63270	60700		
11:45	63240	60600		
12:00	63310	60500		
12:15	62990	60049		
12:30	62779	59599		
12:45	63720	60099		
13:00	62880	60599		
13:15	63299	60299		
13:30	62770	60000		
13:45	62709	59899		
14:00	62250	59799		
14:15	62619	59499		
14:30	61830	59200		
14:45	60750	58800		
15:00	60400	58400		
15:15	59950	58150		
15:30	59750	57900		
15:45	59490	57650		
16:00	59150	57400		
16:15	58830	57349		
16:30	58720	57299		
16:45	58610	57799		
17:00	59099	58299		
17:15	59759	59499		
17:30	61310	60700		
17:45	63319	61800		
18:00	64800	62900		
18:15	65940	63749		
18:30	66510	64599		
18:45	66959	64949		
19:00	67260	65300		
19:15	66730	64650		
19:30	66029	64000		
19:45	64830	63049		
20:00	64059	62099		
20:15	63279	61199		
20:30	62419	60299		
20:45	61319	59499		
21:00	60400	58700		
21:15	59470	57749		
21:30	58659	56799		
21:45	58130	56149		
22:00	57729	55500		
22:15	58729	56100		
22:30	58599	56700		
22:45	60180	57249		
23:00	59220	57799		
23:15	59049	56849		
23:30	58169	55900		
23:45	58549	55099		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
