Journée du 21/06/2010
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	45563	45300	45600		
00:15	44977	44250	44500		
00:30	43447	43200	43400		
00:45	42092	42100	42350		
01:00	41433	41000	41300		
01:15	41654	41300	41650		
01:30	41169	41600	42000		
01:45	41139	41400	41600		
02:00	40677	41200	41200		
02:15	40974	40500	40600		
02:30	40046	39800	40000		
02:45	39317	39050	39250		
03:00	38487	38300	38500		
03:15	38305	37750	38100		
03:30	37701	37200	37700		
03:45	37361	36850	37350		
04:00	37075	36500	37000		
04:15	37246	36550	37100		
04:30	37185	36600	37200		
04:45	37375	36950	37700		
05:00	38126	37300	38200		
05:15	39042	38050	38850		
05:30	39424	38800	39500		
05:45	39689	39300	40050		
06:00	40503	39800	40600		
06:15	42009	41000	41950		
06:30	43311	42200	43300		
06:45	44458	43550	44700		
07:00	46045	44900	46100		
07:15	47500	46400	47500		
07:30	48911	47900	48900		
07:45	49647	49000	49900		
08:00	50879	50100	50900		
08:15	51697	50950	51550		
08:30	52190	51800	52200		
08:45	52741	52400	52700		
09:00	53213	53000	53200		
09:15	53672	53500	53550		
09:30	53896	54000	53900		
09:45	54349	54300	54200		
10:00	54514	54600	54500		
10:15	54563	54800	54550		
10:30	54719	55000	54600		
10:45	54978	55200	54850		
11:00	55053	55400	55100		
11:15	55350	55550	55300		
11:30	55343	55700	55500		
11:45	55813	56050	55850		
12:00	56172	56400	56200		
12:15	56011	56100	55800		
12:30	55827	55800	55400		
12:45	56816	56450	56250		
13:00	56215	57100	57100		
13:15	55806	56300	56200		
13:30	55331	55500	55300		
13:45	55702	55700	55350		
14:00	55374	55900	55400		
14:15	55800	55750	55450		
14:30	55312	55600	55500		
14:45	54613	55050	54900		
15:00	54103	54500	54300		
15:15	53725	54250	54050		
15:30	53259	54000	53800		
15:45	52830	53550	53300		
16:00	52505	53100	52800		
16:15	51932	52800	52450		
16:30	51839	52500	52100		
16:45	51277	52150	51750		
17:00	50915	51800	51400		
17:15	50689	51400	50950		
17:30	50464	51000	50500		
17:45	50329	51050	50550		
18:00	50575	51100	50600		
18:15	50736	51300	50850		
18:30	50952	51500	51100		
18:45	51631	51950	51550		
19:00	52033	52400	52000		
19:15	51768	52200	51800		
19:30	51195	52000	51600		
19:45	50775	51350	51000		
20:00	50004	50700	50400		
20:15	49257	49950	49650		
20:30	48763	49200	48900		
20:45	48426	48750	48450		
21:00	47303	48300	48000		
21:15	47270	47900	47600		
21:30	46969	47500	47200		
21:45	46888	47550	47300		
22:00	46762	47600	47400		
22:15	47919	48450	48250		
22:30	49000	49300	49100		
22:45	51615	50500	50300		
23:00	50920	51700	51500		
23:15	50891	50750	50550		
23:30	50151	49800	49600		
23:45	50457	49150	49050		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
