Journée du 08/10/2010
Heures	Fioul + pointe	Charbon	Gaz	Nucléaire	Eolien	Hydraulique	Autres	Solde	Co2	Consommation	PrévisionJ-1	PrévisionJ		
00:00	0	1976	2352	43832	1448	3066	1760	-3694	3447	50740	50800	50700		
00:15	0	2186	2284	44638	1431	2886	1733	-5102	3614	50058	49750	49600		
00:30	0	2028	2260	43910	1398	1736	1732	-4585	3453	48480	48700	48500		
00:45	0	1979	2244	43678	1389	0	1733	-4081	3401	46835	47450	47200		
01:00	0	2037	2356	44027	1393	0	1731	-5213	3496	45975	46200	45900		
01:15	0	2226	2285	44709	1374	0	1730	-5708	3651	46116	46500	46000		
01:30	0	2139	2322	44298	1379	0	1729	-5651	3581	45686	46800	46100		
01:45	0	2143	2331	44419	1354	0	1730	-5547	3588	45645	46550	45950		
02:00	0	2166	1984	44523	1374	0	1730	-5756	3485	45272	46300	45800		
02:15	0	2267	1730	44759	1410	0	1729	-5676	3490	45563	45600	45150		
02:30	0	2161	1707	44202	1413	0	1730	-6095	3381	44455	44900	44500		
02:45	0	1945	1723	43999	1394	0	1729	-6232	3179	43852	44050	43700		
03:00	0	1837	1655	43309	1388	0	1738	-6327	3054	42879	43200	42900		
03:15	0	2046	1644	43997	1380	0	1748	-7479	3255	42587	42750	42350		
03:30	0	1990	1640	43585	1388	0	1752	-7571	3201	41837	42300	41800		
03:45	0	1847	1654	43482	1375	0	1749	-7433	3068	41628	41900	41500		
04:00	0	1714	1610	43416	1328	0	1752	-7479	2926	41284	41500	41200		
04:15	0	1689	1649	43659	1327	0	1755	-7845	2917	41272	41450	41150		
04:30	0	1659	1662	43693	1341	0	1758	-7917	2894	41227	41400	41100		
04:45	0	1671	1653	43760	1362	0	1758	-7846	2902	41381	41600	41350		
05:00	0	1638	1651	43779	1378	0	1758	-7591	2870	41688	41800	41600		
05:15	0	1620	1854	43699	1383	0	1759	-6588	2926	42671	42450	42300		
05:30	0	1680	1873	44254	1388	0	1760	-7316	2991	43031	43100	43000		
05:45	0	1744	1854	44449	1357	0	1765	-7013	3047	43834	44050	44000		
06:00	0	1671	1857	44244	1345	149	1765	-5988	2979	45044	45000	45000		
06:15	0	1955	1880	44219	1320	519	1768	-4836	3260	46826	46650	46650		
06:30	0	2198	2029	44414	1330	718	1769	-4129	3548	48331	48300	48300		
06:45	0	2755	2005	44538	1301	1880	1769	-4286	4074	49963	50150	50150		
07:00	0	2945	2019	44381	1280	2563	1766	-2945	4260	52009	52000	52000		
07:15	0	3147	2225	44514	1308	3184	1764	-1982	4528	54160	53600	53950		
07:30	0	3477	2415	45160	1329	4292	1763	-2573	4912	55865	55200	55900		
07:45	0	3373	2400	45041	1329	4860	1760	-2526	4806	56236	55600	56100		
08:00	0	3345	2395	44930	1358	4785	1765	-2380	4779	56200	56000	56300		
08:15	0	3297	2416	44797	1340	4945	1794	-2289	4752	56300	56200	56400		
08:30	0	3426	2375	45044	1333	4925	1793	-2227	4861	56670	56400	56500		
08:45	0	3493	2402	45113	1345	4997	1792	-2309	4935	56834	56650	56650		
09:00	0	3617	2387	45274	1311	5155	1799	-2863	5051	56681	56900	56800		
09:15	0	3483	2420	45131	1278	6167	1856	-3240	4957	57096	57100	57050		
09:30	107	3461	2352	45030	1254	6241	1857	-3051	4997	57251	57300	57300		
09:45	48	3564	2388	45235	1238	6294	1853	-3038	5060	57583	57350	57400		
10:00	158	3471	2375	45166	1214	6142	1853	-2834	5054	57546	57400	57500		
10:15	164	3524	2373	45110	1200	5793	1935	-2538	5142	57563	57400	57450		
10:30	176	3507	2356	45021	1169	5802	1933	-2629	5129	57335	57400	57400		
10:45	170	3628	2380	45113	1169	5561	1934	-2395	5249	57560	57500	57400		
11:00	164	3645	2389	45046	1164	5548	1932	-2456	5263	57433	57600	57400		
11:15	164	3454	2349	44978	1148	5301	2455	-1851	5275	58000	57650	57450		
11:30	164	3515	2370	44947	1120	5044	2427	-1687	5329	57900	57700	57500		
11:45	164	3627	2366	45058	1085	5037	2004	-1365	5266	57977	57900	57800		
12:00	164	3548	2356	44938	1093	4951	2005	-1132	5187	57922	58100	58100		
12:15	179	3526	2323	44885	1101	4460	2038	-561	5179	57951	57550	57650		
12:30	161	3475	2343	44829	1075	4347	2036	-583	5122	57683	57000	57200		
12:45	179	3706	2341	44937	1055	4931	2039	-562	5359	58627	57700	58050		
13:00	179	3486	2340	44899	1076	4628	2036	-945	5146	57700	58400	58900		
13:15	179	3654	2332	44763	1066	4503	2042	-1178	5307	57362	57400	57750		
13:30	173	3504	2334	44477	1055	4306	2041	-1289	5159	56601	56400	56600		
13:45	173	3574	2355	44578	1024	3973	2034	-1229	5231	56482	56400	56600		
14:00	173	3473	2296	44368	1055	3991	2039	-1030	5114	56366	56400	56600		
14:15	173	3746	2313	44767	1053	3947	2024	-1553	5377	56472	56300	56450		
14:30	161	3569	2305	44441	1053	3867	2023	-1352	5194	56068	56200	56300		
14:45	164	3686	2327	44462	1055	3290	2022	-1368	5316	55639	55650	55700		
15:00	158	3561	2303	44268	1049	3215	2026	-1813	5184	54768	55100	55100		
15:15	176	3912	2335	44878	999	3211	1976	-2723	5527	54765	54700	54700		
15:30	170	3559	2312	44323	1018	3456	1974	-2693	5174	54120	54300	54300		
15:45	170	3529	2297	44214	1035	3347	1973	-2876	5140	53690	53950	53900		
16:00	164	3566	2291	44255	1044	2929	1961	-3101	5164	53111	53600	53500		
16:15	152	3653	2335	44485	1071	2634	1898	-3500	5228	52729	53250	53100		
16:30	155	3530	2335	44295	1056	2596	1930	-3504	5125	52393	52900	52700		
16:45	119	3496	2311	44286	1058	2259	1905	-3403	5045	52032	52650	52450		
17:00	125	3565	2314	44400	1075	2323	1907	-3801	5118	51910	52400	52200		
17:15	176	3388	2306	43932	1097	2517	1834	-3912	4957	51339	52200	51950		
17:30	176	3440	2305	43898	1090	2547	1833	-4071	5006	51220	52000	51700		
