Journée du 05/11/2009
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	57907	58800	57900		
00:15	57763	57700	57100		
00:30	56331	56600	56300		
00:45	54969	55500	55150		
01:00	54045	54400	54000		
01:15	54405	54700	54250		
01:30	53892	55000	54500		
01:45	54279	54850	54400		
02:00	53604	54700	54300		
02:15	54314	54050	53850		
02:30	53403	53400	53400		
02:45	52602	52550	52400		
03:00	51421	51700	51400		
03:15	51106	51250	50900		
03:30	50263	50800	50400		
03:45	50181	50400	50000		
04:00	49601	50000	49600		
04:15	49456	49800	49600		
04:30	49575	49600	49600		
04:45	49620	49750	49950		
05:00	50313	49900	50300		
05:15	51167	50800	51100		
05:30	51795	51700	51900		
05:45	52561	52800	53050		
06:00	54225	53900	54200		
06:15	56089	55450	55850		
06:30	57637	57000	57500		
06:45	59009	58900	59550		
07:00	61749	60800	61600		
07:15	63173	62300	62700		
07:30	63802	63800	63800		
07:45	64427	64350	64350		
08:00	64878	64900	64900		
08:15	64878	65150	65050		
08:30	65211	65400	65200		
08:45	65432	65600	65400		
09:00	65501	65800	65600		
09:15	65913	66000	65850		
09:30	65904	66200	66100		
09:45	65678	66200	65900		
10:00	65704	66200	65700		
10:15	65593	66200	65550		
10:30	65387	66200	65400		
10:45	65143	66150	65300		
11:00	65144	66100	65200		
11:15	65391	66150	65350		
11:30	65466	66200	65500		
11:45	65503	66200	65600		
12:00	65518	66200	65700		
12:15	65228	65750	65200		
12:30	64841	65300	64700		
12:45	65822	65950	65250		
13:00	65040	66600	65800		
13:15	64999	65750	64950		
13:30	64479	64900	64100		
13:45	64248	64800	64300		
14:00	64474	64700	64500		
14:15	64800	64600	64500		
14:30	64303	64500	64500		
14:45		63850	63850		
15:00	63366	63200	63200		
15:15	63060	62850	62800		
15:30	63032	62500	62400		
15:45	62761	62150	62050		
16:00	62324	61800	61700		
16:15	62318	61650	61500		
16:30	62036	61500	61300		
16:45	62182	61650	61500		
17:00	62492	61800	61700		
17:15	63004	62350	62300		
17:30	64298	62900	62900		
17:45	66180	64450	64450		
18:00	68063	66000	66000		
18:15	69135	67300	67350		
18:30	70137	68600	68700		
18:45	70800	69950	70100		
19:00	71354	71300	71500		
19:15	71150	71000	71200		
19:30	69970	70700	70900		
19:45	69032	69950	70150		
20:00	68000	69200	69400		
20:15	66720	67900	68100		
20:30	65596	66600	66800		
20:45	64786	65550	65750		
21:00	63477	64500	64700		
21:15	62266	63450	63650		
21:30	61492	62400	62600		
21:45	60672	61250	61450		
22:00	59607	60100	60300		
22:15	60495	60550	60750		
22:30	60466	61000	61200		
22:45	62456	62000	62200		
23:00	61543	63000	63200		
23:15	61528	62050	62100		
23:30	60499	61100	61000		
23:45	61031	60550	60500		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
