Journée du 30/03/2010
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	56614	56800	56600		
00:15	56091	55800	55650		
00:30	54745	54800	54700		
00:45	53055	53650	53500		
01:00	52351	52500	52300		
01:15	52634	52850	52500		
01:30	51995	53200	52700		
01:45	52277	53150	52500		
02:00	51410	53100	52300		
02:15	52281	52400	51650		
02:30	51091	51700	51000		
02:45	50351	50800	50150		
03:00	49331	49900	49300		
03:15	48922	49250	48750		
03:30	48270	48600	48200		
03:45	47969	48050	47850		
04:00	47469	47500	47500		
04:15	47739	47300	47450		
04:30	47622	47100	47400		
04:45	47785	47450	47600		
05:00	48182	47800	47800		
05:15	48653	48500	48550		
05:30	49503	49200	49300		
05:45	50414	50150	50350		
06:00	51276	51100	51400		
06:15	52946	52700	53000		
06:30	54668	54300	54600		
06:45	55872	55950	56550		
07:00	58552	57600	58500		
07:15	60288	58900	60000		
07:30	61284	60200	61500		
07:45	61875	60900	61900		
08:00	62322	61600	62300		
08:15	62672	62300	62700		
08:30	63098	63000	63100		
08:45	63610	63500	63400		
09:00	63705	64000	63700		
09:15	64817	64350	64250		
09:30	64780	64700	64800		
09:45	65000	64650	64950		
10:00	64886	64600	65100		
10:15	65244	64450	65300		
10:30	65396	64300	65500		
10:45	65103	64200	65350		
11:00	65119	64100	65200		
11:15	65186	64100	65200		
11:30	65256	64100	65200		
11:45	65338	64150	65500		
12:00	65433	64200	65800		
12:15	65031	63750	65150		
12:30	64774	63300	64500		
12:45	65812	64000	65200		
13:00	65148	64700	65900		
13:15	65116	64000	65050		
13:30	64201	63300	64200		
13:45	64473	63150	64050		
14:00	63918	63000	63900		
14:15	63870	63100	63750		
14:30	62928	63200	63600		
14:45	62343	62300	62700		
15:00	61310	61400	61800		
15:15	61282	60950	61400		
15:30	60491	60500	61000		
15:45	60300	60150	60650		
16:00	59753	59800	60300		
16:15	59476	59350	59850		
16:30	58866	58900	59400		
16:45	58698	58500	59050		
17:00	58490	58100	58700		
17:15	58328	57850	58450		
17:30	58441	57600	58200		
17:45	58314	57850	58500		
18:00	58502	58100	58800		
18:15	58852	58600	59350		
18:30	59212	59100	59900		
18:45	60096	59900	60750		
19:00	60728	60700	61600		
19:15	60707	60700	61650		
19:30	60746	60700	61700		
19:45	60901	60850	61900		
20:00	61287	61000	62100		
20:15	61648	61450	62600		
20:30	62604	61900	63100		
20:45	63238	62300	63550		
21:00	62692	62700	64000		
21:15	62082	61900	63000		
21:30	61368	61100	62000		
21:45	60889	60350	61050		
22:00	59907	59600	60100		
22:15	60217	60200	60450		
22:30	60473	60800	60800		
22:45	62874	61800	61600		
23:00	61855	62800	62400		
23:15	61552	61750	61500		
23:30	60857	60700	60600		
23:45	61288	60250	60300		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
