Journée du 12/10/2008
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	48926	49200	49000		
00:15	48346	48200	48100		
00:30	47304	47200	47200		
00:45	45572	46050	45900		
01:00	44977	44900	44600		
01:15	45285	45100	44950		
01:30	44763	45300	45300		
01:45	44854	45150	44950		
02:00	44143	45000	44600		
02:15	44350	44100	44100		
02:30	43576	43200	43600		
02:45	42782	42250	42650		
03:00	41889	41300	41700		
03:15	41229	40750	41100		
03:30	40613	40200	40500		
03:45	39954	39600	40050		
04:00	39515	39000	39600		
04:15	39310	38700	39300		
04:30	38971	38400	39000		
04:45	38773	38200	38700		
05:00	38461	38000	38400		
05:15	38705	37950	38500		
05:30	38730	37900	38600		
05:45	38732	37900	38700		
06:00	38880	37900	38800		
06:15	39393	38100	39250		
06:30	39644	38300	39700		
06:45	39618	38600	39800		
07:00	39982	38900	39900		
07:15	40321	39250	40400		
07:30	40705	39600	40900		
07:45	40965	39600	40900		
08:00	40898	39600	40900		
08:15	41059	40000	41050		
08:30	41230	40400	41200		
08:45	42125	41100	41950		
09:00	42695	41800	42700		
09:15	43584	42500	43450		
09:30	44052	43200	44200		
09:45	44680	43600	44750		
10:00	45261	44000	45300		
10:15	45709	44450	45600		
10:30	45882	44900	45900		
10:45	46417	45300	46250		
11:00	46594	45700	46600		
11:15	46742	46000	46850		
11:30	47071	46300	47100		
11:45	47167	46600	47300		
12:00	47498	46900	47500		
12:15	48202	47300	47950		
12:30	48380	47700	48400		
12:45	49636	48350	49050		
13:00	48811	49000	49700		
13:15	48392	47700	48400		
13:30	47074	46400	47100		
13:45	46219	45650	46350		
14:00	45578	44900	45600		
14:15	45325	44400	45200		
14:30	44829	43900	44800		
14:45	44045	43300	44150		
15:00	43428	42700	43500		
15:15	43040	42300	43050		
15:30	42628	41900	42600		
15:45	42180	41450	42100		
16:00	41655	41000	41600		
16:15	41445	40700	41200		
16:30	41099	40400	40800		
16:45	40916	40200	40550		
17:00	40786	40000	40300		
17:15	40689	40150	40400		
17:30	40891	40300	40500		
17:45	41335	40800	41000		
18:00	42031	41300	41500		
18:15	42837	42000	42200		
18:30	43604	42700	42900		
18:45	44669	44050	44250		
19:00	46394	45400	45600		
19:15	48105	47100	47300		
19:30	50055	48800	49000		
19:45	51008	50000	50200		
20:00	51405	51200	51400		
20:15	51503	50950	51100		
20:30	50763	50700	50800		
20:45	50334	50250	50300		
21:00	49778	49800	49800		
21:15	48865	49000	48950		
21:30	47923	48200	48100		
21:45	47394	47500	47350		
22:00	46704	46800	46600		
22:15	46793	47150	46900		
22:30	46853	47500	47200		
22:45	48793	48450	48100		
23:00	48158	49400	49000		
23:15	48129	48600	48250		
23:30	47510	47800	47500		
23:45	47901	47450	47300		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
