Journée du 20/12/2009
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	80153	80300	80100		
00:15	79866	79450	79300		
00:30	78966	78600	78500		
00:45	77374	77550	77500		
01:00	76669	76500	76500		
01:15	77205	77000	76900		
01:30	76586	77500	77300		
01:45	76937	77200	77200		
02:00	76193	76900	77100		
02:15	76882	76200	76450		
02:30	75864	75500	75800		
02:45	74847	74500	74800		
03:00	73664	73500	73800		
03:15	73325	72800	73100		
03:30	72329	72100	72400		
03:45	71230	71450	71650		
04:00	70529	70800	70900		
04:15	70331	70450	70400		
04:30	69973	70100	69900		
04:45	69788	69950	69750		
05:00	69448	69800	69600		
05:15	69624	69850	69650		
05:30	69534	69900	69700		
05:45	69662	69850	69650		
06:00	69519	69800	69600		
06:15	69730	69950	69800		
06:30	70059	70100	70000		
06:45	70006	70300	70100		
07:00	70272	70500	70200		
07:15	70734	70800	70700		
07:30	71195	71100	71200		
07:45	71257	71600	71700		
08:00	71977	72100	72200		
08:15	72323	72300	72550		
08:30	72774	72500	72900		
08:45	73203	73100	73500		
09:00	74045	73700	74100		
09:15	74654	74500	74900		
09:30	75473	75300	75700		
09:45	76150	75900	76400		
10:00	76885	76500	77100		
10:15	77519	77000	77650		
10:30	78133	77500	78200		
10:45	78346	77750	78450		
11:00	78713	78000	78700		
11:15	78558	78100	78800		
11:30	78851	78200	78900		
11:45	78880	78350	79000		
12:00	79191	78500	79100		
12:15	79872	78850	79350		
12:30	79618	79200	79600		
12:45	80921	79750	80350		
13:00	79954	80300	81100		
13:15	79179	78750	79450		
13:30	77881	77200	77800		
13:45	77198	76300	77100		
14:00	76368	75400	76400		
14:15	75964	74950	75700		
14:30	75073	74500	75000		
14:45	74167	73700	74300		
15:00	73480	72900	73600		
15:15	72942	72450	73250		
15:30	72562	72000	72900		
15:45	71956	71600	72600		
16:00	72041	71200	72300		
16:15	71300	71250	72400		
16:30	71446	71300	72500		
16:45	71847	71800	73000		
17:00	72591	72300	73500		
17:15	73956	73850	75100		
17:30	75829	75400	76700		
17:45	77388	76650	78000		
18:00	78642	77900	79300		
18:15	79391	78400	79800		
18:30	79950	78900	80300		
18:45	80577	79600	81050		
19:00	81247	80300	81800		
19:15	81059	80150	81600		
19:30	80942	80000	81400		
19:45	80483	80000	81350		
20:00	80589	80000	81300		
20:15	80258	79550	80800		
20:30	79576	79100	80300		
20:45	79285	78600	79750		
21:00	78192	78100	79200		
21:15	77408	77300	78350		
21:30	76548	76500	77500		
21:45	76039	75850	76800		
22:00	75341	75200	76100		
22:15	76096	75950	76800		
22:30	76045	76700	77500		
22:45	78573	77500	78250		
23:00	77629	78300	79000		
23:15	77279	77300	78000		
23:30	76501	76300	77000		
23:45	77125	76450	76800		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
