Journée du 08/11/2010
Heures	Fioul + pointe	Charbon	Gaz	Nucléaire	Eolien	Hydraulique	Autres	Solde	Co2	Consommation	PrévisionJ-1	PrévisionJ		
00:00	0	885	1326	47486	730	3189	5598	-2162	3566	57053	56500	57300		
00:15	0	881	1082	47745	749	2924	5581	-2261	3467	56702	55650	56400		
00:30	0	759	959	47546	762	1656	5583	-1821	3307	55445	54800	55500		
00:45	0	670	916	47378	803	878	5577	-2006	3204	54217	53750	54500		
01:00	0	745	913	47612	821	115	5579	-2081	3275	53705	52700	53500		
01:15	0	802	866	48494	910	0	5636	-2650	3336	53999	52900	53700		
01:30	0	737	673	47592	981	320	5579	-2342	3181	53541	53100	53900		
01:45	0	651	570	48037	1087	306	5575	-2406	3060	53820	53050	53900		
02:00	0	571	516	47918	1097	256	5577	-2778	2964	53156	53000	53900		
02:15	0	573	533	48526	1115	699	5576	-3374	2972	53648	52600	53350		
02:30	0	587	540	47774	1162	546	5573	-3355	2987	52827	52200	52800		
02:45	0	680	574	47480	1200	0	5584	-3258	3093	51988	51500	51900		
03:00	0	691	539	46795	1274	0	5578	-3319	3088	51012	50800	51000		
03:15	0	740	562	47756	1334	0	5582	-4853	3145	50732	50300	50550		
03:30	0	761	565	47325	1396	0	5574	-4729	3163	50233	49800	50100		
03:45	0	779	682	47058	1437	0	5620	-4692	3241	49754	49350	49750		
04:00	0	874	691	46759	1530	0	5576	-4682	3318	49562	48900	49400		
04:15	0	1022	689	47002	1594	0	5576	-4872	3459	49861	49100	49550		
04:30	0	1019	708	46986	1637	0	5572	-4939	3462	49850	49300	49700		
04:45	0	1039	681	47010	1677	0	5571	-5001	3471	49918	49700	50250		
05:00	0	1103	681	47228	1710	0	5570	-4574	3532	50681	50100	50800		
05:15	0	1307	711	48353	1771	0	5570	-4848	3738	51992	51300	52050		
05:30	0	1555	776	48264	1829	413	5570	-5204	4000	53203	52500	53300		
05:45	0	1656	1164	47601	1871	993	5567	-4737	4235	54117	53650	54300		
06:00	0	1790	1253	47449	1960	1049	5572	-3690	4398	55383	54800	55300		
06:15	0	1875	1487	47926	1990	1623	5580	-2768	4567	57714	56750	57500		
06:30	0	2086	1683	48104	2092	2442	5583	-2441	4841	59550	58700	59700		
06:45	0	2394	1682	48473	2144	3340	5599	-2403	5143	61231	60850	61400		
07:00	0	2600	1871	48532	2191	3539	5604	-1030	5411	63308	63000	63100		
07:15	0	2567	2002	48325	2256	3737	5611	592	5429	65091	64850	64800		
07:30	0	2896	2098	48832	2272	4112	5611	663	5780	66487	66700	66500		
07:45	0	2789	2129	48632	2334	4912	5609	295	5687	66702	67100	67050		
08:00	0	2938	2165	48564	2403	5479	5612	432	5844	67594	67500	67600		
08:15	0	3109	2369	48875	2432	6146	5615	-737	6083	67810	67800	67850		
08:30	0	3279	2363	48977	2506	6294	5615	-1036	6244	68000	68100	68100		
08:45	0	3375	2401	48916	2530	6827	5582	-1131	6337	68500	68400	68350		
09:00	0	3496	2398	49006	2521	6584	5576	-964	6450	68618	68700	68600		
09:15	0	3627	2441	49220	2550	6932	5645	-1352	6618	69065	69000	69000		
09:30	0	3661	2458	49530	2636	6860	5640	-1268	6655	69518	69300	69400		
09:45	0	3582	2440	49625	2650	6142	5637	-364	6571	69713	69400	69650		
10:00	0	3481	2483	49660	2668	6743	5651	-800	6496	69886	69500	69900		
10:15	0	3425	2446	49631	2748	6593	5725	-527	6458	70041	69400	70000		
10:30	0	3511	2447	49663	2797	6571	5725	-692	6541	70021	69300	70100		
10:45	0	3640	2434	49669	2816	6658	5716	-1009	6657	69924	69300	70050		
11:00	0	3615	2449	49630	2841	6694	5716	-1107	6638	69840	69300	70000		
11:15	0	3678	2413	49703	2899	7078	5798	-1329	6719	70241	69250	70150		
11:30	0	3701	2398	49635	2899	7721	5824	-1790	6746	70390	69200	70300		
11:45	0	3756	2371	49663	2944	7793	5825	-1628	6789	70724	69250	70600		
12:00	0	3780	2417	49637	2932	7881	5831	-1675	6831	70803	69300	70900		
12:15	0	3826	2360	49509	2999	7196	5869	-1087	6870	70673	68950	70700		
12:30	0	3840	2337	49433	3086	7205	5870	-953	6876	70819	68600	70500		
