Journée du 07/05/2005
Heures	Consommation	PrévisionJ-1		
00:00	46505	46800		
00:15	46382	45900		
00:30	45051	45000		
00:45	43877	44150		
01:00	43581	43300		
01:15	43969	43550		
01:30	43336	43800		
01:45	43790	43600		
02:00	43183	43400		
02:15	43739	43050		
02:30	42545	42700		
02:45	41540	41800		
03:00	40916	40900		
03:15	40304	40400		
03:30	39819	39900		
03:45	39332	39400		
04:00	38901	38900		
04:15	38459	38800		
04:30	38010	38700		
04:45	38171	38450		
05:00	37976	38200		
05:15	38069	38450		
05:30	38298	38700		
05:45	38544	38700		
06:00	38744	38700		
06:15	38586	38750		
06:30	38681	38800		
06:45	38569	39150		
07:00	38990	39500		
07:15	39466	40300		
07:30	40220	41100		
07:45	40901	41600		
08:00	41370	42100		
08:15	42276	42800		
08:30	43360	43500		
08:45	44190	44250		
09:00	44847	45000		
09:15	45908	45650		
09:30	46340	46300		
09:45	46700	46600		
10:00	47012	46900		
10:15	47457	47050		
10:30	47658	47200		
10:45	47692	47250		
11:00	47435	47300		
11:15	47855	47250		
11:30	47859	47200		
11:45	48195	47500		
12:00	48734	47800		
12:15	49551	48300		
12:30	49712	48800		
12:45	51159	49300		
13:00	50245	49800		
13:15	49670	48950		
13:30	48865	48100		
13:45	48506	47550		
14:00	47876	47000		
14:15	48005	46650		
14:30	47301	46300		
14:45	46414	45750		
15:00	46133	45200		
15:15	45653	44650		
15:30	45064	44100		
15:45	44323	43750		
16:00	44028	43400		
16:15	43802	43050		
16:30	43186	42700		
16:45	43184	42350		
17:00	42637	42000		
17:15	42506	41950		
17:30	42689	41900		
17:45	42627	42000		
18:00	42665	42100		
18:15	43134	42550		
18:30	43483	43000		
18:45	43975	43450		
19:00	44442	43900		
19:15	44306	43800		
19:30	44374	43700		
19:45	44106	43650		
20:00	44196	43600		
20:15	43672	43400		
20:30	43632	43200		
20:45	43686	43100		
21:00	43873	43000		
21:15	44407	43300		
21:30	44496	43600		
21:45	45385	43750		
22:00	45262	43900		
22:15	46051	44550		
22:30	46238	45200		
22:45	48346	45950		
23:00	47515	46700		
23:15	47714	46150		
23:30	47208	45600		
23:45	47073	45650		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
