Journée du 03/12/2012
Données consolidées
Heures	Consommation	Prévision J-1	Prévision J	Fioul	Charbon	Gaz	Nucléaire	Eolien	Solaire	Hydraulique	Pompage	Autres	Ech. physiques	Taux de Co2	Ech. comm. Allemagne	Ech. comm. Angleterre	Ech. comm. Belgique	Ech. comm. Espagne	Ech. comm. Italie	Ech. comm. Suisse
00:00	68026	68300	67600	517	3817	3035	56258	1271	0	5686	-4	701	-3254	79	3000	-743	-2453	-700	-1480	-2250	
00:15		67350	66650																		
00:30	66533	66400	65700	515	3689	3032	56382	1347	0	6122	-343	702	-4913	77							
00:45		65250	64750																		
01:00	63971	64100	63800	516	3148	3033	55892	1450	0	5370	-1376	706	-4768	72	3000	-743	-2395	-818	-1490	-2062	
01:15		64550	64050																		
01:30	63904	65000	64300	515	3234	3024	56254	1502	0	5171	-2004	708	-4499	74							
01:45		64800	63850																		
02:00	63537	64600	63400	515	2952	3064	55781	1596	0	5481	-1878	706	-4681	70	2763	-749	-2464	-707	-1449	-2064	
02:15		64100	63000																		
02:30	63200	63600	62600	513	3020	3124	55610	1719	0	5298	-2077	702	-4709	72							
02:45		62750	61700																		
03:00	61311	61900	60800	513	2634	3241	55120	1871	0	4962	-2870	707	-4868	69	1462	-743	-2345	-1098	-1535	-2044	
03:15		61300	60250																		
03:30	60188	60700	59700	512	2314	3201	55718	2092	0	4954	-2872	705	-6437	63							
03:45		60200	59150																		
04:00	59136	59700	58600	512	2150	3255	54832	2349	0	4930	-2878	702	-6715	62	1132	-745	-2340	-1081	-1564	-2162	
04:15		59650	58700																		
04:30	59216	59600	58800	509	2247	3273	54922	2588	0	4940	-2859	700	-7106	63							
04:45		60150	59100																		
05:00	59580	60700	59400	506	2323	3421	54423	2854	0	4910	-2863	701	-6694	65	2935	-410	-2224	-932	-1854	-2506	
05:15		61700	60400																		
05:30	61930	62700	61400	502	2691	3504	55206	3122	0	4849	-2845	700	-5800	69							
05:45		63950	62600																		
06:00	63831	65200	63800	495	3109	3904	56054	3366	0	4896	-2833	697	-5858	75	2919	750	-1803	125	-2446	-3025	
06:15		66850	65850																		
06:30	68133	68500	67900	494	3555	4510	56348	3480	0	5109	-2315	694	-3740	82							
06:45		70500	69900																		
07:00	71980	72500	71900	493	4301	4916	57496	3590	0	5353	-1160	693	-3701	89	1203	750	-1280	850	-2353	-1983	
07:15		74500	73500																		
07:30	75620	76500	75100	495	4418	5613	57773	3647	0	6452	-4	688	-3462	90							
07:45		77300	75600																		
08:00	76801	78100	76100	491	4392	5770	57751	3732	0	7670	-3	689	-3691	88	97	511	-1713	727	-2454	-1896	
08:15		78050	76200																		
08:30	76992	78000	76300	487	4258	5741	57649	3903	22	9149	-2	686	-4901	85							
08:45		78250	76200																		
09:00	77132	78500	76100	500	4124	5720	57593	3984	104	9268	-2	685	-4843	84	21	461	-1482	710	-2373	-2148	
09:15		78750	76300																		
09:30	77327	79000	76500	492	4094	5917	57763	4005	239	9033	-2	698	-4913	84							
09:45		79000	76400																		
10:00	77429	79000	76300	490	4207	6006	57780	4045	409	8755	-33	686	-4917	85	593	79	-1379	603	-2339	-2468	
10:15		78550	76450																		
10:30	77422	78100	76600	490	4238	5998	57766	4112	523	8756	-54	677	-5086	85							
10:45		78350	76600																		
11:00	77472	78600	76600	490	4115	5946	57745	4174	669	8517	-57	678	-4804	84	488	0	-1529	959	-2271	-2477	
11:15		78300	76900																		
11:30	77918	78000	77200	495	4354	5982	57751	4306	798	8606	-56	682	-5000	86							
11:45		78050	77400																		
12:00	78312	78100	77600	494	4469	5992	57677	4372	811	8622	-2	684	-4807	87	-210	-1	-1588	262	-1878	-2362	
12:15		77500	77050																		
12:30	77583	76900	76500	491	4388	5915	57676	4347	841	9268	-3	684	-6023	86							
12:45		77350	77100																		
13:00	77782	77800	77700	490	4223	5886	57619	4384	836	9637	-3	690	-5978	84	-310	274	-2005	590	-2148	-3111	
13:15		76800	76750																		
13:30	76896	75800	75800	491	4317	5988	57520	4377	904	9500	-3	690	-6888	85							
13:45		75500	75650																		
14:00	76320	75200	75500	492	4291	5964	57433	4367	831	9073	-4	681	-6808	85	140	303	-1936	701	-2583	-3200	
14:15		74750	75250																		
14:30	75756	74300	75000	490	4060	5936	57408	4387	724	8955	-16	680	-6869	83							
14:45		73550	74150																		
15:00	74375	72800	73300	491	3803	5954	57307	4280	587	8079	-3	687	-6809	82	-768	322	-2323	877	-2658	-3200	
15:15		72500	72950																		
15:30	73686	72200	72600	490	3981	5835	57585	4207	430	8304	-3	687	-7831	83							
15:45		72050	72350																		
16:00	73312	71900	72100	490	4036	5852	57618	4132	266	8237	-5	685	-7999	84	-1363	-9	-2584	759	-2658	-2839	
16:15		72050	72200																		
16:30	73284	72200	72300	490	4300	5937	57726	4037	115	8918	-3	679	-8915	86							
16:45		72800	72850																		
17:00	74355	73400	73400	490	4211	5974	57757	3983	28	10384	-2	682	-9153	84	-1709	-500	-2345	639	-2658	-1842	
17:15		74600	74550																		
17:30	76732	75800	75700	490	4129	5973	57646	3974	5	12051	-2	690	-8223	82							
17:45		76800	76650																		
18:00	78587	77800	77600	489	4394	6018	57750	3902	1	13492	-2	699	-8156	83	604	-500	-1817	260	-2658	-1651	
18:15		78200	77950																		
18:30	79179	78600	78300	490	4015	5985	57776	3801	0	12277	-2	701	-5862	80							
18:45		79250	78900																		
19:00	80492	79900	79500	490	4267	6016	57778	3707	0	13140	-3	700	-5604	82	2354	-500	-1118	-432	-2643	-1789	
19:15		79150	78750																		
19:30	79028	78400	78000	496	3933	5990	57739	3693	0	10916	-2	697	-4435	81							
19:45		77550	77150																		
20:00	76804	76700	76300	488	3784	5987	57723	3669	0	9026	-3	704	-4575	81	2235	-500	-1180	-695	-2658	-2850	
20:15		75600	75200																		
20:30	74384	74500	74100	488	3648	5930	57614	3588	0	8224	-65	710	-5753	81							
20:45		73400	73000																		
21:00	71945	72300	71900	493	3344	5916	57388	3436	0	7174	-324	707	-6190	79	2419	-500	-2201	-700	-2658	-3013	
21:15		71100	70700																		
21:30	69505	69900	69500	496	2970	5479	57183	3382	0	6620	-323	710	-7012	74							
21:45		69000	68600																		
22:00	67472	68100	67700	495	2641	5258	56370	3425	0	6354	-564	715	-7221	70	2500	-500	-1992	-699	-2658	-3154	
22:15		68300	67900																		
22:30	67399	68500	68100	502	2679	4980	56542	3083	0	6279	-755	719	-6630	70							
22:45		69650	69250																		
23:00	69702	70800	70400	498	2998	4395	57265	3011	0	7608	-394	727	-6406	70	2483	-653	-2093	212	-2503	-3023	
23:15		69650	69200																		
23:30	68402	68500	68000	502	2680	3662	56794	2715	0	7045	-216	727	-5507	64							
23:45		67950	67800																		
RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
