Journée du 25/11/2005
Heures	Consommation	PrévisionJ-1		
00:00	66697	66600		
00:15	66413	65950		
00:30	64910	65300		
00:45	63918	64200		
01:00	63589	63100		
01:15	66112	64850		
01:30	66106	66600		
01:45	66933	66650		
02:00	66020	66700		
02:15	66900	66250		
02:30	65994	65800		
02:45	65338	64950		
03:00	64459	64100		
03:15	63829	63500		
03:30	63259	62900		
03:45	62732	62350		
04:00	62143	61800		
04:15	62292	61600		
04:30	61828	61400		
04:45	61928	61650		
05:00	62121	61900		
05:15	62946	62550		
05:30	63644	63200		
05:45	64321	64100		
06:00	65260	65000		
06:15	66548	66300		
06:30	68031	67600		
06:45	69908	69750		
07:00	71767	71900		
07:15	73878	73700		
07:30	75607	75500		
07:45	76153	75950		
08:00	76599	76400		
08:15	76917	76600		
08:30	76694	76800		
08:45	76872	76900		
09:00	77003	77000		
09:15	77579	77400		
09:30	77498	77800		
09:45	77546	77750		
10:00	77399	77700		
10:15	77345	77650		
10:30	77307	77600		
10:45	77321	77400		
11:00	76974	77200		
11:15	77266	77150		
11:30	77038	77100		
11:45	76982	76950		
12:00	76955	76800		
12:15	76489	76450		
12:30	76282	76100		
12:45	77658	76900		
13:00	77003	77700		
13:15	76823	76950		
13:30	76064	76200		
13:45	76358	76150		
14:00	75729	76100		
14:15	76170	75950		
14:30	75543	75800		
14:45	74942	75150		
15:00	74377	74500		
15:15	74051	74200		
15:30	73820	73900		
15:45	73487	73450		
16:00	73325	73000		
16:15	73309	72950		
16:30	73194	72900		
16:45	73326	73350		
17:00	73897	73800		
17:15	75201	75050		
17:30	76705	76300		
17:45	78115	77500		
18:00	78940	78700		
18:15	79731	79400		
18:30	79920	80100		
18:45	79990	80350		
19:00	80673	80600		
19:15	79884	79500		
19:30	79223	78400		
19:45	77624	77350		
20:00	77175	76300		
20:15	76009	75400		
20:30	74824	74500		
20:45	74411	73550		
21:00	73288	72600		
21:15	72290	71550		
21:30	71068	70500		
21:45	70563	69800		
22:00	69849	69100		
22:15	71280	69750		
22:30	70633	70400		
22:45	72497	71000		
23:00	71926	71600		
23:15	71616	70750		
23:30	70784	69900		
23:45	70355	69150		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
