Journée du 29/03/2010
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	54461	54500	54400		
00:15	53539	53750	53250		
00:30	52081	53000	52100		
00:45	50804	52000	50950		
01:00	50256	51000	49800		
01:15	50687	51350	50350		
01:30	50159	51700	50900		
01:45	50415	51650	50800		
02:00	49996	51600	50700		
02:15	50732	51300	49850		
02:30	49510	51000	49000		
02:45	48909	50250	48400		
03:00	47746	49500	47800		
03:15	47507	48900	47250		
03:30	46743	48300	46700		
03:45	46339	47850	46200		
04:00	45787	47400	45700		
04:15	45866	47300	45800		
04:30	45936	47200	45900		
04:45	46066	47400	46200		
05:00	46424	47600	46500		
05:15	47411	48550	47550		
05:30	48623	49500	48600		
05:45	49489	50400	49800		
06:00	50895	51300	51000		
06:15	52750	52950	52800		
06:30	54561	54600	54600		
06:45	56228	56400	56400		
07:00	58225	58200	58200		
07:15	60130	59550	59750		
07:30	61357	60900	61300		
07:45	61374	61450	61750		
08:00	62162	62000	62200		
08:15	62686	62650	62550		
08:30	62940	63300	62900		
08:45	63275	63500	63300		
09:00	63763	63700	63700		
09:15	63932	64050	64050		
09:30	64193	64400	64400		
09:45	64183	64350	64350		
10:00	64019	64300	64300		
10:15	63805	64250	64000		
10:30	63588	64200	63700		
10:45	63382	64100	63400		
11:00	63291	64000	63100		
11:15	62727	64000	62950		
11:30	62845	64000	62800		
11:45	62721	63950	62750		
12:00	62788	63900	62700		
12:15	62415	63550	62200		
12:30	62132	63200	61700		
12:45	63065	63950	62400		
13:00	62084	64700	63100		
13:15	61874	63800	62050		
13:30	61089	62900	61000		
13:45	60956	62750	60700		
14:00	60587	62600	60400		
14:15	60675	62550	60350		
14:30	59712	62500	60300		
14:45	59122	61750	59600		
15:00	58373	61000	58900		
15:15	58075	60500	58450		
15:30	57259	60000	58000		
15:45	56964	59450	57550		
16:00	56478	58900	57100		
16:15	56030	58400	56650		
16:30	55499	57900	56200		
16:45	54797	57600	55950		
17:00	54844	57300	55700		
17:15	54729	56800	55250		
17:30	54643	56300	54800		
17:45	54475	56400	54950		
18:00	55044	56500	55100		
18:15	55376	56900	55600		
18:30	55729	57300	56100		
18:45	57019	58050	56900		
19:00	57875	58800	57700		
19:15	58287	58650	57650		
19:30	58431	58500	57600		
19:45	58333	58500	57650		
20:00	58638	58500	57700		
20:15	58967	58850	58150		
20:30	59205	59200	58600		
20:45	60038	59600	59050		
21:00	59006	60000	59500		
21:15	58560	59050	58650		
21:30	56929	58100	57800		
21:45	56529	57250	57000		
22:00	55840	56400	56200		
22:15	56127	57050	56950		
22:30	56548	57700	57700		
22:45	58620	58500	58550		
23:00	58121	59300	59400		
23:15	57675	58550	58600		
23:30	56715	57800	57800		
23:45	57711	57300	57300		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
