Journée du 23/12/2012
Données consolidées
Heures	Consommation	Prévision J-1	Prévision J	Fioul	Charbon	Gaz	Nucléaire	Eolien	Solaire	Hydraulique	Pompage	Autres	Ech. physiques	Taux de Co2	Ech. comm. Allemagne	Ech. comm. Angleterre	Ech. comm. Belgique	Ech. comm. Espagne	Ech. comm. Italie	Ech. comm. Suisse
00:00	59297	57700	58000	525	0	3057	51566	5193	0	7832	-860	696	-8713	30	-643	-802	-2600	-1100	-863	-2197	
00:15		56750	56950																		
00:30	57501	55800	55900	526	0	3039	48877	5152	0	7610	-318	705	-8088	31							
00:45		54650	55000																		
01:00	54719	53500	54100	525	0	3075	46588	5142	0	7655	-807	705	-8165	32	-33	-802	-2600	-1300	-863	-2053	
01:15		53700	53800																		
01:30	54242	53900	53500	526	0	3020	46124	5076	0	7782	-1268	701	-7720	32							
01:45		53700	53300																		
02:00	53412	53500	53100	525	0	3057	45215	5011	0	8054	-1267	704	-7886	33	400	-802	-2365	-1300	-863	-1872	
02:15		52650	52450																		
02:30	52815	51800	51800	525	0	3032	44066	5028	0	7822	-1277	711	-7092	33							
02:45		50850	50800																		
03:00	50777	49900	49800	525	0	3086	44258	5036	0	7179	-3024	716	-6999	35	365	-802	-2358	-1300	-863	-1870	
03:15		49150	49150																		
03:30	49378	48400	48500	525	0	3061	43065	5008	0	7155	-3195	714	-6954	36							
03:45		47550	47800																		
04:00	47978	46700	47100	524	0	3090	41809	4998	0	6930	-3015	706	-7064	37	70	-802	-2241	-1300	-863	-1830	
04:15		46400	46850																		
04:30	47306	46100	46600	525	0	3089	41191	4980	0	6962	-3037	702	-7105	37							
04:45		45800	46350																		
05:00	46944	45500	46100	525	0	3090	40728	4988	0	7002	-3044	709	-7054	37	715	-802	-2227	-1300	-863	-1820	
05:15		45750	46450																		
05:30	47357	46000	46800	525	0	3079	40598	4981	0	6969	-2994	713	-6515	37							
05:45		46000	47000																		
06:00	47627	46000	47200	525	0	3084	40703	4967	0	6933	-2994	722	-6313	37	1469	-802	-2185	-1300	-863	-1713	
06:15		46350	47600																		
06:30	48505	46700	48000	524	0	3080	40881	4950	0	7052	-3165	723	-5541	37							
06:45		47050	48250																		
07:00	49022	47400	48500	525	0	3069	41384	4936	0	7075	-3135	716	-5549	37	561	-802	-2112	-1300	-863	-1719	
07:15		47700	48950																		
07:30	49911	48000	49400	525	0	3078	42341	4941	0	7582	-2894	720	-6383	36							
07:45		48550	49950																		
08:00	50972	49100	50500	524	0	3075	43369	4938	0	7639	-2698	716	-6591	35	-728	-1000	-2434	-1094	-863	-1898	
08:15		49350	50900																		
08:30	51865	49600	51300	524	0	3077	45118	4883	2	8169	-2215	716	-8410	33							
08:45		50300	51750																		
09:00	52749	51000	52200	525	0	3066	45898	4885	84	8006	-2051	715	-8379	33	-1253	-1000	-2558	-1300	-863	-2133	
09:15		51600	52850																		
09:30	54185	52200	53500	525	0	3083	47427	4860	286	8041	-1310	714	-9440	32							
09:45		52500	54000																		
10:00	55344	52800	54500	525	0	3045	47628	4806	582	8091	-823	711	-9222	31	-1781	-1000	-2600	-1299	-863	-2291	
10:15		53500	54850																		
10:30	56173	54200	55200	525	0	3080	48119	4772	908	8326	-186	709	-10080	30							
10:45		54400	55250																		
11:00	56582	54600	55300	525	0	3073	47789	4690	1223	8663	-186	712	-9908	30	-1733	-1000	-2600	-1300	-863	-2400	
11:15		54900	55400																		
11:30	57024	55200	55500	524	0	3077	47908	4587	1481	9063	-186	703	-10135	30							
11:45		55600	55850																		
12:00	57593	56000	56200	525	0	3068	48017	4554	1667	9228	-187	699	-9978	30	-1785	-1000	-2600	-1300	-863	-2805	
12:15		56150	56500																		
12:30	58400	56300	56800	524	0	3068	48120	4502	1806	10369	-56	710	-10643	29							
12:45		56900	57450																		
13:00	58994	57500	58100	525	0	3069	48208	4453	1881	10773	-23	715	-10608	29	-1762	-1000	-2600	-1300	-863	-2380	
13:15		55800	56550																		
13:30	56943	54100	55000	524	0	3070	47649	4370	1842	8893	-92	714	-10027	30							
13:45		53350	54200																		
14:00	55328	52600	53400	525	0	3062	47765	4233	1748	7724	-345	709	-10092	31	-1736	-1000	-2600	-1299	-863	-2393	
14:15		52300	53200																		
14:30	54478	52000	53000	524	0	3058	47914	4112	1572	7411	-583	719	-10251	31							
14:45		51100	52050																		
15:00	52825	50200	51100	526	0	3062	47750	4070	1325	7305	-1832	706	-10086	32	-1596	-1000	-2600	-1300	-863	-2393	
15:15		49750	50600																		
15:30	51959	49300	50100	525	0	3052	47999	3836	1013	7227	-2420	712	-9983	32							
15:45		48950	49700																		
16:00	51146	48600	49300	525	0	3056	47823	3654	657	7215	-2428	708	-10064	33	-1800	-1000	-2600	-1299	-863	-2696	
16:15		48700	49350																		
16:30	50841	48800	49400	525	0	3062	48227	3540	319	7182	-2090	698	-10622	33							
16:45		49250	49900																		
17:00	51712	49700	50400	526	0	3030	48084	3461	77	7489	-763	696	-10887	32	-1800	-1000	-2600	-1299	-863	-3200	
17:15		51000	51750																		
17:30	54331	52300	53100	525	0	3072	48576	3332	3	9132	-78	694	-10927	31							
17:45		53000	53800																		
18:00	56976	53700	54500	526	0	3078	49037	3262	0	11351	-29	715	-10963	30	-1800	-1000	-2600	-1099	-863	-3200	
18:15		54300	55150																		
18:30	58314	54900	55800	525	0	3079	49311	3284	0	12129	-26	723	-10711	29							
18:45		55550	56500																		
19:00	59523	56200	57200	526	0	3079	49500	3265	0	13096	-27	717	-10634	29	-1800	-1000	-2600	-1100	-863	-3200	
19:15		56000	56950																		
19:30	59519	55800	56700	526	0	3085	49578	3301	0	13086	-26	719	-10749	29							
19:45		55600	56500																		
20:00	59108	55400	56300	527	0	3098	49494	3312	0	12637	-27	716	-10649	29	-1800	-1000	-2600	-1100	-863	-3200	
20:15		55250	56100																		
20:30	57809	55100	55900	532	0	3104	49474	3341	0	11230	-28	721	-10564	30							
20:45		54650	55450																		
21:00	56675	54200	55000	533	0	3109	49247	3420	0	10356	-33	728	-10685	30	-1800	-1000	-2600	-1100	-813	-2944	
21:15		53750	54500																		
21:30	55467	53300	54000	533	0	3104	49165	3473	0	9186	-225	724	-10493	31							
21:45		52750	53400																		
22:00	54526	52200	52800	535	0	3098	48313	3492	0	9085	-346	718	-10369	31	-1581	-1000	-2600	-1100	-863	-2883	
22:15		52550	53150																		
22:30	55177	52900	53500	533	0	3103	48177	3481	0	9415	-345	728	-9915	31							
22:45		54450	55000																		
23:00	57814	56000	56500	533	0	3100	48443	3520	0	11725	-357	740	-9890	30	1331	-1000	-2600	-1100	-863	-2826	
23:15		55200	55650																		
23:30	56956	54400	54800	532	0	3103	47630	3473	0	9052	-491	733	-7076	32							
23:45		54300	54500																		
RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
