Journée du 08/08/2010
Heures	Fioul + pointe	Charbon	Gaz	Nucléaire	Eolien	Hydraulique	Autres	Solde	Co2	Consommation	PrévisionJ-1	PrévisionJ		
00:00	0	0	416	42526	515	4940	1468	-6704	731	43156	43200	43200		
00:15	0	0	382	43008	495	5421	1339	-8329	667	42311	42200	42000		
00:30	0	0	407	41964	460	4892	1341	-8236	677	40823	41200	40800		
00:45	0	0	404	41762	450	3933	1342	-8398	676	39487	40200	39750		
01:00	0	0	373	41504	440	3602	1343	-8509	665	38748	39200	38700		
01:15	0	0	363	41737	464	3347	1339	-8310	660	38936	39200	38900		
01:30	0	0	381	41539	482	2977	1338	-8455	666	38257	39200	39100		
01:45	0	0	379	41704	495	2718	1341	-8288	667	38344	38900	38650		
02:00	0	0	360	41294	541	2591	1341	-8445	660	37678	38600	38200		
02:15	0	0	378	41598	512	2515	1341	-8471	666	37867	38050	37450		
02:30	0	0	381	40741	501	1965	1342	-8233	668	36691	37500	36700		
02:45	0	0	383	39962	489	2270	1342	-8496	669	35944	36750	35900		
03:00	0	0	370	39373	491	1882	1343	-8329	664	35124	36000	35100		
03:15	0	0	382	38855	491	1849	1338	-8360	661	34544	35500	34550		
03:30	0	0	361	38284	492	1820	1339	-8222	654	34062	35000	34000		
03:45	0	0	347	38179	492	1507	1340	-8360	649	33493	34500	33550		
04:00	0	0	355	37856	476	1504	1341	-8423	652	33097	34000	33100		
04:15	0	0	377	37330	485	1805	1339	-8399	665	32932	33750	32900		
04:30	0	0	375	36973	495	1732	1340	-8220	665	32689	33500	32700		
04:45	0	0	349	36685	488	2056	1337	-8386	654	32524	33350	32600		
05:00	0	0	366	36508	474	2092	1340	-8183	662	32591	33200	32500		
05:15	0	0	363	36614	472	1680	1342	-7805	661	32662	33150	32550		
05:30	0	0	379	36476	475	1579	1337	-7599	665	32642	33100	32600		
05:45	0	0	343	36750	473	1254	1340	-7481	654	32674	33150	32650		
06:00	0	0	373	36779	464	1256	1341	-7474	665	32733	33200	32700		
06:15	0	0	360	37078	440	336	1341	-6942	660	32607	32750	32350		
06:30	0	0	347	36800	452	302	1342	-7242	656	31996	32300	32000		
06:45	0	0	351	36594	441	103	1341	-7306	657	31519	32000	31750		
07:00	0	0	379	36723	439	384	1340	-7693	666	31568	31700	31500		
07:15	0	0	364	37758	422	740	1350	-8698	665	31931	32000	31850		
07:30	0	0	345	38102	421	769	1350	-8807	658	32174	32300	32200		
07:45	0	0	370	38464	408	724	1355	-8804	669	32512	32700	32700		
08:00	0	0	352	38624	385	1233	1431	-8793	691	33226	33100	33200		
08:15	0	0	359	39275	362	1538	1476	-9293	713	33712	33750	33800		
08:30	0	0	344	39357	357	2240	1476	-9360	708	34409	34400	34400		
08:45	0	0	368	39444	366	2907	1474	-9518	716	35035	35100	35000		
09:00	0	0	358	39643	337	2869	1469	-9052	711	35620	35800	35600		
09:15	0	0	345	40997	327	3136	1543	-9810	735	36534	36500	36350		
09:30	0	0	350	41647	317	3115	1538	-9844	735	37118	37200	37100		
09:45	0	0	357	41985	317	3147	1544	-9812	740	37534	37700	37600		
