Journée du 01/02/2010
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	74792	75300	74800		
00:15	74676	74700	73900		
00:30	73307	74100	73000		
00:45	72084	73150	72250		
01:00	71710	72200	71500		
01:15	72461	72700	72250		
01:30	72171	73200	73000		
01:45	72907	73550	73200		
02:00	72306	73900	73400		
02:15	73410	73500	72850		
02:30	72366	73100	72300		
02:45	71899	72350	71650		
03:00	70972	71600	71000		
03:15	70676	71000	70550		
03:30	70111	70400	70100		
03:45	69532	70050	69600		
04:00	69127	69700	69100		
04:15	69437	69550	69250		
04:30	69425	69400	69400		
04:45	69414	69600	69600		
05:00	69793	69800	69800		
05:15	71350	70700	70750		
05:30	71804	71600	71700		
05:45	72653	72550	72650		
06:00	73658	73500	73600		
06:15	75915	75200	75550		
06:30	77416	76900	77500		
06:45	78838	78600	78850		
07:00	80306	80300	80200		
07:15	81424	81800	81650		
07:30	83120	83300	83100		
07:45	83908	84200	84000		
08:00	84753	85100	84900		
08:15	84304	85050	84700		
08:30	84473	85000	84500		
08:45	84148	84950	84400		
09:00	84229	84900	84300		
09:15	84359	85050	84450		
09:30	84543	85200	84600		
09:45	84145	85000	84450		
10:00	84276	84800	84300		
10:15	84031	84650	84100		
10:30	83778	84500	83900		
10:45	83653	84250	83750		
11:00	83632	84000	83600		
11:15	83979	84050	83500		
11:30	83442	84100	83400		
11:45	83529	84050	83350		
12:00	83263	84000	83300		
12:15	82838	83400	82700		
12:30	82371	82800	82100		
12:45	83251	83350	82700		
13:00	82251	83900	83300		
13:15	82039	83100	82250		
13:30	81220	82300	81200		
13:45	80912	82050	80800		
14:00	80492	81800	80400		
14:15	80457	81600	80150		
14:30	79425	81400	79900		
14:45	78343	80500	79050		
15:00	77962	79600	78200		
15:15	77744	79200	77850		
15:30	77101	78800	77500		
15:45	76946	78350	77100		
16:00	76768	77900	76700		
16:15	76364	77700	76550		
16:30	75995	77500	76400		
16:45	76047	77550	76550		
17:00	76069	77600	76700		
17:15	75940	78000	77150		
17:30	76727	78400	77600		
17:45	77961	79800	79100		
18:00	79545	81200	80600		
18:15	81894	82900	82350		
18:30	84190	84600	84100		
18:45	85366	85700	85300		
19:00	86300	86800	86500		
19:15	86084	86200	85900		
19:30	85243	85600	85300		
19:45	84289	84800	84500		
20:00	83624	84000	83700		
20:15	83042	82950	82650		
20:30	81763	81900	81600		
20:45	80957	80900	80600		
21:00	79505	79900	79600		
21:15	78420	78850	78500		
21:30	77554	77800	77400		
21:45	76617	77000	76600		
22:00	75666	76200	75800		
22:15	76699	76500	76100		
22:30	76579	76800	76400		
22:45	79006	78000	77600		
23:00	77969	79200	78800		
23:15	77756	78200	77850		
23:30	76988	77200	76900		
23:45	77740	76650	76600		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
