Journée du 02/08/2005
Heures	Consommation	PrévisionJ-1		
00:00	43805	44100		
00:15	43062	43000		
00:30	41738	41900		
00:45	40720	40900		
01:00	39962	39900		
01:15	40332	40200		
01:30	39772	40500		
01:45	40340	40350		
02:00	39576	40200		
02:15	40110	39550		
02:30	38978	38900		
02:45	38404	38100		
03:00	37539	37300		
03:15	37143	36850		
03:30	36572	36400		
03:45	36521	36150		
04:00	35955	35900		
04:15	36018	35750		
04:30	35918	35600		
04:45	35912	35750		
05:00	36210	35900		
05:15	36845	36400		
05:30	37039	36900		
05:45	37666	37300		
06:00	37926	37700		
06:15	38495	38200		
06:30	38733	38700		
06:45	38941	39300		
07:00	39648	39900		
07:15	40624	40750		
07:30	41650	41600		
07:45	42453	42500		
08:00	43120	43400		
08:15	44547	44400		
08:30	45074	45400		
08:45	46264	46200		
09:00	46853	47000		
09:15	47808	47600		
09:30	48094	48200		
09:45	48638	48700		
10:00	48984	49200		
10:15	49339	49450		
10:30	49378	49700		
10:45	49634	49850		
11:00	49669	50000		
11:15	49909	50100		
11:30	50114	50200		
11:45	50317	50450		
12:00	50438	50700		
12:15	50542	50550		
12:30	50604	50400		
12:45	51603	51150		
13:00	50685	51900		
13:15	50305	50950		
13:30	49858	50000		
13:45	49831	50250		
14:00	49863	50500		
14:15	50216	50250		
14:30	49895	50000		
14:45	49229	49650		
15:00	49016	49300		
15:15	48687	49200		
15:30	48147	49100		
15:45	47662	48650		
16:00	47609	48200		
16:15	47387	48000		
16:30	47069	47800		
16:45	46739	47450		
17:00	46474	47100		
17:15	46082	46900		
17:30	45721	46700		
17:45	45793	46550		
18:00	45809	46400		
18:15	45865	46600		
18:30	45816	46800		
18:45	46319	46900		
19:00	46763	47000		
19:15	46552	46600		
19:30	46220	46200		
19:45	45478	45750		
20:00	45314	45300		
20:15	44858	44800		
20:30	44238	44300		
20:45	43923	43900		
21:00	43562	43500		
21:15	43679	43750		
21:30	43571	44000		
21:45	44177	44300		
22:00	44363	44600		
22:15	45518	45050		
22:30	45923	45500		
22:45	47613	46500		
23:00	46404	47500		
23:15	46218	46400		
23:30	45143	45300		
23:45	45089	44550		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
