Journée du 07/05/2002
Heures	Consommation	PrévisionJ-1		
00:00	50450	50900		
00:15	50029	50200		
00:30	49180	49500		
00:45	47569	48600		
01:00	47250	47700		
01:15	47849	48149		
01:30	47569	48599		
01:45	48080	48499		
02:00	47360	48400		
02:15	47790	47800		
02:30	46840	47200		
02:45	46340	46550		
03:00	45400	45900		
03:15	45110	45400		
03:30	44529	44900		
03:45	44340	44550		
04:00	43779	44200		
04:15	43779	44050		
04:30	43770	43900		
04:45	43709	44050		
05:00	43729	44200		
05:15	44779	44950		
05:30	44900	45700		
05:45	45790	46350		
06:00	46299	47000		
06:15	47389	47950		
06:30	48049	48900		
06:45	49189	49999		
07:00	50599	51099		
07:15	52319	52349		
07:30	53169	53599		
07:45	53669	54449		
08:00	54840	55299		
08:15	55409	55949		
08:30	55680	56599		
08:45	55860	56799		
09:00	56000	57000		
09:15	55979	57149		
09:30	56159	57299		
09:45	56180	57299		
10:00	56020	57299		
10:15	55889	57149		
10:30	55729	57000		
10:45	55659	56899		
11:00	55639	56799		
11:15	55529	56749		
11:30	55189	56700		
11:45	55259	56649		
12:00	55349	56599		
12:15	55130	56249		
12:30	55080	55900		
12:45	56099	56550		
13:00	55240	57200		
13:15	55470	56499		
13:30	54900	55799		
13:45	54900	55799		
14:00	54400	55799		
14:15	54450	55499		
14:30	53729	55200		
14:45	53020	54649		
15:00	52419	54099		
15:15	52139	53699		
15:30	51650	53299		
15:45	51290	52849		
16:00	50799	52400		
16:15	50430	51900		
16:30	49979	51400		
16:45	49619	50999		
17:00	49360	50599		
17:15	48840	50299		
17:30	48669	50000		
17:45	48549	49750		
18:00	48409	49500		
18:15	48450	49649		
18:30	48930	49799		
18:45	49080	50149		
19:00	49540	50500		
19:15	49159	50350		
19:30	49000	50200		
19:45	48520	49999		
20:00	48520	49799		
20:15	48139	49499		
20:30	47869	49200		
20:45	47889	49300		
21:00	48180	49400		
21:15	48630	49849		
21:30	48740	50299		
21:45	49099	49799		
22:00	48659	49299		
22:15	49299	49599		
22:30	49229	49900		
22:45	50729	50400		
23:00	50069	50900		
23:15	49919	50249		
23:30	49299	49599		
23:45	49229	49299		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
