Journée du 15/03/2006
Heures	Consommation	PrévisionJ-1		
00:00	65201	66700		
00:15	65021	65950		
00:30	63755	65200		
00:45	62632	64250		
01:00	61918	63300		
01:15	64851	65000		
01:30	65085	66700		
01:45	65922	67000		
02:00	65195	67300		
02:15	65921	66850		
02:30	65128	66400		
02:45	64065	65600		
03:00	63335	64800		
03:15	62815	64450		
03:30	62368	64100		
03:45	61571	63700		
04:00	61341	63300		
04:15	61141	63150		
04:30	61069	63000		
04:45	61027	63250		
05:00	61327	63500		
05:15	62633	64300		
05:30	62853	65100		
05:45	63941	66200		
06:00	64632	67300		
06:15	66228	68700		
06:30	67640	70100		
06:45	68884	71200		
07:00	69784	72300		
07:15	71284	73200		
07:30	71986	74100		
07:45	72631	74750		
08:00	73350	75400		
08:15	73951	75900		
08:30	74364	76400		
08:45	74806	76700		
09:00	74968	77000		
09:15	75289	76900		
09:30	75025	76800		
09:45	75085	76500		
10:00	74761	76200		
10:15	74328	75950		
10:30	74106	75700		
10:45	73702	75350		
11:00	73342	75000		
11:15	73053	75000		
11:30	72828	75000		
11:45	72611	74900		
12:00	72201	74800		
12:15	71659	74250		
12:30	71169	73700		
12:45	72200	74250		
13:00	71225	74800		
13:15	71016	74000		
13:30	70414	73200		
13:45	70420	73150		
14:00	69902	73100		
14:15	69903	72700		
14:30	68994	72300		
14:45	68189	71550		
15:00	67417	70800		
15:15	66927	70200		
15:30	66313	69600		
15:45	65712	69200		
16:00	65226	68800		
16:15	64811	68350		
16:30	64606	67900		
16:45	64014	67600		
17:00	64004	67300		
17:15	63408	66850		
17:30	63587	66400		
17:45	63575	66950		
18:00	64379	67500		
18:15	64889	68300		
18:30	66142	69100		
18:45	67915	71050		
19:00	70346	73000		
19:15	72223	74750		
19:30	73037	76500		
19:45	73234	76350		
20:00	73010	76200		
20:15	72065	75100		
20:30	70840	74000		
20:45	69992	73300		
21:00	69091	72600		
21:15	67864	71600		
21:30	66811	70600		
21:45	66092	69550		
22:00	64958	68500		
22:15	66016	69000		
22:30	65865	69500		
22:45	67629	70300		
23:00	66881	71100		
23:15	66703	70000		
23:30	66039	68900		
23:45	66226	67800		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
