Journée du 19/09/2011
Données temps réel
Heures	Consommation	Prévision J-1	Prévision J	Fioul	Charbon	Gaz	Nucléaire	Eolien	Solaire	Hydraulique	Pompage	Autres	Ech. physiques	Taux de Co2	Ech. comm. Allemagne	Ech. comm. Angleterre	Ech. comm. Belgique	Ech. comm. Espagne	Ech. comm. Italie	Ech. comm. Suisse
00:00	43852	43900	43900	0	0	153	42402	2267	ND	3749	ND	1673	-6366	14	ND	ND	ND	ND	ND	ND	
00:15	43222	43000	42700	0	0	157	42822	2264	ND	3506	ND	1668	-7160	14							
00:30	41466	42100	41500	0	0	182	41760	2275	ND	3409	ND	1673	-7800	14							
00:45	40243	40950	40400	0	20	159	41270	2239	ND	2199	ND	1673	-7318	16							
01:00	39260	39800	39300	0	46	191	40869	2246	ND	2067	ND	1659	-7820	17	ND	ND	ND	ND	ND	ND	
01:15	39664	40150	39500	0	91	192	41659	2231	ND	1917	ND	1680	-8107	17							
01:30	39139	40500	39700	0	115	170	41258	2169	ND	1896	ND	1677	-8148	18							
01:45	39067	40200	39550	0	186	177	41118	2155	ND	1986	ND	1675	-8230	19							
02:00	38603	39900	39400	0	195	197	40482	2116	ND	1907	ND	1659	-7955	20	ND	ND	ND	ND	ND	ND	
02:15	38883	39200	38550	0	217	197	40767	2120	ND	1900	ND	1679	-7997	20							
02:30	37867	38500	37700	0	241	181	40076	2027	ND	1826	ND	1678	-8163	21							
02:45	37040	37800	37000	0	244	213	39746	1981	ND	1050	ND	1682	-7877	22							
03:00	36325	37100	36300	0	280	285	39354	1916	ND	1107	ND	1684	-8304	23	ND	ND	ND	ND	ND	ND	
03:15	35966	36550	35850	0	261	285	38880	1857	ND	853	ND	1662	-7833	23							
03:30	35421	36000	35400	0	235	271	38790	1842	ND	737	ND	1664	-8119	23							
03:45	35034	35650	35200	0	242	330	38678	1835	ND	160	ND	1667	-7880	24							
04:00	35080	35300	35000	0	257	395	38542	1822	ND	201	ND	1652	-7790	24	ND	ND	ND	ND	ND	ND	
04:15	35012	35400	35100	0	282	374	38685	1780	ND	180	ND	1667	-7958	25							
04:30	35158	35500	35200	0	292	372	38751	1774	ND	183	ND	1666	-7881	25							
04:45	35300	35900	35500	0	345	403	38791	1701	ND	576	ND	1654	-8171	26							
05:00	35785	36300	35800	0	382	378	38911	1680	ND	573	ND	1661	-7801	27	ND	ND	ND	ND	ND	ND	
05:15	36776	37250	36750	0	426	432	39159	1696	ND	1917	ND	1656	-8511	27							
05:30	37638	38200	37700	0	466	467	39447	1683	ND	2113	ND	1651	-8190	28							
05:45	38375	39350	38700	0	563	506	40264	1648	ND	2107	ND	1655	-8370	30							
06:00	39706	40500	39700	0	610	562	40957	1657	ND	2248	ND	1647	-7976	30	ND	ND	ND	ND	ND	ND	
06:15	41773	42500	41450	0	698	842	41040	1657	ND	3257	ND	1639	-7362	33							
06:30	43218	44500	43200	0	806	907	41964	1661	ND	3362	ND	1640	-7124	35							
06:45	45149	46350	45100	0	909	961	43082	1649	ND	4339	ND	1650	-7443	36							
07:00	46973	48200	47000	0	1005	1120	43905	1668	ND	4624	ND	1681	-7031	38	ND	ND	ND	ND	ND	ND	
07:15	48718	49150	48250	0	1028	1330	44044	1631	ND	4404	ND	1707	-5427	40							
07:30	49470	50100	49500	0	1241	1550	44542	1597	ND	4545	ND	1706	-5712	44							
07:45	49763	50600	50000	0	1354	1568	44503	1613	ND	4739	ND	1703	-5719	46							
08:00	50338	51100	50500	0	1380	2103	44518	1581	ND	4705	ND	1701	-5651	49	ND	ND	ND	ND	ND	ND	
08:15	51189	51550	50950	0	1553	2230	44850	1570	ND	5061	ND	1770	-5846	53							
08:30	51413	52000	51400	0	1613	2377	44939	1529	ND	4975	ND	1767	-5787	54							
08:45	52093	52500	51900	0	1595	2381	44926	1494	ND	5632	ND	1773	-5710	54							
09:00	52365	53000	52400	0	1649	2386	44906	1460	ND	5722	ND	1767	-5527	54	ND	ND	ND	ND	ND	ND	
09:15	53190	53500	52850	0	1627	2378	44895	1434	ND	6087	ND	1950	-5181	55							
09:30	53342	54000	53300	0	1641	2434	44933	1412	ND	6221	ND	1960	-5261	55							
09:45	53661	54200	53600	0	1697	2485	44941	1390	ND	6380	ND	1963	-5197	56							
10:00	53790	54400	53900	0	1686	2679	44891	1382	ND	6358	ND	1967	-5174	57	ND	ND	ND	ND	ND	ND	
10:15	54080	54500	54000	0	1700	2720	44922	1360	ND	6315	ND	2234	-5173	59							
10:30	54121	54600	54100	9	1712	2689	44920	1401	ND	6313	ND	2259	-5184	59							
10:45	54190	54750	54250	6	1762	2716	44923	1411	ND	6339	ND	2262	-5231	60							
11:00	54296	54900	54400	6	1730	2708	44947	1492	ND	6412	ND	2260	-5262	60	ND	ND	ND	ND	ND	ND	
11:15	54569	54950	54500	12	1707	2705	44938	1537	ND	6846	ND	2469	-5647	60							
