Journée du 24/11/2009
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	56283	56000	56300		
00:15	55503	55150	55350		
00:30	54436	54300	54400		
00:45	52783	53000	53200		
01:00	52202	51700	52000		
01:15	52211	52250	52300		
01:30	51966	52800	52600		
01:45	52001	52700	52450		
02:00	51472	52600	52300		
02:15	51897	51950	51600		
02:30	50883	51300	50900		
02:45	49998	50500	50050		
03:00	49115	49700	49200		
03:15	48893	49200	48850		
03:30	48455	48700	48500		
03:45	47673	48300	47950		
04:00	47418	47900	47400		
04:15	47373	47750	47200		
04:30	47099	47600	47000		
04:45	47286	47850	47350		
05:00	47477	48100	47700		
05:15	48669	49000	48300		
05:30	48898	49900	48900		
05:45	49963	50950	49950		
06:00	50967	52000	51000		
06:15	53455	53750	52850		
06:30	54744	55500	54700		
06:45	56179	57500	56550		
07:00	58424	59500	58400		
07:15	60400	61250	60150		
07:30	61851	63000	61900		
07:45	62545	63750	62550		
08:00	63236	64500	63200		
08:15	63080	64450	63150		
08:30	63114	64400	63100		
08:45	63251	64400	63150		
09:00	63195	64400	63200		
09:15	63757	64700	63400		
09:30	63554	65000	63600		
09:45	63791	64900	63900		
10:00	63489	64800	64200		
10:15	63831	64700	63800		
10:30	63437	64600	63400		
10:45	63525	64650	63550		
11:00	63655	64700	63700		
11:15	63641	64700	63800		
11:30	63839	64700	63900		
11:45	63794	64750	64000		
12:00	63987	64800	64100		
12:15	63575	64200	63400		
12:30	63146	63600	62700		
12:45	63856	64200	63250		
13:00	63182	64800	63800		
13:15	63011	64050	63000		
13:30	62300	63300	62200		
13:45	62406	63500	62250		
14:00	62345	63700	62300		
14:15	62249	63350	62250		
14:30	62033	63000	62200		
14:45	61450	62400	61650		
15:00	60781	61800	61100		
15:15	60400	61500	60850		
15:30	60300	61200	60600		
15:45	60000	60900	60300		
16:00	59469	60600	60000		
16:15	59644	60450	59900		
16:30	59537	60300	59800		
16:45	60277	60850	60400		
17:00	60467	61400	61000		
17:15	61568	62650	62250		
17:30	62818	63900	63500		
17:45	64284	64950	64600		
18:00	65259	66000	65700		
18:15	65900	66450	66150		
18:30	66615	66900	66600		
18:45	67257	67500	67250		
19:00	67713	68100	67900		
19:15	66901	67350	67150		
19:30	66164	66600	66400		
19:45	65054	65750	65550		
20:00	64498	64900	64700		
20:15	63406	63750	63500		
20:30	61836	62600	62300		
20:45	61274	61550	61250		
21:00	60069	60500	60200		
21:15	58905	59450	59150		
21:30	58311	58400	58100		
21:45	57171	57550	57250		
22:00	56115	56700	56400		
22:15	56877	57150	56800		
22:30	57182	57600	57200		
22:45	59406	58600	58200		
23:00	58025	59600	59200		
23:15	57905	58400	58150		
23:30	57399	57200	57100		
23:45	57446	56800	56750		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
