Journée du 28/10/2009
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	55475	55300	55500		
00:15	54827	54450	54650		
00:30	53705	53600	53800		
00:45	52328	52500	52650		
01:00	51482	51400	51500		
01:15	52007	51700	51850		
01:30	51307	52000	52200		
01:45	51973	51950	52050		
02:00	51229	51900	51900		
02:15	51674	51350	51400		
02:30	50904	50800	50900		
02:45	49803	49950	50100		
03:00	49042	49100	49300		
03:15	48668	48500	48800		
03:30	47871	47900	48300		
03:45	47725	47600	47900		
04:00	47410	47300	47500		
04:15	47583	47250	47300		
04:30	47328	47200	47100		
04:45	47622	47400	47500		
05:00	48067	47600	47900		
05:15	49277	48350	48750		
05:30	49636	49100	49600		
05:45	50805	50100	50550		
06:00	51632	51100	51500		
06:15	53033	52300	52900		
06:30	54350	53500	54300		
06:45	55777	55100	55600		
07:00	56888	56700	56900		
07:15	58232	57600	58000		
07:30	59103	58500	59100		
07:45	59556	59100	59800		
08:00	60546	59700	60500		
08:15	61129	60300	61250		
08:30	61917	60900	62000		
08:45	62244	61350	62400		
09:00	62639	61800	62800		
09:15	62956	62050	62850		
09:30	62973	62300	62900		
09:45	62881	62400	62950		
10:00	62912	62500	63000		
10:15	62761	62450	62700		
10:30	62346	62400	62400		
10:45	62070	62300	62100		
11:00	61820	62200	61800		
11:15	62000	62250	61800		
11:30	61800	62300	61800		
11:45	61900	62400	61900		
12:00	61860	62500	62000		
12:15	60905	61900	61500		
12:30	61018	61300	61000		
12:45	61483	61800	61350		
13:00	60546	62300	61700		
13:15	60256	61250	60750		
13:30	59842	60200	59800		
13:45	59589	60250	59500		
14:00	59254	60300	59200		
14:15	59792	59900	59250		
14:30	59270	59500	59300		
14:45	58186	58700	58500		
15:00	57537	57900	57700		
15:15	57220	57600	57350		
15:30	56895	57300	57000		
15:45	56370	56950	56650		
16:00	56067	56600	56300		
16:15	56072	56400	56050		
16:30	55890	56200	55800		
16:45	55715	56400	56000		
17:00	55507	56600	56200		
17:15	55838	57200	56800		
17:30	56660	57800	57400		
17:45	58452	59800	59400		
18:00	60875	61800	61400		
18:15	62521	63050	62650		
18:30	64100	64300	63900		
18:45	65100	65100	64700		
19:00	65146	65900	65500		
19:15	65300	65100	64750		
19:30	64400	64300	64000		
19:45	63200	63400	63100		
20:00	62196	62500	62200		
20:15	61475	61500	61250		
20:30	60216	60500	60300		
20:45	59494	59500	59300		
21:00	58102	58500	58300		
21:15	57110	57400	57250		
21:30	56226	56300	56200		
21:45	55404	55400	55300		
22:00	54725	54500	54400		
22:15	55202	54950	54900		
22:30	55307	55400	55400		
22:45	57585	56450	56450		
23:00	56872	57500	57500		
23:15	56867	56450	56500		
23:30	55861	55400	55500		
23:45	56619	55350	55400		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
