Journée du 05/11/2010
Heures	Fioul + pointe	Charbon	Gaz	Nucléaire	Eolien	Hydraulique	Autres	Solde	Co2	Consommation	PrévisionJ-1	PrévisionJ		
00:00	0	1621	2882	44316	1779	3877	5392	-4130	4750	55738	55500	55700		
00:15	0	1603	2833	44524	1774	3401	5582	-4616	4791	55102	54550	54550		
00:30	0	1417	2832	43953	1765	2059	5584	-4220	4613	53392	53600	53400		
00:45	0	1403	2803	43878	1761	758	5583	-4173	4589	52013	52500	52250		
01:00	0	1432	2842	44007	1732	170	5580	-4624	4630	51139	51400	51100		
01:15	0	1556	2722	44669	1733	0	5489	-4587	4669	51403	51650	51350		
01:30	0	1439	2668	44259	1765	0	5580	-4575	4574	50869	51900	51600		
01:45	0	1523	2391	44509	1745	0	5583	-4279	4556	51005	51700	51350		
02:00	0	1437	2256	44339	1701	0	5587	-4797	4426	50184	51500	51100		
02:15	0	1553	2284	44871	1704	0	5591	-5077	4549	50745	50900	50300		
02:30	0	1358	2192	44193	1693	0	5593	-5121	4330	49506	50300	49500		
02:45	0	1189	2000	43773	1675	0	5595	-4920	4099	48717	49450	48550		
03:00	0	989	1974	43320	1668	0	5594	-5224	3898	47669	48600	47600		
03:15	0	921	1865	43700	1629	0	5599	-5420	3795	47385	47900	47150		
03:30	0	856	1720	43369	1678	0	5597	-5769	3679	46630	47200	46700		
03:45	0	810	1727	43267	1668	0	5599	-5713	3639	46351	46900	46300		
04:00	0	798	1752	43108	1648	0	5597	-5954	3635	46074	46600	45900		
04:15	0	865	1717	43825	1624	0	5602	-6718	3689	46019	46500	45900		
04:30	0	866	1705	43922	1638	0	5601	-6567	3685	46284	46400	45900		
04:45	0	849	1659	43518	1618	0	5600	-6545	3652	46127	46500	46150		
05:00	0	868	1692	43715	1647	0	5598	-6501	3681	46486	46600	46400		
05:15	0	1001	1717	44181	1586	0	5599	-6057	3818	47571	47550	47250		
05:30	0	1228	1686	44687	1501	0	5596	-6151	4024	48118	48500	48100		
05:45	0	1434	1702	45037	1482	85	5601	-6136	4230	49206	49500	49150		
06:00	0	1517	1729	44552	1503	902	5591	-5463	4315	50331	50500	50200		
06:15	0	1549	2213	44471	1476	1875	5604	-4811	4525	52378	52350	52050		
06:30	0	1664	2305	44475	1434	2426	5596	-3968	4665	53933	54200	53900		
06:45	0	1871	2585	44791	1415	3286	5609	-3689	4970	55869	56000	56000		
07:00	0	2055	2648	44948	1393	3806	5609	-2615	5169	57843	57800	58100		
07:15	0	2153	2689	45151	1433	4507	5629	-1879	5286	59684	59350	59250		
07:30	0	2203	2683	45312	1378	5800	5633	-2615	5334	60395	60900	60400		
07:45	0	2066	2762	45226	1375	5840	5632	-2331	5230	60571	61200	60800		
08:00	0	2155	2715	45263	1369	6052	5631	-1975	5298	61211	61500	61200		
08:15	0	2169	2746	45307	1389	6432	5638	-2285	5326	61397	61700	61350		
08:30	0	2231	2758	45403	1392	6527	5644	-2506	5392	61450	61900	61500		
08:45	0	2215	2753	45198	1385	6624	5642	-2157	5374	61659	62050	61650		
09:00	0	2275	2730	45315	1397	6609	5634	-2030	5420	61931	62200	61800		
09:15	0	2253	2778	45322	1363	7120	5638	-2175	5418	62300	62350	62100		
09:30	0	2333	2811	45399	1335	7257	5633	-2482	5505	62286	62500	62400		
09:45	0	2412	2814	45423	1345	6841	5629	-2359	5580	62105	62350	62250		
10:00	0	2293	2867	45348	1340	6791	5633	-2214	5486	62059	62200	62100		
10:15	0	2249	2842	45342	1358	6945	5706	-2579	5464	61865	62200	62000		
10:30	0	2138	2883	45310	1379	6921	5703	-2518	5371	61817	62200	61900		
10:45	0	2136	2862	45338	1409	6990	5659	-2544	5344	61851	62000	61850		
11:00	0	1952	2838	45203	1470	7002	5636	-2393	5150	61709	61800	61800		
11:15	0	1977	2845	45302	1456	6936	5729	-2437	5213	61809	61750	61800		
11:30	0	2041	2874	45367	1470	6801	5725	-2466	5284	61813	61700	61800		
11:45	0	2099	2860	45368	1458	6821	5725	-2294	5334	62037	61850	61750		
12:00	0	2103	2887	45358	1494	6603	5727	-2469	5349	61704	62000	61700		
12:15	0	1593	2839	45319	1484	6228	5749	-2055	4851	61158	61500	61400		
12:30	0	1957	2789	45205	1486	6057	5753	-1734	5184	61514	61000	61100		
12:45	0	2116	2831	45307	1486	6759	5760	-2270	5354	61989	61550	61750		
13:00	0	1994	2835	45412	1496	6105	5763	-2437	5240	61170	62100	62400		
13:15	0	2202	2869	45387	1492	5398	5750	-2150	5446	60948	61100	61250		
13:30	0	2058	2861	45287	1498	5174	5746	-2626	5304	59998	60100	60100		
13:45	0	1895	2848	45167	1432	4824	5746	-2210	5143	59702	59900	59900		
14:00	0	1730	2830	45164	1431	4834	5706	-2238	4962	59457	59700	59700		
14:15	0	2311	2846	45378	1391	4882	5662	-2511	5507	59959	59600	59700		
14:30	0	2294	2760	45340	1400	4566	5659	-2583	5459	59437	59500	59700		
14:45	0	2285	2798	45263	1394	4093	5655	-2588	5463	58901	58700	58850		
15:00	0	2109	2797	45027	1393	4051	5653	-2925	5292	58106	57900	58000		
15:15	0	2283	2734	45287	1339	4039	5582	-3446	5408	57819	57600	57650		
15:30	0	2079	2742	45169	1329	3896	5578	-3352	5214	57442	57300	57300		
15:45	0	2172	2768	45226	1313	3585	5633	-3387	5335	57312	56850	56800		
16:00	0	2087	2801	45051	1294	3738	5634	-3662	5265	56944	56400	56300		
16:15	0	2200	2770	45195	1266	4501	5583	-5208	5342	56307	56150	56000		
