Journée du 18/05/2002
Heures	Consommation	PrévisionJ-1		
00:00	45389	46000		
00:15	44619	45000		
00:30	43389	44000		
00:45	42279	42600		
01:00	41650	41200		
01:15	41669	41850		
01:30	41259	42500		
01:45	41520	42149		
02:00	40790	41799		
02:15	40819	40999		
02:30	39869	40200		
02:45	39060	39399		
03:00	38250	38599		
03:15	37689	38099		
03:30	37040	37599		
03:45	36779	37099		
04:00	36180	36599		
04:15	35939	36299		
04:30	35799	36000		
04:45	35650	35799		
05:00	35310	35599		
05:15	35590	35799		
05:30	35680	36000		
05:45	35799	35700		
06:00	35659	35400		
06:15	35849	35700		
06:30	35630	36000		
06:45	36080	36700		
07:00	36689	37400		
07:15	37639	38099		
07:30	38159	38799		
07:45	38599	39599		
08:00	39369	40400		
08:15	40259	41150		
08:30	41150	41900		
08:45	41889	42499		
09:00	42540	43099		
09:15	43169	43599		
09:30	43819	44099		
09:45	43970	44449		
10:00	44220	44799		
10:15	44540	44949		
10:30	44650	45099		
10:45	44619	45099		
11:00	44599	45099		
11:15	44619	45249		
11:30	44759	45400		
11:45	44990	45599		
12:00	45279	45799		
12:15	45720	46299		
12:30	46200	46799		
12:45	47139	47399		
13:00	46290	48000		
13:15	45610	46899		
13:30	45119	45799		
13:45	44700	45199		
14:00	44099	44599		
14:15	44250	44299		
14:30	43790	44000		
14:45	43220	43500		
15:00	42680	43000		
15:15	42639	42600		
15:30	41970	42200		
15:45	41389	41899		
16:00	40729	41599		
16:15	40470	41249		
16:30	40330	40900		
16:45	39950	40749		
17:00	39819	40599		
17:15	39700	40549		
17:30	39610	40500		
17:45	39740	40649		
18:00	40000	40799		
18:15	40240	40999		
18:30	40560	41200		
18:45	40720	41399		
19:00	41409	41599		
19:15	41340	41399		
19:30	41189	41200		
19:45	40569	41050		
20:00	40770	40900		
20:15	40750	40700		
20:30	40240	40500		
20:45	40220	40299		
21:00	40040	40099		
21:15	40340	40199		
21:30	40450	40299		
21:45	41009	40899		
22:00	41200	41500		
22:15	42450	42250		
22:30	43069	43000		
22:45	44659	44049		
23:00	43840	45099		
23:15	43990	44449		
23:30	43220	43799		
23:45	43209	43549		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
