Journée du 17/09/2001
Heures	Consommation	PrévisionJ-1		
00:00	42340	42200		
00:15	42279	41450		
00:30	41200	40700		
00:45	40009	39950		
01:00	39430	39200		
01:15	40169	39600		
01:30	39799	40000		
01:45	40270	39750		
02:00	39680	39500		
02:15	39970	38950		
02:30	39090	38400		
02:45	38590	37849		
03:00	37599	37299		
03:15	37349	36899		
03:30	37060	36500		
03:45	36549	36350		
04:00	36450	36200		
04:15	36479	36300		
04:30	36580	36400		
04:45	36459	36599		
05:00	36970	36799		
05:15	38009	37649		
05:30	38860	38500		
05:45	39529	39500		
06:00	40400	40500		
06:15	42389	42100		
06:30	43779	43700		
06:45	45720	45249		
07:00	47409	46799		
07:15	49250	47849		
07:30	49959	48900		
07:45	50540	49800		
08:00	51259	50700		
08:15	51869	51300		
08:30	52560	51900		
08:45	52840	52450		
09:00	53369	53000		
09:15	53720	53250		
09:30	54000	53500		
09:45	54200	53549		
10:00	54290	53599		
10:15	54279	53749		
10:30	54270	53900		
10:45	54430	53950		
11:00	54419	54000		
11:15	54500	54200		
11:30	54509	54400		
11:45	54549	54499		
12:00	54709	54599		
12:15	54299	54199		
12:30	54259	53799		
12:45	55209	54499		
13:00	54470	55200		
13:15	54529	54600		
13:30	54169	54000		
13:45	54419	54000		
14:00	54270	54000		
14:15	54500	53799		
14:30	54080	53599		
14:45	53450	53199		
15:00	52860	52799		
15:15	52450	52549		
15:30	52360	52299		
15:45	51900	51949		
16:00	51540	51599		
16:15	51069	51249		
16:30	50950	50900		
16:45	50799	50650		
17:00	50319	50400		
17:15	50000	50200		
17:30	49979	50000		
17:45	49750	49950		
18:00	50000	49900		
18:15	50069	50050		
18:30	50759	50200		
18:45	51069	50499		
19:00	51840	50799		
19:15	52060	51099		
19:30	51990	51400		
19:45	51849	51650		
20:00	52400	51900		
20:15	53090	52400		
20:30	53290	52900		
20:45	52990	52150		
21:00	52119	51400		
21:15	51549	50450		
21:30	50310	49500		
21:45	49360	48649		
22:00	48259	47799		
22:15	48849	48049		
22:30	48729	48299		
22:45	49880	48999		
23:00	49290	49700		
23:15	49330	48749		
23:30	48549	47799		
23:45	48490	47299		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
